word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word,phonology,phonlength,AoA,subtlexzipf,conc,cat,nounornot,verbornot,adjornot,advornot,pronounornot,functionornot,numberornot,pagel_rate
thread,5,Proto-Germanic,Proto-Germanic,2500,2500,thread,TrEd,4,7.06,3.74,4.83,Noun,1,0,0,0,0,0,0,#N/A
spoon,5,Proto-Germanic,Proto-Germanic,2500,2500,spoon,spun,4,2.5,4.29,4.96,Noun,1,0,0,0,0,0,0,#N/A
embers,5,Proto-Germanic,Proto-Germanic,2500,2500,embers,Emb@z,5,10.5,2.73,4.36,Noun,1,0,0,0,0,0,0,#N/A
bead,5,Proto-Germanic,Proto-Germanic,2500,2500,bead,bid,3,5.63,2.93,4.9,Noun,1,0,0,0,0,0,0,#N/A
beam,5,Proto-Germanic,Proto-Germanic,2500,2500,beam,bim,3,8.78,3.97,3.96,Noun,1,0,0,0,0,0,0,#N/A
bean,5,Proto-Germanic,Proto-Germanic,2500,2500,bean,bin,3,3.42,4.06,5,Noun,1,0,0,0,0,0,0,#N/A
bear,5,Proto-Germanic,Proto-Germanic,2500,2500,bear,b8R,3,3.58,4.88,4.88,Noun,1,0,0,0,0,0,0,#N/A
road,5,Proto-Germanic,Proto-Germanic,2500,2500,road,r5d,3,4.55,5.28,4.75,Noun,1,0,0,0,0,0,0,4.86
mainland,5,Proto-Germanic,Proto-Germanic,2500,2500,mainland,m1nl@nd,7,11.63,3.91,4.31,Noun,1,0,0,0,0,0,0,#N/A
shears,5,Proto-Germanic,Proto-Germanic,2500,2500,shears,S7z,3,9.46,2.94,4.61,Noun,1,0,0,0,0,0,0,#N/A
board,5,Proto-Germanic,Proto-Germanic,2500,2500,board,b$d,3,6.37,5.1,4.57,Noun,1,0,0,0,0,0,0,#N/A
tin,5,Proto-Germanic,1795,2500,205,tin,tIn,3,6.79,4.35,4.87,Noun,1,0,0,0,0,0,0,#N/A
tap,5,Proto-Germanic,Proto-Germanic,2500,2500,tap,t{p,3,5.84,4.33,4.29,Noun,1,0,0,0,0,0,0,#N/A
womb,5,Proto-Germanic,Proto-Germanic,2500,2500,womb,wum,3,9.48,3.46,4.37,Noun,1,0,0,0,0,0,0,#N/A
witness,5,Proto-Germanic,Proto-Germanic,2500,2500,witness,wItnIs,6,8.74,4.28,4.07,Noun,1,0,0,0,0,0,0,#N/A
wrist,5,Proto-Germanic,Proto-Germanic,2500,2500,wrist,rIst,4,5.94,3.84,4.93,Noun,1,0,0,0,0,0,0,#N/A
heel,5,Proto-Germanic,Proto-Germanic,2500,2500,heel,hil,3,7.85,3.81,4.86,Noun,1,0,0,0,0,0,0,#N/A
elf,5,Proto-Germanic,Proto-Germanic,2500,2500,elf,Elf,3,4.32,3.25,4.3,Noun,1,0,0,0,0,0,0,#N/A
groan,5,Proto-Germanic,Proto-Germanic,2500,2500,groan,gr5n,4,8.7,3.04,4.09,Noun,1,0,0,0,0,0,0,#N/A
bull,5,Proto-Germanic,Proto-Germanic,2500,2500,bull,bUl,3,4.53,4.28,4.85,Noun,1,0,0,0,0,0,0,#N/A
deer,5,Proto-Germanic,Proto-Germanic,2500,2500,deer,d7R,3,5.17,4.26,4.86,Noun,1,0,0,0,0,0,0,#N/A
bone,5,Proto-Germanic,Proto-Germanic,2500,2500,bone,b5n,3,5.53,4.51,4.9,Noun,1,0,0,0,0,0,0,1.34
hip,5,Proto-Germanic,Proto-Germanic,2500,2500,hip,hIp,3,6.17,4.37,4.21,Noun,1,0,0,0,0,0,0,#N/A
hat,5,Proto-Germanic,Proto-Germanic,2500,2500,hat,h{t,3,3.33,4.76,4.88,Noun,1,0,0,0,0,0,0,#N/A
shoulder,5,Proto-Germanic,Proto-Germanic,2500,2500,shoulder,S5ld@R,6,4.5,4.46,4.93,Noun,1,0,0,0,0,0,0,#N/A
hay,5,Proto-Germanic,Proto-Germanic,2500,2500,hay,h1,2,5.32,4.06,4.87,Noun,1,0,0,0,0,0,0,#N/A
land,5,Proto-Germanic,1300,2500,700,land,l{nd,4,5.22,5.18,4.57,Noun,1,0,0,0,0,0,0,#N/A
bow,5,Proto-Germanic,Proto-Germanic,2500,2500,bow,b5,2,4.95,4.22,4.61,Noun,1,0,0,0,0,0,0,#N/A
meat,5,Proto-Germanic,Proto-Germanic,2500,2500,meat,mit,3,4.42,4.8,4.9,Noun,1,0,0,0,0,0,0,1.62
yard,5,Proto-Germanic,Proto-Germanic,2500,2500,yard,j#d,3,3.94,4.33,4.82,Noun,1,0,0,0,0,0,0,#N/A
mare,5,Proto-Germanic,Proto-Germanic,2500,2500,mare,m#r1,4,8.84,3.65,4.75,Noun,1,0,0,0,0,0,0,#N/A
crow,5,Proto-Germanic,Proto-Germanic,2500,2500,crow,kr5,3,5.74,3.65,4.93,Noun,1,0,0,0,0,0,0,#N/A
louse,5,Proto-Germanic,Proto-Germanic,2500,2500,louse,l6s,3,10.26,2.67,#N/A,Noun,1,0,0,0,0,0,0,1.74
nettle,5,Proto-Germanic,Proto-Germanic,2500,2500,nettle,nEtP,4,14.33,3.08,3.88,Noun,1,0,0,0,0,0,0,#N/A
dove,5,Proto-Germanic,Proto-Germanic,2500,2500,dove,d5v,3,6.63,3.46,4.88,Noun,1,0,0,0,0,0,0,#N/A
fear,5,Proto-Germanic,Proto-Germanic,2500,2500,fear,f7R,3,4.79,4.84,2.57,Noun,1,0,0,0,0,0,0,4.06
oak,5,Proto-Germanic,Proto-Germanic,2500,2500,oak,5k,2,7.35,4.23,4.82,Noun,1,0,0,0,0,0,0,#N/A
flesh,5,Proto-Germanic,Proto-Germanic,2500,2500,flesh,flES,4,8.3,4.15,4.59,Noun,1,0,0,0,0,0,0,#N/A
ice,5,Proto-Germanic,Proto-Germanic,2500,2500,ice,2s,2,3.86,4.98,4.89,Noun,1,0,0,0,0,0,0,2.58
oar,5,Proto-Germanic,Proto-Germanic,2500,2500,oar,$R,2,5.83,3.03,4.84,Noun,1,0,0,0,0,0,0,#N/A
thigh,5,Proto-Germanic,Proto-Germanic,2500,2500,thigh,T2,2,6.42,3.48,4.9,Noun,1,0,0,0,0,0,0,#N/A
wave,5,Proto-Germanic,Proto-Germanic,2500,2500,wave,w1v,3,4.26,4.55,4.55,Noun,1,0,0,0,0,0,0,#N/A
leaf,5,Proto-Germanic,Proto-Germanic,2500,2500,leaf,lif,3,4.6,4.29,5,Noun,1,0,0,0,0,0,0,2.43
honey,5,Proto-Germanic,Proto-Germanic,2500,2500,honey,hVnI,4,5.44,4.6,4.88,Noun,1,0,0,0,0,0,0,#N/A
barley,5,Proto-Germanic,Proto-Germanic,2500,2500,barley,b#lI,4,9.8,3.61,4.59,Noun,1,0,0,0,0,0,0,#N/A
frog,5,Proto-Germanic,Proto-Germanic,2500,2500,frog,frQg,4,4.32,4.05,5,Noun,1,0,0,0,0,0,0,#N/A
teat,5,Proto-Germanic,Proto-Germanic,2500,2500,teat,tit,3,11.94,2.71,4.38,Noun,1,0,0,0,0,0,0,#N/A
flea,5,Proto-Germanic,Proto-Germanic,2500,2500,flea,fli,3,7.79,3.5,4.89,Noun,1,0,0,0,0,0,0,#N/A
wheat,5,Proto-Germanic,Proto-Germanic,2500,2500,wheat,wit,3,6.53,3.95,4.89,Noun,1,0,0,0,0,0,0,#N/A
bread,5,Proto-Germanic,Proto-Germanic,2500,2500,bread,brEd,4,3.58,4.69,4.92,Noun,1,0,0,0,0,0,0,#N/A
song,5,Proto-Germanic,Proto-Germanic,2500,2500,song,sQN,3,4.26,5.1,4.46,Noun,1,0,0,0,0,0,0,#N/A
guts,5,Proto-Germanic,Proto-Germanic,2500,2500,guts,gVts,4,6.96,3.92,3.85,Noun,1,0,0,0,0,0,0,6.89
side,5,Proto-Germanic,Proto-Germanic,2500,2500,side,s2d,3,4.72,5.55,3.68,Noun,1,0,0,0,0,0,0,#N/A
hawk,5,Proto-Germanic,Proto-Germanic,2500,2500,hawk,h$k,3,6.74,3.66,4.93,Noun,1,0,0,0,0,0,0,#N/A
twelve,5,Proto-Germanic,Proto-Germanic,2500,2500,twelve,twElv,5,4.48,3.66,3.61,Number,0,0,0,0,0,0,1,#N/A
next,5,Proto-Germanic,Proto-Germanic,2500,2500,next,nEkst,5,4.35,5.89,2.56,Number,0,0,0,0,0,0,1,#N/A
under,5,Proto-Germanic,Proto-Germanic,2500,2500,under,Vnd@R,5,5.89,5.6,3.45,Preposition,0,0,0,0,0,1,0,#N/A
through,5,Proto-Germanic,Proto-Germanic,2500,2500,through,Tru,3,5.82,5.94,2.9,Preposition,0,0,0,0,0,1,0,#N/A
behind,5,Proto-Germanic,Proto-Germanic,2500,2500,behind,bIh2nd,6,4.9,5.42,3.48,Preposition,0,0,0,0,0,1,0,#N/A
near,5,Proto-Germanic,Proto-Germanic,2500,2500,near,n7R,3,5.41,5.08,2.79,Preposition,0,0,0,0,0,1,0,4.86
nothing,5,Proto-Germanic,Proto-Germanic,2500,2500,nothing,nVTIN,5,5.21,5.64,2.21,Pronoun,0,0,0,0,1,0,0,#N/A
who,5,Proto-Germanic,Proto-Germanic,2500,2500,who,hu,2,3.81,6.32,1.74,Pronoun,0,0,0,0,1,0,0,0.09
beget,5,Proto-Germanic,Proto-Germanic,2500,2500,beget,bIgEt,5,14.2,2.17,2.25,Verb,0,1,0,0,0,0,0,#N/A
build,5,Proto-Germanic,Proto-Germanic,2500,2500,build,bIld,4,4.45,5.07,3.71,Verb,0,1,0,0,0,0,0,#N/A
threaten,5,Proto-Germanic,Proto-Germanic,2500,2500,threaten,TrEtH,5,8.95,3.77,2.63,Verb,0,1,0,0,0,0,0,#N/A
shine,5,Proto-Germanic,Proto-Germanic,2500,2500,shine,S2n,3,5.79,4.34,3.85,Verb,0,1,0,0,0,0,0,#N/A
weep,5,Proto-Germanic,Proto-Germanic,2500,2500,weep,wip,3,8.5,3.4,4.54,Verb,0,1,0,0,0,0,0,#N/A
bake,5,Proto-Germanic,Proto-Germanic,2500,2500,bake,b1k,3,5.5,4.22,4.21,Verb,0,1,0,0,0,0,0,#N/A
dribble,5,Proto-Germanic,Proto-Germanic,2500,2500,dribble,drIbP,5,6.5,3.18,3.83,Verb,0,1,0,0,0,0,0,#N/A
plough,5,Proto-Germanic,Proto-Germanic,2500,2500,plough,pl6,3,7.11,3.64,3.88,Verb,0,1,0,0,0,0,0,#N/A
write,5,Proto-Germanic,Proto-Germanic,2500,2500,write,r2t,3,4.89,4.89,4.22,Verb,0,1,0,0,0,0,0,#N/A
become,5,Proto-Germanic,Proto-Germanic,2500,2500,become,bIkVm,5,5.85,5.28,1.54,Verb,0,1,0,0,0,0,0,#N/A
wipe,5,Proto-Germanic,Proto-Germanic,2500,2500,wipe,w2p,3,4.83,4,4,Verb,0,1,0,0,0,0,0,6.92
listen,5,Proto-Germanic,Proto-Germanic,2500,2500,listen,lIsH,4,5.4,5.25,3.47,Verb,0,1,0,0,0,0,0,#N/A
follow,5,Proto-Germanic,Proto-Germanic,2500,2500,follow,fQl5,4,5.11,4.96,3.26,Verb,0,1,0,0,0,0,0,#N/A
yawn,5,Proto-Germanic,Proto-Germanic,2500,2500,yawn,j$n,3,5.3,3.26,4.46,Verb,0,1,0,0,0,0,0,#N/A
send,5,Proto-Germanic,Proto-Germanic,2500,2500,send,sEnd,4,5.68,4.95,2.7,Verb,0,1,0,0,0,0,0,#N/A
whisper,5,Proto-Germanic,Proto-Germanic,2500,2500,whisper,wIsp@R,6,4.26,3.67,4.34,Verb,0,1,0,0,0,0,0,#N/A
wake,5,Proto-Germanic,Proto-Germanic,2500,2500,wake,w1k,3,5.63,4.64,3.11,Verb,0,1,0,0,0,0,0,#N/A
wash,5,Proto-Germanic,Proto-Germanic,2500,2500,wash,wQS,3,4,4.54,4.35,Verb,0,1,0,0,0,0,0,3
see,5,Proto-Germanic,Proto-Germanic,2500,2500,see,si,2,3.06,6.34,3.21,Verb,0,1,0,0,0,0,0,2.63
float,5,Proto-Germanic,Proto-Germanic,2500,2500,float,fl5t,4,5.39,3.96,4.07,Verb,0,1,0,0,0,0,0,4.04
hate,5,Proto-Germanic,Proto-Germanic,2500,2500,hate,h1t,3,5.53,4.81,1.97,Verb,0,1,0,0,0,0,0,#N/A
lose,5,Proto-Germanic,Proto-Germanic,2500,2500,lose,luz,3,5.78,5.11,2.25,Verb,0,1,0,0,0,0,0,#N/A
saw,5,Proto-Germanic,Proto-Germanic,2500,2500,saw,s$,2,5.36,5.4,4.46,Verb,0,1,0,0,0,0,0,#N/A
lock,5,Proto-Germanic,Proto-Germanic,2500,2500,lock,lQk,3,5.74,4.42,4.65,Verb,0,1,0,0,0,0,0,#N/A
bathe,5,Proto-Germanic,Proto-Germanic,2500,2500,bathe,b1D,3,5,3.11,4.19,Verb,0,1,0,0,0,0,0,#N/A
spin,5,Proto-Germanic,Proto-Germanic,2500,2500,spin,spIn,4,5,4.41,3.9,Verb,0,1,0,0,0,0,0,#N/A
open,5,Proto-Germanic,Proto-Germanic,2500,2500,open,5p@n,4,5,5.41,3.21,Verb,0,1,0,0,0,0,0,#N/A
spit,5,Proto-Germanic,Proto-Germanic,2500,2500,spit,spIt,4,5.06,3.86,4.71,Verb,0,1,0,0,0,0,0,2.04
burn,5,Proto-Germanic,Proto-Germanic,2500,2500,burn,b3n,3,4.72,4.4,4.11,Verb,0,1,0,0,0,0,0,2.94
swallow,5,Proto-Germanic,Proto-Germanic,2500,2500,swallow,swQl5,5,5.17,3.89,3.89,Verb,0,1,0,0,0,0,0,#N/A
buy,5,Proto-Germanic,Proto-Germanic,2500,2500,buy,b2,2,5.56,5.37,3.35,Verb,0,1,0,0,0,0,0,#N/A
talk,5,Proto-Germanic,Proto-Germanic,2500,2500,talk,t$k,3,3.68,5.52,4.07,Verb,0,1,0,0,0,0,0,#N/A
blow,5,Proto-Germanic,Proto-Germanic,2500,2500,blow,bl5,3,4,4.71,3.74,Verb,0,1,0,0,0,0,0,4.31
share,5,Proto-Germanic,Proto-Germanic,2500,2500,share,S8R,3,4.84,4.92,2.96,Verb,0,1,0,0,0,0,0,#N/A
ditch,5,Proto-Germanic,Proto-Germanic,2500,2500,ditch,dIJ,3,6.22,3.92,4.5,Verb,0,1,0,0,0,0,0,#N/A
stick,5,Proto-Germanic,Proto-Germanic,2500,2500,stick,stIk,4,3.89,5.02,4.59,Verb,0,1,0,0,0,0,0,8.02
swim,5,Proto-Germanic,Proto-Germanic,2500,2500,swim,swIm,4,4.17,4.42,4.43,Verb,0,1,0,0,0,0,0,2.73
hold,5,Proto-Germanic,Proto-Germanic,2500,2500,hold,h5ld,4,4.67,5.32,3.68,Verb,0,1,0,0,0,0,0,4.48
hunt,5,Proto-Germanic,Proto-Germanic,2500,2500,hunt,hVnt,4,6.06,4.69,3.81,Verb,0,1,0,0,0,0,0,3.33
owe,5,Proto-Germanic,Proto-Germanic,2500,2500,owe,5,1,8.61,4.27,2.07,Verb,0,1,0,0,0,0,0,#N/A
dive,5,Proto-Germanic,Proto-Germanic,2500,2500,dive,d2v,3,7.21,4.26,4.03,Verb,0,1,0,0,0,0,0,#N/A
fly,5,Proto-Germanic,Proto-Germanic,2500,2500,fly,fl2,3,3.05,4.9,4.64,Verb,0,1,0,0,0,0,0,2.83
walk,5,Proto-Germanic,Proto-Germanic,2500,2500,walk,w$k,3,3.45,5.19,4.07,Verb,0,1,0,0,0,0,0,5.14
sleep,5,Proto-Germanic,Proto-Germanic,2500,2500,sleep,slip,4,2.79,4.94,4.44,Verb,0,1,0,0,0,0,0,2.01
gather,5,Proto-Germanic,Proto-Germanic,2500,2500,gather,g{D@R,5,6.5,4.29,2.75,Verb,0,1,0,0,0,0,0,#N/A
sing,5,Proto-Germanic,Proto-Germanic,2500,2500,sing,sIN,3,3.47,4.94,4.34,Verb,0,1,0,0,0,0,0,2.54
drown,5,Proto-Germanic,Proto-Germanic,2500,2500,drown,dr6n,4,7,3.61,3.93,Verb,0,1,0,0,0,0,0,#N/A
knead,5,Proto-Germanic,Proto-Germanic,2500,2500,knead,nid,3,8.8,3.01,3.89,Verb,0,1,0,0,0,0,0,#N/A
live,5,Proto-Germanic,Proto-Germanic,2500,2500,live,lIv,3,6.1,5.5,3.57,Verb,0,1,0,0,0,0,0,1.1
slide,5,Proto-Germanic,Proto-Germanic,2500,2500,slide,sl2d,4,4.79,4.17,4.48,Verb,0,1,0,0,0,0,0,#N/A
swear,5,Proto-Germanic,Proto-Germanic,2500,2500,swear,sw8R,4,7.21,4.26,2.45,Verb,0,1,0,0,0,0,0,#N/A
bring,5,Proto-Germanic,Proto-Germanic,2500,2500,bring,brIN,4,4.42,5.4,2.55,Verb,0,1,0,0,0,0,0,#N/A
steal,5,Proto-Germanic,Proto-Germanic,2500,2500,steal,stil,4,6.17,4.34,3.84,Verb,0,1,0,0,0,0,0,#N/A
nail,5,Proto-Germanic,Proto-Germanic,2500,2500,nail,n1l,3,5.42,4.18,4.93,Verb,0,1,0,0,0,0,0,#N/A
forgive,5,Proto-Germanic,Proto-Germanic,2500,2500,forgive,f@gIv,5,5.44,4.28,1.92,Verb,0,1,0,0,0,0,0,#N/A
help,5,Proto-Germanic,Proto-Germanic,2500,2500,help,hElp,4,3.65,5.75,2.56,Verb,0,1,0,0,0,0,0,#N/A
guess,5,Proto-Germanic,Proto-Germanic,2500,2500,guess,gEs,3,5.44,5.16,2.28,Verb,0,1,0,0,0,0,0,#N/A
shake,5,Proto-Germanic,Proto-Germanic,2500,2500,shake,S1k,3,5.26,4.58,4.07,Verb,0,1,0,0,0,0,0,#N/A
stir,5,Proto-Germanic,Proto-Germanic,2500,2500,stir,st3R,4,5.58,4.18,3.76,Verb,0,1,0,0,0,0,0,#N/A
run,5,Proto-Germanic,Proto-Germanic,2500,2500,run,rVn,3,4.47,5.49,4.31,Verb,0,1,0,0,0,0,0,#N/A
sell,5,Proto-Germanic,Proto-Germanic,2500,2500,sell,sEl,3,7.05,5.22,3.35,Verb,0,1,0,0,0,0,0,#N/A
tell,5,Proto-Germanic,Proto-Germanic,2500,2500,tell,tEl,3,4.26,5.82,2.9,Verb,0,1,0,0,0,0,0,#N/A
fuck,5,Proto-Germanic,Proto-Germanic,2500,2500,fuck,fVk,3,11.22,4.58,3.19,Verb,0,1,0,0,0,0,0,#N/A
borrow,5,Proto-Germanic,Proto-Germanic,2500,2500,borrow,bQr5,4,6.95,4.27,3.1,Verb,0,1,0,0,0,0,0,#N/A
suck,5,Proto-Germanic,Proto-Germanic,2500,2500,suck,sVk,3,5.58,3.93,3.46,Verb,0,1,0,0,0,0,0,2.41
drive,5,Proto-Germanic,Proto-Germanic,2500,2500,drive,dr2v,4,5.26,5,3.86,Verb,0,1,0,0,0,0,0,#N/A
kiss,5,Proto-Germanic,Proto-Germanic,2500,2500,kiss,kIs,3,3.61,4.65,4.48,Verb,0,1,0,0,0,0,0,#N/A
shoot,5,Proto-Germanic,Proto-Germanic,2500,2500,shoot,Sut,3,5.53,4.53,3.97,Verb,0,1,0,0,0,0,0,#N/A
earn,5,Proto-Germanic,Proto-Germanic,2500,2500,earn,3n,2,7.57,4.36,2.39,Verb,0,1,0,0,0,0,0,#N/A
beat,5,Proto-Germanic,Proto-Germanic,2500,2500,beat,bit,3,6.15,5.07,3.97,Verb,0,1,0,0,0,0,0,#N/A
rise,5,Proto-Germanic,Proto-Germanic,2500,2500,rise,r2z,3,6.72,4.78,4.04,Verb,0,1,0,0,0,0,0,#N/A
tie,5,Proto-Germanic,Proto-Germanic,2500,2500,tie,t2,2,4.74,4.58,4.81,Verb,0,1,0,0,0,0,0,2.68
forbid,5,Proto-Germanic,Proto-Germanic,2500,2500,forbid,f@bId,5,8.47,3.34,1.96,Verb,0,1,0,0,0,0,0,#N/A
heal,5,Proto-Germanic,Proto-Germanic,2500,2500,heal,hil,3,7.47,3.75,3.03,Verb,0,1,0,0,0,0,0,#N/A
hear,5,Proto-Germanic,Proto-Germanic,2500,2500,hear,h7R,3,3.8,5.44,3.66,Verb,0,1,0,0,0,0,0,2.35
mean,5,Proto-Germanic,Proto-Germanic,2500,2500,mean,min,3,4,5.71,2.5,Verb,0,1,0,0,0,0,0,#N/A
meet,5,Proto-Germanic,Proto-Germanic,2500,2500,meet,mit,3,4.74,5.41,3,Verb,0,1,0,0,0,0,0,#N/A
need,5,Proto-Germanic,Proto-Germanic,2500,2500,need,nid,3,3.56,6.07,1.69,Verb,0,1,0,0,0,0,0,#N/A
believe,5,Proto-Germanic,Proto-Germanic,2500,2500,believe,bIliv,5,5.78,5.56,1.55,Verb,0,1,0,0,0,0,0,#N/A
drop,5,Proto-Germanic,Proto-Germanic,2500,2500,drop,drQp,4,3.26,4.9,4.21,Verb,0,1,0,0,0,0,0,#N/A
flee,5,Proto-Germanic,Proto-Germanic,2500,2500,flee,fli,3,8.33,3.48,3.67,Verb,0,1,0,0,0,0,0,#N/A
grow,5,Proto-Germanic,Proto-Germanic,2500,2500,grow,gr5,3,4.79,4.93,3.03,Verb,0,1,0,0,0,0,0,#N/A
read,5,Proto-Germanic,Proto-Germanic,2500,2500,read,rEd,3,4.11,5.14,3.56,Verb,0,1,0,0,0,0,0,#N/A
Monday,5,Proto-Germanic,Proto-Germanic,2500,2500,Monday,mVndI,5,#N/A,4.61,2.25,Name,0,0,0,0,0,0,0,#N/A
Sunday,5,Proto-Germanic,Proto-Germanic,2500,2500,Sunday,sVndI,5,5.44,4.88,3.32,Name,0,0,0,0,0,0,0,#N/A
Wednesday,5,Proto-Germanic,Proto-Germanic,2500,2500,Wednesday,wEnzdI,6,#N/A,4.53,3.14,Name,0,0,0,0,0,0,0,#N/A
Tuesday,5,Proto-Germanic,Proto-Germanic,2500,2500,Tuesday,tjuzdI,6,#N/A,4.44,3.29,Name,0,0,0,0,0,0,0,#N/A
Friday,5,Proto-Germanic,Proto-Germanic,2500,2500,Friday,fr2dI,5,#N/A,4.8,3.28,Name,0,0,0,0,0,0,0,#N/A
needle,5,Proto-Indo-European,Proto-Indo-European,6000,6000,needle,nidP,4,5.32,3.93,4.93,Noun,1,0,0,0,0,0,0,#N/A
you,5,Proto-Indo-European,Proto-Indo-European,6000,6000,you,ju,2,4.35,7.32,4.11,Pronoun,0,0,0,0,1,0,0,#N/A
white,5,Proto-Indo-European,Proto-Indo-European,6000,6000,white,w2t,3,4.06,5.25,3.89,Adjective,0,0,1,0,0,0,0,2.22
healthy,5,Proto-Indo-European,Proto-Indo-European,6000,6000,healthy,hElTI,5,7.61,4.63,3.31,Adjective,0,0,1,0,0,0,0,#N/A
quick,5,Proto-Indo-European,Proto-Indo-European,6000,6000,quick,kwIk,4,5.89,5.13,2.89,Adjective,0,0,1,0,0,0,0,#N/A
yellow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,yellow,jEl5,4,3.2,4.84,4.3,Adjective,0,0,1,0,0,0,0,2.12
good,5,Proto-Indo-European,Proto-Indo-European,6000,6000,good,gUd,3,3.55,6.35,1.64,Adjective,0,0,1,0,0,0,0,3.04
thirsty,5,Proto-Indo-European,Proto-Indo-European,6000,6000,thirsty,T3stI,5,3.89,3.69,3.86,Adjective,0,0,1,0,0,0,0,#N/A
new,5,Proto-Indo-European,Proto-Indo-European,6000,6000,new,nju,3,4.72,5.98,2.81,Adjective,0,0,1,0,0,0,0,0.6
late,5,Proto-Indo-European,Proto-Indo-European,6000,6000,late,l1t,3,5.28,5.21,2.6,Adjective,0,0,1,0,0,0,0,#N/A
heavy,5,Proto-Indo-European,Proto-Indo-European,6000,6000,heavy,hEvI,4,4.05,4.9,3.37,Adjective,0,0,1,0,0,0,0,2.89
blind,5,Proto-Indo-European,Proto-Indo-European,6000,6000,blind,bl2nd,5,7,4.42,4.03,Adjective,0,0,1,0,0,0,0,#N/A
slow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,slow,sl5,3,4.15,4.81,3.28,Adjective,0,0,1,0,0,0,0,#N/A
sweet,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sweet,swit,4,4.53,4.98,4,Adjective,0,0,1,0,0,0,0,#N/A
wet,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wet,wEt,3,2.47,4.76,4.46,Adjective,0,0,1,0,0,0,0,4.45
red,5,Proto-Indo-European,Proto-Indo-European,6000,6000,red,rEd,3,3.68,5.41,4.24,Adjective,0,0,1,0,0,0,0,2.26
old,5,Proto-Indo-European,Proto-Indo-European,6000,6000,old,5ld,3,3.72,5.79,2.72,Adjective,0,0,1,0,0,0,0,2.53
raw,5,Proto-Indo-European,Proto-Indo-European,6000,6000,raw,r$,2,7.17,4.32,3.35,Adjective,0,0,1,0,0,0,0,#N/A
rough,5,Proto-Indo-European,Proto-Indo-European,6000,6000,rough,rVf,3,6.21,4.46,3.83,Adjective,0,0,1,0,0,0,0,#N/A
thin,5,Proto-Indo-European,Proto-Indo-European,6000,6000,thin,TIn,3,6.47,4.48,3.83,Adjective,0,0,1,0,0,0,0,2.99
naked,5,Proto-Indo-European,Proto-Indo-European,6000,6000,naked,n1kId,5,4.68,4.24,4.5,Adjective,0,0,1,0,0,0,0,#N/A
mad,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mad,m{d,3,3.55,4.73,2.76,Adjective,0,0,1,0,0,0,0,#N/A
hard,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hard,h#d,3,4.39,5.58,3.76,Adjective,0,0,1,0,0,0,0,#N/A
young,5,Proto-Indo-European,Proto-Indo-European,6000,6000,young,jVN,3,4.61,5.51,3.16,Adjective,0,0,1,0,0,0,0,#N/A
deaf,5,Proto-Indo-European,Proto-Indo-European,6000,6000,deaf,dEf,3,6.83,3.9,3.27,Adjective,0,0,1,0,0,0,0,#N/A
wise,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wise,w2z,3,6.79,4.53,1.97,Adjective,0,0,1,0,0,0,0,#N/A
deep,5,Proto-Indo-European,Proto-Indo-European,6000,6000,deep,dip,3,5.47,4.98,3.38,Adjective,0,0,1,0,0,0,0,#N/A
small,5,Proto-Indo-European,Proto-Indo-European,6000,6000,small,sm$l,4,3.22,5.43,3.22,Adjective,0,0,1,0,0,0,0,3.7
warm,5,Proto-Indo-European,Proto-Indo-European,6000,6000,warm,w$m,3,4.65,4.92,3.56,Adjective,0,0,1,0,0,0,0,2.35
full,5,Proto-Indo-European,Proto-Indo-European,6000,6000,full,fUl,3,4.24,5.4,3.59,Adjective,0,0,1,0,0,0,0,#N/A
how,5,Proto-Indo-European,Proto-Indo-European,6000,6000,how,h6,2,5.36,6.33,1.35,Adverb,0,0,0,1,0,0,0,0.41
where,5,Proto-Indo-European,Proto-Indo-European,6000,6000,where,w8R,3,4.09,6.13,1.66,Adverb,0,0,0,1,0,0,0,0.7
far,5,Proto-Indo-European,Proto-Indo-European,6000,6000,far,f#R,3,4.88,5.61,2.71,Adverb,0,0,0,1,0,0,0,3.14
why,5,Proto-Indo-European,Proto-Indo-European,6000,6000,why,w2,2,3.97,6.02,1.86,Adverb,0,0,0,1,0,0,0,#N/A
right,5,Proto-Indo-European,Proto-Indo-European,6000,6000,right,r2t,3,4.35,6.36,3.47,Adverb,0,0,0,1,0,0,0,2.61
now,5,Proto-Indo-European,Proto-Indo-European,6000,6000,now,n6,2,5.25,6.44,1.48,Adverb,0,0,0,1,0,0,0,#N/A
only,5,Proto-Indo-European,Proto-Indo-European,6000,6000,only,5nlI,4,4.95,6.02,2.41,Adverb,0,0,0,1,0,0,0,#N/A
enough,5,Proto-Indo-European,Proto-Indo-European,6000,6000,enough,InVf,4,6.96,5.65,1.33,Adverb,0,0,0,1,0,0,0,#N/A
long,5,Proto-Indo-European,Proto-Indo-European,6000,6000,long,lQN,3,4.24,5.8,3.18,Adverb,0,0,0,1,0,0,0,1.22
