word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word,phonology,phonlength,AoA,subtlexzipf,conc,cat,nounornot,verbornot,adjornot,advornot,pronounornot,functionornot,numberornot,pagel_rate
grind,5,Proto-Indo-European,Proto-Indo-European,6000,6000,grind,gr2nd,5,8.37,3.63,3.97,Verb,0,1,0,0,0,0,0,#N/A
comb,5,Proto-Indo-European,Proto-Indo-European,6000,6000,comb,k5m,3,5.5,3.59,5,Verb,0,1,0,0,0,0,0,#N/A
come,5,Proto-Indo-European,Proto-Indo-European,6000,6000,come,kVm,3,3.32,6.26,2.72,Verb,0,1,0,0,0,0,0,1.9
freeze,5,Proto-Indo-European,Proto-Indo-European,6000,6000,freeze,friz,4,4.89,4.3,3.96,Verb,0,1,0,0,0,0,0,2.69
know,5,Proto-Indo-European,Proto-Indo-European,6000,6000,know,n5,2,4.5,6.43,1.68,Verb,0,1,0,0,0,0,0,2.11
think,5,Proto-Indo-European,Proto-Indo-European,6000,6000,think,TINk,4,4.75,6.51,2.41,Verb,0,1,0,0,0,0,0,5.34
weigh,5,Proto-Indo-European,Proto-Indo-European,6000,6000,weigh,w1,2,6.62,4.02,3.79,Verb,0,1,0,0,0,0,0,#N/A
have,5,Proto-Indo-European,Proto-Indo-European,6000,6000,have,h{v,3,3.72,6.9,2.18,Verb,0,1,0,0,0,0,0,#N/A
dare,5,Proto-Indo-European,Proto-Indo-European,6000,6000,dare,d8R,3,6.63,4.4,2.28,Verb,0,1,0,0,0,0,0,#N/A
sow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sow,s5,2,9.67,3.62,4.04,Verb,0,1,0,0,0,0,0,#N/A
hang,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hang,h{N,3,6.68,4.99,3.7,Verb,0,1,0,0,0,0,0,#N/A
lick,5,Proto-Indo-European,Proto-Indo-European,6000,6000,lick,lIk,3,4.3,3.86,4.52,Verb,0,1,0,0,0,0,0,#N/A
weave,5,Proto-Indo-European,Proto-Indo-European,6000,6000,weave,wiv,3,9.89,3.6,4.2,Verb,0,1,0,0,0,0,0,#N/A
laugh,5,Proto-Indo-European,Proto-Indo-European,6000,6000,laugh,l#f,3,3.79,4.77,4.21,Verb,0,1,0,0,0,0,0,1.61
go,5,Proto-Indo-European,Proto-Indo-European,6000,6000,go,g5,2,3.37,6.43,3.15,Verb,0,1,0,0,0,0,0,#N/A
bore,5,Proto-Indo-European,Proto-Indo-European,6000,6000,bore,b$R,3,8.91,3.76,2.96,Verb,0,1,0,0,0,0,0,#N/A
elk,5,Proto-Indo-European,Proto-Indo-European,6000,6000,elk,Elk,3,7.05,3.16,4.93,Verb,0,1,0,0,0,0,0,#N/A
bite,5,Proto-Indo-European,Proto-Indo-European,6000,6000,bite,b2t,3,3.58,4.45,4.44,Verb,0,1,0,0,0,0,0,4.67
born,5,Proto-Indo-European,Proto-Indo-European,6000,6000,born,b$n,3,4.68,5.05,3.22,Verb,0,1,0,0,0,0,0,#N/A
thatch,5,Proto-Indo-European,Proto-Indo-European,6000,6000,thatch,T{J,3,10.72,3.21,3.83,Verb,0,1,0,0,0,0,0,#N/A
feel,5,Proto-Indo-European,Proto-Indo-European,6000,6000,feel,fil,3,5.11,5.73,2.28,Verb,0,1,0,0,0,0,0,#N/A
broken,5,Proto-Indo-European,Proto-Indo-European,6000,6000,broken,br5k@n,6,#N/A,4.86,4.11,Verb,0,1,0,0,0,0,0,#N/A
hide,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hide,h2d,3,4.47,4.66,3.21,Verb,0,1,0,0,0,0,0,#N/A
seek,5,Proto-Indo-European,Proto-Indo-European,6000,6000,seek,sik,3,6.94,4.39,2.68,Verb,0,1,0,0,0,0,0,#N/A
sneeze,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sneeze,sniz,4,4.17,3.47,4.03,Verb,0,1,0,0,0,0,0,#N/A
leave,5,Proto-Indo-European,Proto-Indo-European,6000,6000,leave,liv,3,5.58,5.49,2.53,Verb,0,1,0,0,0,0,0,#N/A
tear,5,Proto-Indo-European,Proto-Indo-European,6000,6000,tear,t8R,3,4.89,4.23,4.56,Verb,0,1,0,0,0,0,0,#N/A
break,5,Proto-Indo-European,Proto-Indo-European,6000,6000,break,br1k,4,5.3,5.23,3.71,Verb,0,1,0,0,0,0,0,#N/A
stall,5,Proto-Indo-European,Proto-Indo-European,6000,6000,stall,st$l,4,7.75,4.18,4.37,Verb,0,1,0,0,0,0,0,#N/A
love,5,Proto-Indo-European,Proto-Indo-European,6000,6000,love,lVv,3,5.17,5.88,2.07,Verb,0,1,0,0,0,0,0,#N/A
dawn,4,1599,1599,401,401,dawn,d$n,3,7,4.34,4.46,Noun,1,0,0,0,0,0,0,#N/A
drum,4,1541,1541,459,459,drum,drVm,4,4.63,4.33,4.96,Noun,1,0,0,0,0,0,0,#N/A
monkey,4,1530,1530,470,470,monkey,mVNkI,5,4.21,4.38,4.9,Noun,1,0,0,0,0,0,0,#N/A
stab,4,1530,1530,470,470,stab,st{b,4,6.4,3.87,4.07,Verb,0,1,0,0,0,0,0,7.84
booty,4,1474,1474,526,526,booty,butI,4,9.68,3.57,4.36,Noun,1,0,0,0,0,0,0,#N/A
paddle,4,1407,1407,593,593,paddle,p{dP,4,6.58,3.73,4.8,Noun,1,0,0,0,0,0,0,#N/A
blister,4,1300,1300,700,700,blister,blIst@R,7,6.74,2.97,4.71,Noun,1,0,0,0,0,0,0,#N/A
boy,4,1300,1300,700,700,boy,b4,2,3.67,5.28,4.76,Noun,1,0,0,0,0,0,0,#N/A
pick,4,1250,1250,750,750,pick,pIk,3,5.26,5.16,3.82,Verb,0,1,0,0,0,0,0,#N/A
baby,4,1230,1230,770,770,baby,b1bI,4,3.84,5.29,5,Noun,1,0,0,0,0,0,0,#N/A
trap,4,Proto-West Germanic,Proto-West Germanic,2000,2000,trap,tr{p,4,6.44,4.22,4.3,Noun,1,0,0,0,0,0,0,#N/A
rat,4,Proto-West Germanic,Proto-West Germanic,2000,2000,rat,r{t,3,5.11,4.23,4.85,Noun,1,0,0,0,0,0,0,#N/A
beer,4,Proto-West Germanic,Proto-West Germanic,2000,2000,beer,b7R,3,6.11,4.47,4.88,Noun,1,0,0,0,0,0,0,#N/A
wrong,4,Proto-Germanic,Proto-Germanic,2500,2500,wrong,rQN,3,4.22,5.58,1.83,Adjective,0,0,1,0,0,0,0,#N/A
cliff,4,Proto-Germanic,Proto-Germanic,2500,2500,cliff,klIf,4,7.28,4.37,4.71,Noun,1,0,0,0,0,0,0,#N/A
larch,4,Proto-Germanic,Proto-Germanic,2500,2500,larch,l#J,3,13.64,2.6,#N/A,Noun,1,0,0,0,0,0,0,#N/A
boat,4,Proto-Germanic,Proto-Germanic,2500,2500,boat,b5t,3,3.84,4.89,4.93,Noun,1,0,0,0,0,0,0,#N/A
spade,4,Proto-Germanic,Proto-Germanic,2500,2500,spade,sp1d,4,8.11,3.59,4.46,Noun,1,0,0,0,0,0,0,#N/A
choose,4,Proto-Indo-European,Proto-Indo-European,6000,6000,choose,Juz,3,4.74,4.92,2.62,Verb,0,1,0,0,0,0,0,#N/A
brake,3,1772,1772,228,228,brake,br1k,4,5.95,3.84,4.44,Noun,1,0,0,0,0,0,0,#N/A
outrigger,3,1748,1748,252,252,outrigger,6trIg@R,7,11.41,1.7,#N/A,Noun,1,0,0,0,0,0,0,#N/A
shriek,3,1577,1577,423,423,shriek,Srik,4,8.94,2.78,3.97,Noun,1,0,0,0,0,0,0,#N/A
mud,3,1400,1400,600,600,mud,mVd,3,4.05,4.37,4.86,Noun,1,0,0,0,0,0,0,#N/A
rabbit,3,1398,1398,602,602,rabbit,r{bIt,5,3.94,4.39,4.93,Noun,1,0,0,0,0,0,0,#N/A
crouch,3,1394,1394,606,606,crouch,kr6J,4,8.5,3.35,4.27,Noun,1,0,0,0,0,0,0,#N/A
rub,3,1377,1377,623,623,rub,rVb,3,6,4.08,4.33,Verb,0,1,0,0,0,0,0,3.57
gun,3,1339,1339,661,661,gun,gVn,3,5.58,4.6,4.83,Noun,1,0,0,0,0,0,0,#N/A
shrimp,3,1327,1327,673,673,shrimp,SrImp,5,7.11,3.63,4.8,Noun,1,0,0,0,0,0,0,#N/A
mumble,3,1325,1325,675,675,mumble,mVmbP,5,7.15,2.58,3.69,Verb,0,1,0,0,0,0,0,#N/A
blink,3,1303,1303,697,697,blink,blINk,5,5.63,3.74,4.39,Verb,0,1,0,0,0,0,0,#N/A
big,3,1300,1300,700,700,big,bIg,3,2.89,5.94,3.66,Adjective,0,0,1,0,0,0,0,3.41
crawl,3,1300,1300,700,700,crawl,kr$l,4,3.89,3.73,4.27,Verb,0,1,0,0,0,0,0,#N/A
skull,3,1290,1290,710,710,skull,skVl,4,6.33,4.04,4.83,Noun,1,0,0,0,0,0,0,#N/A
war,3,1154,1154,846,846,war,w$R,3,7.67,5.34,3.63,Noun,1,0,0,0,0,0,0,#N/A
potter,3,1100,1100,900,900,potter,pQt@R,5,8.45,4.15,4.12,Noun,1,0,0,0,0,0,0,#N/A
Thursday,3,1000,1000,1000,1000,Thursday,T3zdI,5,#N/A,4.51,3.03,Name,0,0,0,0,0,0,0,#N/A
cock,3,897,897,1103,1103,cock,kQk,3,11.32,3.98,4.79,Noun,1,0,0,0,0,0,0,#N/A
path,3,Proto-West Germanic,Proto-West Germanic,2000,2000,path,p#T,3,6.11,4.48,4.41,Noun,1,0,0,0,0,0,0,#N/A
again,3,Proto-Germanic,Proto-Germanic,2500,2500,again,@gEn,4,5.78,5.84,2,Adverb,0,0,0,1,0,0,0,#N/A
knife,3,Proto-Germanic,Proto-Germanic,2500,2500,knife,n2f,3,4.15,4.49,4.9,Noun,1,0,0,0,0,0,0,#N/A
whale,3,Proto-Germanic,Proto-Germanic,2500,2500,whale,w1l,3,5.47,4.14,4.96,Noun,1,0,0,0,0,0,0,#N/A
soap,3,Proto-Germanic,Proto-Germanic,2500,2500,soap,s5p,3,3.17,4.1,4.93,Noun,1,0,0,0,0,0,0,#N/A
cat,3,Proto-Germanic,Proto-Germanic,2500,2500,cat,k{t,3,3.68,4.83,4.86,Noun,1,0,0,0,0,0,0,#N/A
trousers,2,1681,1681,319,319,trousers,tr6z@z,6,7.89,4.24,4.93,Noun,1,0,0,0,0,0,0,#N/A
slip,2,1667,1667,333,333,slip,slIp,4,6.17,4.33,4.1,Verb,0,1,0,0,0,0,0,#N/A
swamp,2,1624,1624,376,376,swamp,swQmp,5,7.95,3.51,4.96,Noun,1,0,0,0,0,0,0,#N/A
astonished,2,1576,1576,424,424,astonished,@stQnISt,8,10.58,3.42,2.15,Adjective,0,0,1,0,0,0,0,#N/A
rug,2,1558,1558,442,442,rug,rVg,3,4.61,3.57,4.79,Noun,1,0,0,0,0,0,0,#N/A
lazy,2,1549,1549,451,451,lazy,l1zI,4,6.39,4.07,2.67,Adjective,0,0,1,0,0,0,0,#N/A
parrot,2,1525,1525,475,475,parrot,p{r@t,5,5.58,3.84,5,Noun,1,0,0,0,0,0,0,#N/A
peg,2,1440,1440,560,560,peg,pEg,3,6.83,3.67,4.93,Noun,1,0,0,0,0,0,0,#N/A
barter,2,1440,1440,560,560,barter,b#t@R,5,10.72,2.85,2.96,Verb,0,1,0,0,0,0,0,#N/A
gill,2,1388,1388,612,612,gill,gIl,3,7.39,3.88,4.33,Noun,1,0,0,0,0,0,0,#N/A
scrape,2,1382,1382,618,618,scrape,skr1p,5,6.21,3.61,4.15,Verb,0,1,0,0,0,0,0,#N/A
nephew,2,1325,1325,675,675,nephew,nEvju,5,6.37,3.81,4.48,Noun,1,0,0,0,0,0,0,#N/A
dig,2,1320,1320,680,680,dig,dIg,3,4.19,4.44,4.33,Verb,0,1,0,0,0,0,0,3.86
rag,2,1310,1310,690,690,rag,r{g,3,5.22,3.59,4.67,Noun,1,0,0,0,0,0,0,#N/A
sling,2,1300,1300,700,700,sling,slIN,4,8.67,3.34,4.52,Noun,1,0,0,0,0,0,0,#N/A
bat,2,1300,1300,700,700,bat,b{t,3,4.85,4.3,5,Noun,1,0,0,0,0,0,0,#N/A
shore,2,1300,1300,700,700,shore,S$R,3,6.93,4.12,4.79,Noun,1,0,0,0,0,0,0,#N/A
smile,2,1300,1300,700,700,smile,sm2l,4,3.51,4.71,4.5,Noun,1,0,0,0,0,0,0,#N/A
bait,2,1300,1300,700,700,bait,b1t,3,7.11,3.7,4.45,Noun,1,0,0,0,0,0,0,#N/A
sweep,2,1300,1300,700,700,sweep,swip,4,4.2,3.91,3.72,Verb,0,1,0,0,0,0,0,#N/A
piss,2,1300,1300,700,700,piss,pIs,3,7.56,3.96,4.73,Verb,0,1,0,0,0,0,0,#N/A
cut,2,1275,1275,725,725,cut,kVt,3,4.43,5.35,4.55,Verb,0,1,0,0,0,0,0,3.36
down,2,1100,1100,900,900,down,d6n,3,4.93,6.09,3.52,Adverb,0,0,0,1,0,0,0,#N/A
tan,2,1000,1000,1000,1000,tan,t{n,3,7.05,4.06,4.29,Noun,1,0,0,0,0,0,0,#N/A
sister,2,900,900,1100,1100,sister,sIst@R,6,3.68,4.91,4,Noun,1,0,0,0,0,0,0,#N/A
cart,2,800,800,1200,1200,cart,k#t,3,6.16,3.77,4.89,Noun,1,0,0,0,0,0,0,#N/A
pot,2,Proto-West Germanic,Proto-West Germanic,2000,2000,pot,pQt,3,5.95,4.76,4.81,Noun,1,0,0,0,0,0,0,#N/A
cheap,2,Proto-Germanic,Proto-Germanic,2500,2500,cheap,Jip,3,7.11,4.65,2.11,Adjective,0,0,1,0,0,0,0,#N/A
gold,2,Proto-Germanic,Proto-Germanic,2500,2500,gold,g5ld,4,7.1,5.1,4.81,Noun,1,0,0,0,0,0,0,#N/A
silver,2,Proto-Germanic,Proto-Germanic,2500,2500,silver,sIlv@R,6,6.21,5.01,4.52,Noun,1,0,0,0,0,0,0,#N/A
iron,2,Proto-Germanic,Proto-Germanic,2500,2500,iron,2@n,3,7.32,4.52,4.59,Noun,1,0,0,0,0,0,0,#N/A
postcard,1,1870,1870,130,130,postcard,p5stk#d,7,6.74,3.72,4.93,Noun,1,0,0,0,0,0,0,#N/A
cigarette,1,1842,1842,158,158,cigarette,sIg@rEt,7,6.39,4.11,4.88,Noun,1,0,0,0,0,0,0,#N/A
bus,1,1832,1832,168,168,bus,bVs,3,3.85,4.74,4.9,Noun,1,0,0,0,0,0,0,#N/A
grandparent,1,1830,1830,170,170,grandparent,gr{np8r@nt,10,5.5,2.61,4.03,Noun,1,0,0,0,0,0,0,#N/A
citrus,1,1825,1825,175,175,citrus,sItr@s,6,6.63,3.42,4.21,Noun,1,0,0,0,0,0,0,#N/A
boomerang,1,1789,1789,211,211,boomerang,bum@r{N,7,9.79,3.04,4.7,Noun,1,0,0,0,0,0,0,#N/A
termite,1,1781,1781,219,219,termite,t3m2t,5,7.94,2.94,4.7,Noun,1,0,0,0,0,0,0,#N/A
kangaroo,1,1773,1773,227,227,kangaroo,k{Ng@ru,7,5.55,3.62,4.86,Noun,1,0,0,0,0,0,0,#N/A
tattoo,1,1769,1769,231,231,tattoo,t@tu,4,7.79,3.78,4.71,Noun,1,0,0,0,0,0,0,#N/A
lasso,1,1768,1768,232,232,lasso,l{su,4,8.56,2.7,4.74,Noun,1,0,0,0,0,0,0,#N/A
adobe,1,1748,1748,252,252,adobe,@d5bI,5,12.22,2.28,4.19,Noun,1,0,0,0,0,0,0,#N/A
poncho,1,1717,1717,283,283,poncho,pQnJ5,5,8.84,2.41,4.97,Noun,1,0,0,0,0,0,0,#N/A
adjudicate,1,1700,1700,300,300,adjudicate,@_udIk1t,8,15.25,2.36,2.12,Verb,0,1,0,0,0,0,0,#N/A
vagina,1,1682,1682,318,318,vagina,v@_2n@,6,8.89,3.14,4.82,Noun,1,0,0,0,0,0,0,#N/A
caribou,1,1665,1665,335,335,caribou,k{rIbu,6,12.06,2.93,4.92,Noun,1,0,0,0,0,0,0,#N/A
chili,1,1662,1662,338,338,chili,JIlI,4,6.61,2.58,4.79,Noun,1,0,0,0,0,0,0,#N/A
flour,1,1660,1660,340,340,flour,fl6@R,5,6.89,4.39,4.97,Noun,1,0,0,0,0,0,0,#N/A
hut,1,1658,1658,342,342,hut,hVt,3,8.1,3.82,4.65,Noun,1,0,0,0,0,0,0,#N/A
turtle,1,1657,1657,343,343,turtle,t3tP,4,4.17,3.64,5,Noun,1,0,0,0,0,0,0,#N/A
soup,1,1653,1653,347,347,soup,sup,3,5.37,4.41,4.72,Noun,1,0,0,0,0,0,0,#N/A
pumpkin,1,1647,1647,353,353,pumpkin,pVmpkIn,7,4.78,3.79,4.9,Noun,1,0,0,0,0,0,0,#N/A
electricity,1,1646,1646,354,354,electricity,IlEktrIs@tI,11,6.6,4.44,3.9,Noun,1,0,0,0,0,0,0,#N/A
squash,1,1643,1643,357,357,squash,skwQS,5,6.94,3.92,4.7,Noun,1,0,0,0,0,0,0,#N/A
dress,1,1638,1638,362,362,dress,drEs,4,4.05,4.85,4.93,Noun,1,0,0,0,0,0,0,#N/A
expensive,1,1634,1634,366,366,expensive,IkspEnsIv,9,6.33,4.79,3.13,Adjective,0,0,1,0,0,0,0,#N/A
sculptor,1,1634,1634,366,366,sculptor,skVlpt@R,8,9.84,3.51,4.09,Noun,1,0,0,0,0,0,0,#N/A
address,1,1633,1633,367,367,address,@drEs,5,5.15,4.69,3.89,Noun,1,0,0,0,0,0,0,#N/A
copulate,1,1632,1632,368,368,copulate,kQpjUl1t,8,13,1.84,3.13,Verb,0,1,0,0,0,0,0,#N/A
coyote,1,1628,1628,372,372,coyote,k45tI,5,6.68,2.87,4.96,Noun,1,0,0,0,0,0,0,#N/A
boundary,1,1626,1626,374,374,boundary,b6nd@rI,7,8.35,3.9,3.04,Noun,1,0,0,0,0,0,0,#N/A
molar,1,1626,1626,374,374,molar,m5l@R,5,8.12,2.46,4.83,Noun,1,0,0,0,0,0,0,#N/A
goitre,1,1625,1625,375,375,goitre,g4t@R,5,#N/A,2.08,#N/A,Noun,1,0,0,0,0,0,0,#N/A
cockroach,1,1624,1624,376,376,cockroach,kQkr5J,6,6.25,3.07,4.96,Noun,1,0,0,0,0,0,0,#N/A
ray,1,1624,1624,376,376,ray,r1,2,6.73,4.56,3.57,Noun,1,0,0,0,0,0,0,#N/A
paddy,1,1623,1623,377,377,paddy,p{dI,4,11.69,4.04,#N/A,Noun,1,0,0,0,0,0,0,#N/A
liberate,1,1623,1623,377,377,liberate,lIb@r1t,7,11.75,3.05,2.29,Verb,0,1,0,0,0,0,0,#N/A
surprised,1,1620,1620,380,380,surprised,s@pr2zd,7,6.63,4.84,2.5,Adjective,0,0,1,0,0,0,0,#N/A
cultivate,1,1620,1655,380,345,cultivate,kVltIv1t,8,12.39,2.89,3.14,Verb,0,1,0,0,0,0,0,#N/A
moose,1,1614,1614,386,386,moose,mus,3,5.22,3.35,4.97,Noun,1,0,0,0,0,0,0,#N/A
coconut,1,1613,1613,387,387,coconut,k5k@nVt,7,6.5,4.08,4.79,Noun,1,0,0,0,0,0,0,#N/A
lagoon,1,1612,1612,388,388,lagoon,l@gun,5,9.42,3.26,4.5,Noun,1,0,0,0,0,0,0,#N/A
similar,1,1611,1611,389,389,similar,sImIl@R,7,7.33,4.81,2.46,Adjective,0,0,1,0,0,0,0,#N/A
injection,1,1611,1611,389,389,injection,In_EkSH,7,10.68,3.64,3.86,Noun,1,0,0,0,0,0,0,#N/A
granddaughter,1,1611,1611,389,389,granddaughter,gr{nd$t@R,9,4.68,3.72,4.37,Noun,1,0,0,0,0,0,0,#N/A
opossum,1,1610,1610,390,390,opossum,@pQs@m,6,8.76,2.14,4.93,Noun,1,0,0,0,0,0,0,#N/A
raccoon,1,1609,1609,391,391,raccoon,r@kun,5,6.79,2.57,4.67,Noun,1,0,0,0,0,0,0,#N/A
jaguar,1,1604,1604,396,396,jaguar,_{gj9R,6,7.78,3.55,4.9,Noun,1,0,0,0,0,0,0,#N/A
insect,1,1601,1601,399,399,insect,InsEkt,6,4.75,3.85,4.89,Noun,1,0,0,0,0,0,0,#N/A
centipede,1,1601,1601,399,399,centipede,sEntIpid,8,7.39,2.94,4.79,Verb,0,1,0,0,0,0,0,#N/A
attack,1,1600,1600,400,400,attack,@t{k,4,6.58,4.9,3.71,Noun,1,0,0,0,0,0,0,#N/A
zero,1,1600,1600,400,400,zero,z7r5,4,5.31,4.35,2.86,Number,0,0,0,0,0,0,1,#N/A
banyan,1,1599,1599,401,401,banyan,b{nj{n,6,10.75,2.11,#N/A,Noun,1,0,0,0,0,0,0,#N/A
farmer,1,1599,1599,401,401,farmer,f#m@R,5,4.74,4.35,4.54,Noun,1,0,0,0,0,0,0,#N/A
urinate,1,1599,1599,401,401,urinate,j9rIn1t,7,7.63,2.7,4.46,Verb,0,1,0,0,0,0,0,#N/A
precipice,1,1598,1598,402,402,precipice,prEsIpIs,8,11.94,2.65,#N/A,Noun,1,0,0,0,0,0,0,#N/A
bamboo,1,1598,1598,402,402,bamboo,b{mbu,5,9.28,3.65,4.86,Noun,1,0,0,0,0,0,0,#N/A
bomb,1,1598,1598,402,402,bomb,bQm,3,8,4.49,4.84,Noun,1,0,0,0,0,0,0,#N/A
netbag,1,1598,1598,402,402,netbag,nEtb{g,6,#N/A,#N/A,#N/A,Noun,1,0,0,0,0,0,0,#N/A
tea,1,1598,1598,402,402,tea,ti,2,5.47,5.02,4.69,Noun,1,0,0,0,0,0,0,#N/A
coffee,1,1598,1598,402,402,coffee,kQfI,4,4.94,4.65,4.81,Noun,1,0,0,0,0,0,0,#N/A
plastic,1,1598,1598,402,402,plastic,pl{stIk,7,5.11,4.43,4.79,Noun,1,0,0,0,0,0,0,#N/A
intestines,1,1597,1597,403,403,intestines,IntEstInz,9,9.28,3.09,4.74,Noun,1,0,0,0,0,0,0,#N/A
return,1,1596,1596,404,404,return,rIt3n,5,5.61,4.91,2.97,Verb,0,1,0,0,0,0,0,#N/A
descendant,1,1594,1594,406,406,descendant,dIsEnd@nt,9,9.61,2.98,3.53,Noun,1,0,0,0,0,0,0,#N/A
split,1,1590,1590,410,410,split,splIt,5,6.25,4.63,3.96,Verb,0,1,0,0,0,0,0,5.58
pipe,1,1588,1588,412,412,pipe,p2p,3,8.17,4.26,4.88,Noun,1,0,0,0,0,0,0,#N/A
buffalo,1,1588,1588,412,412,buffalo,bVf@l5,6,6.7,3.86,4.83,Noun,1,0,0,0,0,0,0,#N/A
tobacco,1,1588,1588,412,412,tobacco,t@b{k5,6,7.39,3.82,4.88,Noun,1,0,0,0,0,0,0,#N/A
yam,1,1588,1588,412,412,yam,j{m,3,8.34,2.99,4.93,Noun,1,0,0,0,0,0,0,#N/A
grandson,1,1586,1586,414,414,grandson,gr{nsVn,7,5.89,3.88,4.3,Noun,1,0,0,0,0,0,0,#N/A
difficult,1,1585,1585,415,415,difficult,dIfIk@lt,8,5.85,5.4,2.21,Adjective,0,0,1,0,0,0,0,#N/A
injure,1,1583,1583,417,417,injure,In_@R,5,7.53,3.12,3.48,Verb,0,1,0,0,0,0,0,#N/A
vegetables,1,1582,1582,418,418,vegetables,vE_t@bPz,8,4.17,4.4,4.89,Noun,1,0,0,0,0,0,0,#N/A
omen,1,1582,1582,418,418,omen,5mEn,4,12.05,3.18,2.69,Noun,1,0,0,0,0,0,0,#N/A
falsity,1,1579,1579,421,421,falsity,f$ls@tI,7,12.07,1.47,#N/A,Adjective,0,0,1,0,0,0,0,#N/A
defecate,1,1579,1579,421,421,defecate,dEf@k1t,7,13.2,2.28,4.21,Verb,0,1,0,0,0,0,0,#N/A
penis,1,1578,1578,422,422,penis,pinIs,5,8.53,3.66,5,Noun,1,0,0,0,0,0,0,#N/A
necklace,1,1577,1577,423,423,necklace,nEklIs,6,5,3.8,4.96,Noun,1,0,0,0,0,0,0,#N/A
collect,1,1573,1573,427,427,collect,k@lEkt,6,5.61,4.48,3.34,Verb,0,1,0,0,0,0,0,#N/A
mosquito,1,1572,1572,428,428,mosquito,m@skit5,7,6.1,3.29,4.88,Noun,1,0,0,0,0,0,0,#N/A
cone,1,1570,1570,430,430,cone,k5n,3,4.67,3.67,4.86,Noun,1,0,0,0,0,0,0,#N/A
alligator,1,1568,1568,432,432,alligator,{lIg1t@R,8,4.78,3.21,4.96,Noun,1,0,0,0,0,0,0,#N/A
tapir,1,1568,1568,432,432,tapir,t1p@R,5,11.23,3.07,#N/A,Noun,1,0,0,0,0,0,0,#N/A
bank,1,1567,1567,433,433,bank,b{Nk,4,6.44,5.28,4.78,Noun,1,0,0,0,0,0,0,#N/A
government,1,1566,1566,434,434,government,gVvHm@nt,8,8.5,5.76,2.88,Noun,1,0,0,0,0,0,0,#N/A
silent,1,1565,1565,435,435,silent,s2l@nt,6,4.42,4.25,3.67,Adjective,0,0,1,0,0,0,0,#N/A
prostitute,1,1563,1563,437,437,prostitute,prQstItjut,10,11.78,3.5,4.28,Noun,1,0,0,0,0,0,0,#N/A
banana,1,1563,1563,437,437,banana,b@n#n@,6,3.78,4.21,5,Noun,1,0,0,0,0,0,0,#N/A
toucan,1,1558,1558,442,442,toucan,tuk@n,5,8.69,2.7,4.66,Noun,1,0,0,0,0,0,0,#N/A
canoe,1,1555,1555,445,445,canoe,k@nu,4,6.63,3.5,4.86,Noun,1,0,0,0,0,0,0,#N/A
hammock,1,1555,1555,445,445,hammock,h{m@k,5,7.11,3.13,4.89,Noun,1,0,0,0,0,0,0,#N/A
potato,1,1555,1555,445,445,potato,p@t1t5,6,4.84,4.44,4.85,Noun,1,0,0,0,0,0,0,#N/A
savanna,1,1555,1555,445,445,savanna,s@v{n@,6,12,2.58,4.32,Noun,1,0,0,0,0,0,0,#N/A
cassava,1,1555,1555,445,445,cassava,k@s#v@,6,17.44,2.04,#N/A,Noun,1,0,0,0,0,0,0,#N/A
manioc,1,1554,1554,446,446,manioc,m{nIQk,6,#N/A,2.09,#N/A,Noun,1,0,0,0,0,0,0,#N/A
footprint,1,1552,1552,448,448,footprint,fUtprInt,8,5.78,3.62,4.37,Noun,1,0,0,0,0,0,0,#N/A
extinguish,1,1551,1551,449,449,extinguish,IkstINgwIS,10,8.95,2.76,3.47,Verb,0,1,0,0,0,0,0,#N/A
vulva,1,1548,1577,452,423,vulva,vVlv@,5,13.11,1.9,4.5,Noun,1,0,0,0,0,0,0,#N/A
invite,1,1548,1548,452,452,invite,Inv2t,5,6.79,4.16,3,Verb,0,1,0,0,0,0,0,#N/A
pregnant,1,1545,1545,455,455,pregnant,prEgn@nt,8,6.76,4.43,4.59,Adjective,0,0,1,0,0,0,0,#N/A
plate,1,1545,1545,455,455,plate,pl1t,4,3.84,4.73,4.77,Noun,1,0,0,0,0,0,0,#N/A
machine,1,1545,1545,455,455,machine,m@Sin,5,6.53,4.83,4.25,Noun,1,0,0,0,0,0,0,#N/A
maize,1,1543,1543,457,457,maize,m1z,3,9.59,3.11,4.58,Noun,1,0,0,0,0,0,0,#N/A
tendon,1,1543,1543,457,457,tendon,tEnd@n,6,9.58,2.98,4.47,Noun,1,0,0,0,0,0,0,#N/A
alcohol,1,1543,1543,457,457,alcohol,{lk@hQl,7,9,4.52,4.76,Noun,1,0,0,0,0,0,0,#N/A
gull,1,1542,1542,458,458,gull,gVl,3,8.65,3.11,4.08,Noun,1,0,0,0,0,0,0,#N/A
stupid,1,1541,1541,459,459,stupid,stjupId,7,4.4,4.78,1.75,Adjective,0,0,1,0,0,0,0,#N/A
pus,1,1541,1541,459,459,pus,pVs,3,7.78,3.13,4.52,Noun,1,0,0,0,0,0,0,#N/A
toilet,1,1540,1540,460,460,toilet,t4lIt,5,3.54,4.54,4.97,Noun,1,0,0,0,0,0,0,#N/A
