"LDTrt","freqfilms","Nlett","OLD20","AoA","IMA"
779.125,0.01,6,NA,NA,NA
792.6666667,0.95,5,NA,NA,NA
687.9411765,0.53,4,NA,NA,NA
662.125,0.76,4,NA,NA,NA
684.8333333,0.59,5,NA,NA,NA
680.5,0.31,6,NA,NA,NA
748.5454545,0.16,6,NA,NA,NA
662.1363636,1.67,5,NA,NA,NA
692.3846154,0.35,5,NA,NA,NA
753.2352941,0,8,NA,NA,NA
723.875,0.22,6,NA,NA,NA
730.8181818,0.89,6,NA,NA,NA
625.875,1.18,7,NA,NA,NA
667.1304348,3.82,8,NA,NA,NA
667.16,3.87,6,NA,NA,NA
750.2380952,3.71,8,NA,NA,NA
800.8235294,0.53,7,NA,NA,NA
674.08,5.88,8,NA,NA,NA
660.4347826,0.29,9,NA,NA,NA
897.2857143,0.16,10,NA,NA,NA
757.6666667,0.16,11,NA,NA,NA
643.1304348,1.25,7,NA,NA,NA
640.48,22.08,7,NA,NA,NA
767.8095238,0.06,9,NA,NA,NA
724.7619048,0.07,10,NA,NA,NA
766.28,7.12,7,NA,NA,NA
754.0416667,0.26,13,NA,NA,NA
751.2916667,1,11,NA,NA,NA
687.125,1.09,11,NA,NA,NA
683.0909091,0.28,12,NA,NA,NA
686.92,2.46,11,NA,NA,NA
700.84,1.13,10,NA,NA,NA
775.047619,0.81,11,NA,NA,NA
642.3333333,8.78,7,NA,NA,NA
679.3846154,44.59,10,NA,NA,NA
629.7826087,0.27,11,NA,NA,NA
660.7536232,4772.12,4,NA,NA,NA
651.0294118,276.76,7,NA,NA,NA
623.7083333,3.23,9,NA,NA,NA
677.16,1,10,NA,NA,NA
634.84,45.93,8,NA,NA,NA
814.4,30.59,6,NA,NA,NA
662.7826087,187.43,8,NA,NA,NA
789.5714286,0.27,12,NA,NA,NA
660.16,120.45,9,NA,NA,NA
644.12,8.79,8,NA,NA,NA
716.2272727,2.09,6,NA,NA,NA
640.0454545,1.21,7,NA,NA,NA
596.5,1.85,6,NA,NA,NA
670.5652174,0.06,8,NA,NA,NA
634.7272727,0.38,6,NA,NA,NA
628.0434783,0.18,6,NA,NA,NA
605.4782609,3.71,5,NA,NA,NA
578.173913,0.45,6,NA,NA,NA
613.5833333,6.61,4,NA,NA,NA
682.826087,4.33,5,NA,NA,NA
657.6,0.26,6,NA,NA,NA
593.2272727,9.52,5,NA,NA,NA
584.6521739,2.43,5,NA,NA,NA
695.5,21.54,2,NA,NA,NA
582.32,11.81,5,NA,NA,NA
676.1818182,18.47,6,NA,NA,NA
618.2173913,1.1,6,NA,NA,NA
626,0.89,7,NA,NA,NA
605.9166667,12.35,9,NA,NA,NA
737,4.09,10,NA,NA,NA
683.8,2.1,6,NA,NA,NA
625,21.29,3,NA,NA,NA
625.56,0.54,4,NA,NA,NA
621.04,0.74,5,NA,NA,NA
692.6086957,7.6,4,NA,NA,NA
842.047619,0.01,6,NA,NA,NA
679.8095238,5.98,5,NA,NA,NA
819.5833333,0.22,5,NA,NA,NA
755.4761905,0.7,8,NA,NA,NA
586.56,562.85,4,NA,NA,NA
651.0434783,28.98,5,NA,NA,NA
603.32,59.3,3,NA,NA,NA
1015.3,0.31,7,NA,NA,NA
669.2173913,63.98,5,NA,NA,NA
716.2380952,1.45,9,NA,NA,NA
655.5384615,1.37,6,NA,NA,NA
951.8421053,0.96,7,NA,NA,NA
591.6666667,7.26,4,NA,NA,NA
645.72,2.41,9,NA,NA,NA
690,0.93,10,NA,NA,NA
826.84,0.07,12,NA,NA,NA
789.64,0.02,9,NA,NA,NA
618.5833333,162.08,6,NA,NA,NA
638.2083333,11.4,7,NA,NA,NA
785.7647059,1.05,7,NA,NA,NA
822.4736842,1.56,8,NA,NA,NA
687.36,7.58,5,NA,NA,NA
685.7,0.22,6,NA,NA,NA
658.3913043,12.22,3,NA,NA,NA
700.7647059,1.27,5,NA,NA,NA
684.4,0.88,6,NA,NA,NA
728.7916667,0.9,7,NA,NA,NA
887.2,0.07,9,NA,NA,NA
701.24,1.61,5,NA,NA,NA
844.9230769,0.14,9,NA,NA,NA
629.6521739,3.38,4,NA,NA,NA
615.2916667,13.76,5,NA,NA,NA
705.4166667,0.86,6,NA,NA,NA
744.6086957,1.47,7,NA,NA,NA
610.44,10.93,5,NA,NA,NA
862.25,0.46,11,NA,NA,NA
685.25,0.36,9,NA,NA,NA
705.72,4.24,10,NA,NA,NA
702.3913043,1.7,9,NA,NA,NA
753.1666667,2.04,9,NA,NA,NA
656.44,4.88,8,NA,NA,NA
669.3043478,3.54,5,NA,NA,NA
654.5833333,1.73,5,NA,NA,NA
775.16,0.57,6,NA,NA,NA
684.5789474,0,7,NA,NA,NA
855.9047619,0.01,9,NA,NA,NA
811.5555556,0.46,7,NA,NA,NA
739.5416667,0,9,NA,NA,NA
683.2857143,0.28,8,NA,NA,NA
903.5238095,0.01,10,NA,NA,NA
663.9444444,0.07,10,NA,NA,NA
616.7826087,17.65,8,NA,NA,NA
614.2173913,4.01,9,NA,NA,NA
654.04,12.07,9,NA,NA,NA
679,2.11,10,NA,NA,NA
646.25,1.51,9,NA,NA,NA
642.1666667,0.41,13,NA,NA,NA
666.8333333,0.2,10,NA,NA,NA
574.8333333,26.88,5,NA,NA,NA
634.4583333,19.06,6,NA,NA,NA
784.1176471,0.01,12,NA,NA,NA
681.5,6.66,10,NA,NA,NA
741.52,4.69,11,NA,NA,NA
640.9583333,5.18,11,NA,NA,NA
693.32,1.13,15,NA,NA,NA
678.5416667,0.39,12,NA,NA,NA
623.75,14.74,6,NA,NA,NA
630.6086957,43.15,6,NA,NA,NA
707.2,0.47,7,NA,NA,NA
680,0.17,11,NA,NA,NA
704.0416667,1.4,9,NA,NA,NA
755.1666667,0.84,10,NA,NA,NA
691.28,0.62,9,NA,NA,NA
597.08,15.51,7,NA,NA,NA
735.8333333,1.93,8,NA,NA,NA
620.32,6.3,7,NA,NA,NA
811.5217391,0.77,9,NA,NA,NA
696.2916667,0.78,10,NA,NA,NA
726.4545455,0.05,10,NA,NA,NA
801.5,1.28,7,NA,NA,NA
654.92,11.14,7,NA,NA,NA
647,2.81,7,NA,NA,NA
730.875,0,7,NA,NA,NA
865.1666667,0,9,NA,NA,NA
650.75,1.04,7,NA,NA,NA
833.4736842,0.02,11,NA,NA,NA
717.56,0.03,8,NA,NA,NA
908.1666667,0.03,8,NA,NA,NA
885.5263158,0,12,NA,NA,NA
942,0.03,8,NA,NA,NA
957.3333333,0.23,8,NA,NA,NA
898.8333333,0.11,5,NA,NA,NA
696.44,3.25,7,NA,NA,NA
766.4166667,1.23,8,NA,NA,NA
860.826087,0.92,9,NA,NA,NA
911.2272727,0.71,10,NA,NA,NA
694.5833333,5,6,NA,NA,NA
929.1,0.57,8,NA,NA,NA
847.8666667,0.11,15,NA,NA,NA
754,0.34,9,NA,NA,NA
666.826087,3.46,7,NA,NA,NA
891.6086957,0.01,11,NA,NA,NA
768.9090909,1.32,8,NA,NA,NA
685.9130435,14.33,9,NA,NA,NA
703.2272727,1.28,7,NA,NA,NA
823.5,0.4,8,NA,NA,NA
797.3478261,0.15,8,NA,NA,NA
802.8695652,0.05,9,NA,NA,NA
834.1904762,2.15,6,NA,NA,NA
697.04,8.48,6,NA,NA,NA
693.44,2.58,7,NA,NA,NA
661.88,4.32,8,NA,NA,NA
637.8461538,0.18,7,NA,NA,NA
956.6666667,0.01,8,NA,NA,NA
645.8,0.26,11,NA,NA,NA
754.12,1.39,9,NA,NA,NA
686.24,1.23,9,NA,NA,NA
725,1.21,9,NA,NA,NA
638.1363636,2.97,11,NA,NA,NA
728.12,1.32,12,NA,NA,NA
628.5416667,6.91,11,NA,NA,NA
678.2608696,1.16,12,NA,NA,NA
708.24,1.23,12,NA,NA,NA
627.32,11.48,7,NA,NA,NA
615.5652174,6.3,7,NA,NA,NA
656.9090909,0.98,8,NA,NA,NA
700.72,1.41,9,NA,NA,NA
640.84,11.22,8,NA,NA,NA
684.4090909,0,11,NA,NA,NA
670.4545455,0.89,8,NA,NA,NA
598.5,3.63,8,NA,NA,NA
641.36,1.27,9,NA,NA,NA
697.7083333,7.76,9,NA,NA,NA
756.5217391,0.87,12,NA,NA,NA
908.6521739,0.06,15,NA,NA,NA
719.4347826,1.02,10,NA,NA,NA
644.6666667,6.58,8,NA,NA,NA
736.25,4.07,9,NA,NA,NA
895.5238095,0,8,NA,NA,NA
816.96,0.03,9,NA,NA,NA
842.2,1.26,11,NA,NA,NA
834.5238095,0.94,7,NA,NA,NA
654.5416667,0.98,7,NA,NA,NA
716.125,0.47,8,NA,NA,NA
826,0.48,11,NA,NA,NA
729.0869565,0.53,8,NA,NA,NA
802.4090909,0.01,9,NA,NA,NA
902.7826087,0,10,NA,NA,NA
885.1304348,0.01,11,NA,NA,NA
748.2173913,3.2,11,NA,NA,NA
763.3043478,0.07,8,NA,NA,NA
822.1578947,0,9,NA,NA,NA
929.0769231,0,11,NA,NA,NA
961.8636364,0.82,10,NA,NA,NA
772.1363636,0.51,8,NA,NA,NA
793.7916667,0.35,8,NA,NA,NA
767.9583333,0.19,8,NA,NA,NA
662.9583333,2.4,7,NA,NA,NA
591.9583333,36.7,7,NA,NA,NA
749.375,0.87,8,NA,NA,NA
647.44,20.36,6,NA,NA,NA
681.0434783,0.67,7,NA,NA,NA
736.7916667,0.91,7,NA,NA,NA
729.4583333,1.24,9,NA,NA,NA
861.28,1.62,10,NA,NA,NA
786.0454545,0.66,11,NA,NA,NA
750.5,1.39,10,NA,NA,NA
756.7222222,1.44,8,NA,NA,NA
775.64,1.23,10,NA,NA,NA
734.2608696,5.46,7,NA,NA,NA
698.0909091,6.75,7,NA,NA,NA
918.3333333,0.16,6,NA,NA,NA
737.125,0.74,6,NA,NA,NA
938.6923077,0.08,7,NA,NA,NA
767.5909091,0.85,5,NA,NA,NA
596.5,0.32,6,NA,NA,NA
775.6666667,0,7,NA,NA,NA
706.7727273,5.13,4,NA,NA,NA
911,1.14,6,NA,NA,NA
634.5416667,55.39,8,NA,NA,NA
685.4166667,6.5,9,NA,NA,NA
753.2173913,0.38,8,NA,NA,NA
705.7391304,2.02,10,NA,NA,NA
804.2173913,2.2,11,NA,NA,NA
789.25,0.37,12,NA,NA,NA
720.8636364,1.41,11,NA,NA,NA
720.3333333,0.1,6,NA,NA,NA
764.8823529,0.31,9,NA,NA,NA
742,0.99,7,NA,NA,NA
776.0416667,1.33,8,NA,NA,NA
626.25,0.1,6,NA,NA,NA
611.2,0.93,10,NA,NA,NA
743.2916667,3.37,8,NA,NA,NA
696.12,4.36,8,NA,NA,NA
654.04,1.3,8,NA,NA,NA
751.0869565,0.01,10,NA,NA,NA
657.68,1.74,9,NA,NA,NA
755.7391304,4.91,10,NA,NA,NA
719.3181818,1.8,11,NA,NA,NA
644,139.84,6,NA,NA,NA
559.6,54.48,6,NA,NA,NA
604.12,20.54,7,NA,NA,NA
661.6,2.28,8,NA,NA,NA
683.6956522,6.45,8,NA,NA,NA
590.25,97.22,7,NA,NA,NA
705.28,10.27,8,NA,NA,NA
712.5652174,10.51,9,NA,NA,NA
835.9545455,1.03,10,NA,NA,NA
799.88,0.67,10,NA,NA,NA
812.375,1.09,9,NA,NA,NA
661.3913043,0.16,10,NA,NA,NA
686.1923077,0.79,10,NA,NA,NA
695.4090909,12.6,7,NA,NA,NA
649.68,7.32,7,NA,NA,NA
662.9130435,15.36,7,NA,NA,NA
863.0416667,0.06,9,NA,NA,NA
702.4347826,2.23,8,NA,NA,NA
843.3333333,1.56,10,NA,NA,NA
552.0833333,22.86,5,NA,NA,NA
1038.875,0.3,15,NA,NA,NA
681.0454545,2.03,6,NA,NA,NA
760.0833333,0.4,4,NA,NA,NA
748.4210526,1.07,6,NA,NA,NA
639.6,11.78,7,NA,NA,NA
883.0526316,0.17,6,NA,NA,NA
917.5333333,0.01,9,NA,NA,NA
826.047619,2.02,8,NA,NA,NA
607.875,47.19,5,NA,NA,NA
662.28,2.38,6,NA,NA,NA
694.5416667,2.14,7,NA,NA,NA
743.9565217,0.23,8,NA,NA,NA
649.7826087,6.22,6,NA,NA,NA
672.0869565,0.08,7,NA,NA,NA
758.0416667,0.16,8,NA,NA,NA
851.5416667,0.4,9,NA,NA,NA
701.24,1.28,6,NA,NA,NA
702.5833333,0.23,7,NA,NA,NA
780.0666667,0.14,6,NA,NA,NA
780.4,0.06,8,NA,NA,NA
600.0833333,97.13,4,NA,NA,NA
965.3571429,0.03,9,NA,NA,NA
846.1666667,0.44,9,NA,NA,NA
717.3043478,0.39,7,NA,NA,NA
791.3333333,0,9,NA,NA,NA
757.3043478,3.13,8,NA,NA,NA
851.6,0.48,9,NA,NA,NA
594.4,13.53,4,NA,NA,NA
595.4782609,25.88,5,NA,NA,NA
659.92,36.44,6,NA,NA,NA
706.0454545,0.41,7,NA,NA,NA
719.4782609,6.76,7,NA,NA,NA
668.5217391,6.7,7,NA,NA,NA
711.4285714,5.59,7,NA,NA,NA
668.125,6.6,8,NA,NA,NA
732.48,2.32,8,NA,NA,NA
687.6521739,1.59,8,NA,NA,NA
687.4782609,3.28,9,NA,NA,NA
635.3478261,34.01,6,NA,NA,NA
617.5,5.08,7,NA,NA,NA
639.25,0.93,8,NA,NA,NA
622.9130435,1.41,7,NA,NA,NA
662.4782609,6.13,6,NA,NA,NA
623.8,0.25,7,NA,NA,NA
790.7083333,0.05,9,NA,NA,NA
926.4210526,0.03,11,NA,NA,NA
762.1052632,0.21,9,NA,NA,NA
668.0869565,10.46,8,NA,NA,NA
723,8.53,10,NA,NA,NA
755.0454545,10.41,14,NA,NA,NA
665.7826087,1.59,11,NA,NA,NA
658.4782609,3.21,9,NA,NA,NA
630.2916667,42.39,8,NA,NA,NA
627.68,19.87,9,NA,NA,NA
772.9583333,1.13,14,NA,NA,NA
720.8,0.71,9,NA,NA,NA
755.88,0.81,7,NA,NA,NA
616.44,2.96,7,NA,NA,NA
771.64,3.97,8,NA,NA,NA
738.7826087,0.57,9,NA,NA,NA
672.5652174,3.27,7,NA,NA,NA
605.7916667,82.04,5,NA,NA,NA
641.16,4.29,7,NA,NA,NA
687.625,9.1,6,NA,NA,NA
650.0434783,5.5,6,NA,NA,NA
661.9130435,52.06,6,NA,NA,NA
710.48,1.15,7,NA,NA,NA
773.173913,1.92,8,NA,NA,NA
870.4583333,1.23,9,NA,NA,NA
671.9583333,0.7,9,NA,NA,NA
699.12,0.02,9,NA,NA,NA
726.9444444,0.06,6,NA,NA,NA
656.125,1.55,6,NA,NA,NA
727.7391304,2.81,7,NA,NA,NA
830.5714286,1.4,5,NA,NA,NA
858.2,0.95,6,NA,NA,NA
666.9130435,2.52,4,NA,NA,NA
706.8333333,0.3,5,NA,NA,NA
801.75,0.31,7,NA,NA,NA
689.7391304,5.47,3,NA,NA,NA
661.1363636,3.75,4,NA,NA,NA
638.2727273,4.35,6,NA,NA,NA
676.36,15.66,7,NA,NA,NA
654.44,43.78,6,NA,NA,NA
604.9230769,33.96,7,NA,NA,NA
803.375,0.12,6,NA,NA,NA
878.0666667,0.59,8,NA,NA,NA
1031.428571,0,10,NA,NA,NA
675.6666667,2.66,5,NA,NA,NA
655.2,2.88,6,NA,NA,NA
675.6,0.77,7,NA,NA,NA
713.5652174,1.32,8,NA,NA,NA
757.7619048,0.07,8,NA,NA,NA
635.25,1.68,9,NA,NA,NA
705.9565217,1.94,10,NA,NA,NA
894.9444444,0.57,9,NA,NA,NA
677.0416667,0.48,7,NA,NA,NA
706.6,0.11,8,NA,NA,NA
693.375,0.31,9,NA,NA,NA
601.25,36.25,5,NA,NA,NA
652.7083333,0.01,5,NA,NA,NA
722,0.86,8,NA,NA,NA
738.9565217,0.11,9,NA,NA,NA
608.0869565,9.84,6,NA,NA,NA
688.56,6.42,8,NA,NA,NA
685.1666667,0.45,9,NA,NA,NA
894,0,6,NA,NA,NA
780.3636364,0.24,7,NA,NA,NA
784.5454545,0.35,7,NA,NA,NA
813,0.01,8,NA,NA,NA
737.0869565,1.76,4,NA,NA,NA
693.0555556,0.04,5,NA,NA,NA
789,0.78,8,NA,NA,NA
820.7142857,0.37,7,NA,NA,NA
981.3333333,0.02,16,NA,NA,NA
879,0.01,18,NA,NA,NA
988.125,0.01,12,NA,NA,NA
866.2272727,0.08,12,NA,NA,NA
972.1818182,0.01,10,NA,NA,NA
934.2380952,0.02,8,NA,NA,NA
902.375,0.48,8,NA,NA,NA
901.1764706,0.18,9,NA,NA,NA
675.1304348,8589.96,2,NA,NA,NA
644.9583333,124.11,5,NA,NA,NA
660.2272727,2.6,6,NA,NA,NA
793.6363636,0.28,7,NA,NA,NA
733.6086957,0.17,9,NA,NA,NA
705.9130435,0.07,8,NA,NA,NA
661.9130435,4.39,4,NA,NA,NA
644.4782609,0.01,5,NA,NA,NA
590.826087,7.52,5,NA,NA,NA
834.2352941,0.1,9,NA,NA,NA
881.4166667,0,10,NA,NA,NA
718,0.11,8,NA,NA,NA
705.8095238,0.25,8,NA,NA,NA
880.5,0.01,9,NA,NA,NA
777.2916667,0.05,10,NA,NA,NA
788.7916667,0.21,11,NA,NA,NA
797.1904762,0.27,6,NA,NA,NA
698.1666667,0.38,7,NA,NA,NA
742.2608696,0.23,8,NA,NA,NA
757.96,0.23,7,NA,NA,NA
676.9565217,0.34,7,NA,NA,NA
597.75,2.35,5,NA,NA,NA
642.4090909,18.02,6,NA,NA,NA
1003.444444,0.14,8,NA,NA,NA
864.1333333,0.03,10,NA,NA,NA
973.9375,0.02,11,NA,NA,NA
635.6521739,1444.5,3,NA,NA,NA
622.2608696,13.7,4,NA,NA,NA
728.9166667,0.58,7,NA,NA,NA
824.75,0,8,NA,NA,NA
824.6,0.21,7,NA,NA,NA
687.4347826,0.31,6,NA,NA,NA
772.3913043,0.19,7,NA,NA,NA
615.9166667,19.19,5,NA,NA,NA
706.1363636,0.03,9,NA,NA,NA
625,0.56,7,NA,NA,NA
643.1304348,0.47,7,NA,NA,NA
649.125,0.68,6,NA,NA,NA
643.7727273,5.07,9,NA,NA,NA
612.6,50.01,9,NA,NA,NA
748.7083333,2.21,12,NA,NA,NA
775.68,1.19,14,NA,NA,NA
777.04,1.42,13,NA,NA,NA
635.3478261,11.94,10,NA,NA,NA
685.28,1.49,10,NA,NA,NA
773.875,1.19,10,NA,NA,NA
705.9,4.75,5,NA,NA,NA
647.76,5.24,5,NA,NA,NA
709,1.06,7,NA,NA,NA
572.04,14.94,6,NA,NA,NA
870.75,0.54,8,NA,NA,NA
859.8695652,0.04,9,NA,NA,NA
841.4545455,0,6,NA,NA,NA
848.3571429,0,7,NA,NA,NA
775.6111111,0.08,9,NA,NA,NA
834.8333333,0,10,NA,NA,NA
905.5625,0.01,11,NA,NA,NA
717.2083333,28.43,7,NA,NA,NA
621.48,5.48,8,NA,NA,NA
744,3.95,5,NA,NA,NA
839.1904762,1.45,8,NA,NA,NA
705.9166667,9.5,11,NA,NA,NA
763.5217391,2.33,12,NA,NA,NA
681.9166667,0.12,6,NA,NA,NA
707.3333333,0.07,10,NA,NA,NA
698.625,0.53,8,NA,NA,NA
624.2916667,0.73,8,NA,NA,NA
694.6956522,1.28,9,NA,NA,NA
706.9583333,4.27,6,NA,NA,NA
648.375,5.12,6,NA,NA,NA
646.75,1.56,7,NA,NA,NA
657.56,0.82,8,NA,NA,NA
617.84,0.85,8,NA,NA,NA
593.4166667,6.48,7,NA,NA,NA
626.125,1.44,7,NA,NA,NA
770.0434783,5.26,10,NA,NA,NA
845.7826087,0.1,12,NA,NA,NA
790.2083333,0.17,10,NA,NA,NA
682.6363636,0.38,10,NA,NA,NA
817.1666667,0.61,11,NA,NA,NA
912.8235294,0.38,8,NA,NA,NA
771.3478261,0.2,9,NA,NA,NA
739.52,0.03,10,NA,NA,NA
693.6956522,2.17,10,NA,NA,NA
819.6190476,0.4,7,NA,NA,NA
688.3478261,0.8,7,NA,NA,NA
891.7777778,0.06,9,NA,NA,NA
654.92,2.07,8,NA,NA,NA
1050.6,0.33,8,NA,NA,NA
697.6666667,0.01,4,NA,NA,NA
719.2272727,0.9,4,NA,NA,NA
692.12,1.66,9,NA,NA,NA
649.0833333,4.45,9,NA,NA,NA
746.96,0.81,10,NA,NA,NA
672.56,7.37,6,NA,NA,NA
616.7083333,5.03,7,NA,NA,NA
610.48,2.18,7,NA,NA,NA
912.0666667,0.54,8,NA,NA,NA
916.9444444,0.01,7,NA,NA,NA
882.8235294,0.32,8,NA,NA,NA
889.5789474,0.02,9,NA,NA,NA
795.8888889,0.35,4,NA,NA,NA
627.16,130.51,2,NA,NA,NA
788.2380952,2.32,6,NA,NA,NA
608.6521739,14.5,5,NA,NA,NA
661.24,2.64,6,NA,NA,NA
867.7391304,0.11,8,NA,NA,NA
673.6521739,0.33,7,NA,NA,NA
828.0714286,0.2,7,NA,NA,NA
594.1363636,2.1,4,NA,NA,NA
616.0833333,16.18,6,NA,NA,NA
718.68,0.2,6,NA,NA,NA
968.875,1.44,9,NA,NA,NA
626.1666667,0.14,7,NA,NA,NA
736.1818182,1.04,7,NA,NA,NA
742.9583333,0.64,8,NA,NA,NA
709.3333333,4.73,7,NA,NA,NA
722.1666667,1.42,7,NA,NA,NA
756.95,0.23,8,NA,NA,NA
852.9565217,0.59,8,NA,NA,NA
915.9333333,0.05,8,NA,NA,NA
862.7777778,0.17,7,NA,NA,NA
892.2222222,0.11,9,NA,NA,NA
719.6666667,8.59,6,NA,NA,NA
755.8666667,0.01,7,NA,NA,NA
725.4761905,1.22,7,NA,NA,NA
678.2692308,13.77,9,NA,NA,NA
755.6363636,0.98,10,NA,NA,NA
763,1.98,8,NA,NA,NA
747.826087,1.9,9,NA,NA,NA
614.5416667,19.34,9,NA,NA,NA
790.2083333,0.21,13,NA,NA,NA
709.826087,5.34,10,NA,NA,NA
631.76,30.2,10,NA,NA,NA
641.5652174,6.95,11,NA,NA,NA
638.8333333,1.34,7,NA,NA,NA
712.48,0.11,9,NA,NA,NA
665.8636364,7.94,10,NA,NA,NA
710.8695652,1.78,11,NA,NA,NA
729.9130435,0.11,9,NA,NA,NA
731.9166667,0,12,NA,NA,NA
662.25,16.69,7,NA,NA,NA
701.5652174,12.09,7,NA,NA,NA
647.0909091,0.59,8,NA,NA,NA
614.6153846,2.36,8,NA,NA,NA
641.88,1.23,8,NA,NA,NA
616.2307692,132.5,5,NA,NA,NA
628.92,84.75,6,NA,NA,NA
588.88,16.97,6,NA,NA,NA
642.6818182,14.1,7,NA,NA,NA
817.125,0.16,8,NA,NA,NA
897.125,0.67,4,NA,NA,NA
627.6666667,34.46,7,NA,NA,NA
760.0416667,7.93,8,NA,NA,NA
774.1363636,1.41,9,NA,NA,NA
706.4782609,39.08,8,NA,NA,NA
782.9130435,0.49,7,NA,NA,NA
761.7142857,0.31,8,NA,NA,NA
613.125,3.14,6,NA,NA,NA
646.8333333,10.55,7,NA,NA,NA
741.875,2.56,9,NA,NA,NA
789.48,0.38,8,NA,NA,NA
831,0.05,12,NA,NA,NA
768.4583333,1.08,10,NA,NA,NA
761.0434783,1.79,12,NA,NA,NA
770.8333333,0.76,13,NA,NA,NA
738.8846154,18.96,12,NA,NA,NA
771.56,2.02,13,NA,NA,NA
757.1304348,10.59,8,NA,NA,NA
653.3181818,13.34,8,NA,NA,NA
626.92,3.38,9,NA,NA,NA
724.9166667,0.36,10,NA,NA,NA
696.4090909,1.83,10,NA,NA,NA
707.48,13.93,9,NA,NA,NA
853.28,0.07,12,NA,NA,NA
786.8695652,0.16,12,NA,NA,NA
673.48,2.52,9,NA,NA,NA
634.3333333,1.01,9,NA,NA,NA
847.5,0.13,11,NA,NA,NA
655.4347826,4.83,9,NA,NA,NA
725.2608696,2.02,10,NA,NA,NA
803.4117647,0.51,9,NA,NA,NA
745.48,4.89,7,NA,NA,NA
736.9130435,1.48,8,NA,NA,NA
843.9565217,0.08,10,NA,NA,NA
667.1818182,1.96,4,NA,NA,NA
850.7142857,0.78,7,NA,NA,NA
716.5714286,2.09,5,NA,NA,NA
736.9,1.38,6,NA,NA,NA
694.84,3.08,5,NA,NA,NA
664.7916667,11.56,7,NA,NA,NA
789.3,0.53,12,NA,NA,NA
918.0869565,0.14,16,NA,NA,NA
704.25,1.79,11,NA,NA,NA
776.6363636,0,8,NA,NA,NA
688.5416667,0.04,6,NA,NA,NA
769.9090909,0.78,6,NA,NA,NA
657.8695652,1.14,8,NA,NA,NA
667,2.7,9,NA,NA,NA
708.25,0.69,10,NA,NA,NA
1007.2,0.01,12,NA,NA,NA
710.2083333,3.76,11,NA,NA,NA
725.2608696,0.41,9,NA,NA,NA
758.8888889,0.96,7,NA,NA,NA
676.5416667,0.46,7,NA,NA,NA
696.85,0.31,8,NA,NA,NA
685.3043478,1.4,8,NA,NA,NA
705.2608696,1.23,7,NA,NA,NA
786.2608696,0.61,8,NA,NA,NA
719.3636364,2.06,10,NA,NA,NA
900.3043478,0.51,11,NA,NA,NA
628.1304348,16.91,8,NA,NA,NA
674.1363636,4.57,9,NA,NA,NA
651.48,1.13,10,NA,NA,NA
731.64,1.34,11,NA,NA,NA
730.9545455,2.28,9,NA,NA,NA
603.44,22.18,7,NA,NA,NA
785.8,1.03,8,NA,NA,NA
947.25,0.58,10,NA,NA,NA
854.4090909,0.12,11,NA,NA,NA
655.64,5.88,8,NA,NA,NA
846.6923077,0.33,4,NA,NA,NA
808.2941176,0.06,5,NA,NA,NA
743.3043478,0.1,8,NA,NA,NA
789.2857143,0.02,6,NA,NA,NA
841.5263158,0.44,4,NA,NA,NA
634.6818182,0.26,4,NA,NA,NA
697.0909091,0.09,5,NA,NA,NA
731.5238095,0.27,6,NA,NA,NA
791.5714286,0.33,8,NA,NA,NA
997.25,0.02,11,NA,NA,NA
1081.1,0,14,NA,NA,NA
801.8095238,0.64,9,NA,NA,NA
841,1.11,5,NA,NA,NA
712.7619048,0.05,5,NA,NA,NA
851.9333333,0.17,7,NA,NA,NA
794.3333333,0.31,8,NA,NA,NA
974.2,0.2,12,NA,NA,NA
665.0416667,5.47,8,NA,NA,NA
743.7916667,5.86,10,NA,NA,NA
704.2272727,3.41,9,NA,NA,NA
646.9583333,5.17,9,NA,NA,NA
778.5,0.61,5,NA,NA,NA
773.95,0.82,6,NA,NA,NA
707.12,4.04,6,NA,NA,NA
702.5416667,5.67,7,NA,NA,NA
747.08,1.71,9,NA,NA,NA
739,1.14,10,NA,NA,NA
837.9,0.15,10,NA,NA,NA
704.5416667,3.34,11,NA,NA,NA
1030.428571,0,14,NA,NA,NA
712.0454545,1.63,6,NA,NA,NA
623.3043478,40.77,2,NA,NA,NA
703.625,0.05,3,NA,NA,NA
770.6470588,0.14,4,NA,NA,NA
750.5238095,0.17,7,NA,NA,NA
816.9,2.73,5,NA,NA,NA
655.68,1.91,5,NA,NA,NA
741.7391304,0.05,5,NA,NA,NA
737.625,0.65,5,NA,NA,NA
705.625,1.07,6,NA,NA,NA
750.5,0,7,NA,NA,NA
766.2608696,0.01,9,NA,NA,NA
722.44,0.05,9,NA,NA,NA
819.9166667,0.12,12,NA,NA,NA
790.05,0.46,7,NA,NA,NA
767.6956522,0,7,NA,NA,NA
808.7083333,0.04,8,NA,NA,NA
1013.761905,0.08,12,NA,NA,NA
704.25,23.01,3,NA,NA,NA
626.9166667,12.65,3,NA,NA,NA
708.9565217,1.78,7,NA,NA,NA
678.1904762,3.23,5,NA,NA,NA
678,3.28,4,NA,NA,NA
636.9545455,1.5,5,NA,NA,NA
710.25,1.6,6,NA,NA,NA
800,3.86,7,NA,NA,NA
710.2173913,2.71,7,NA,NA,NA
804.0434783,0.91,7,NA,NA,NA
762.6818182,18.29,4,NA,NA,NA
614.5,10.71,4,NA,NA,NA
804.5454545,0.35,5,NA,NA,NA
966.5,0.16,6,NA,NA,NA
