"LDTrt","freqfilms","Nlett","OLD20","AoA","IMA"
791.92,0.26,10,NA,NA,NA
572.8,9.33,7,NA,NA,NA
795.8421053,0.1,9,NA,NA,NA
594.1818182,9.84,8,NA,NA,NA
612.9166667,1.69,9,NA,NA,NA
823.95,0.72,6,NA,NA,NA
715.28,0.76,4,NA,NA,NA
825.3809524,0.02,5,NA,NA,NA
690.64,1.43,7,NA,NA,NA
649.08,1.81,8,NA,NA,NA
696.0588235,0.45,7,NA,NA,NA
869.2777778,0.17,7,NA,NA,NA
884.0454545,0.24,8,NA,NA,NA
680.3913043,0.01,7,NA,NA,NA
744.9545455,0.14,9,NA,NA,NA
706.7272727,0.14,11,NA,NA,NA
725,0.32,9,NA,NA,NA
659.3043478,0.11,9,NA,NA,NA
728.2272727,0,10,NA,NA,NA
746.7727273,3.27,7,NA,NA,NA
699.12,9.8,7,NA,NA,NA
658,7.28,8,NA,NA,NA
618,1.78,9,NA,NA,NA
687.0434783,4.43,8,NA,NA,NA
681.7391304,3.25,8,NA,NA,NA
810.6111111,0.05,9,NA,NA,NA
961.4666667,0.81,6,NA,NA,NA
713.92,0.12,7,NA,NA,NA
668.28,0.74,7,NA,NA,NA
666.3333333,3.86,5,NA,NA,NA
686.28,0.6,5,NA,NA,NA
743.6086957,0.17,6,NA,NA,NA
741.9130435,0.02,7,NA,NA,NA
593.32,2.67,6,NA,NA,NA
589.0869565,6.8,6,NA,NA,NA
875.8181818,0.44,8,NA,NA,NA
856.0454545,0.06,9,NA,NA,NA
732.375,0.05,11,NA,NA,NA
655.9615385,0.94,7,NA,NA,NA
788.75,0.16,8,NA,NA,NA
889.7368421,0.86,8,NA,NA,NA
775.1363636,1.22,9,NA,NA,NA
809.0588235,2.23,7,NA,NA,NA
611.65,2.92,7,NA,NA,NA
660.4782609,9.47,7,NA,NA,NA
767.1304348,3.06,8,NA,NA,NA
726.8333333,1.52,8,NA,NA,NA
804.8571429,2.77,6,NA,NA,NA
609.72,234.74,6,NA,NA,NA
822.2142857,1.53,7,NA,NA,NA
642.7826087,13.63,6,NA,NA,NA
705.7142857,7.54,7,NA,NA,NA
689.625,1.38,10,NA,NA,NA
738.4545455,4.22,8,NA,NA,NA
689.6666667,3.45,8,NA,NA,NA
781.55,7.67,7,NA,NA,NA
782.9545455,4.99,7,NA,NA,NA
715,3.41,8,NA,NA,NA
662.9047619,3.86,8,NA,NA,NA
837.4210526,0.91,9,NA,NA,NA
656.25,5.62,6,NA,NA,NA
706.1818182,1.83,4,NA,NA,NA
788.7391304,0.82,12,NA,NA,NA
804,2.19,13,NA,NA,NA
778.8,0.41,10,NA,NA,NA
835.0434783,0.32,11,NA,NA,NA
593.4615385,7.26,6,NA,NA,NA
764.5416667,0.36,10,NA,NA,NA
675.6086957,0.66,7,NA,NA,NA
848.4375,0,10,NA,NA,NA
632.6086957,0.25,7,NA,NA,NA
739.5909091,0.02,9,NA,NA,NA
706.7826087,1.66,8,NA,NA,NA
695.7272727,0.73,7,NA,NA,NA
687.2307692,0.03,7,NA,NA,NA
862.4,0,7,NA,NA,NA
680.4545455,10.65,9,NA,NA,NA
692.88,2.13,10,NA,NA,NA
765.8947368,0.63,9,NA,NA,NA
843.4210526,0.17,10,NA,NA,NA
897.9047619,0.38,12,NA,NA,NA
621.4583333,2.53,9,NA,NA,NA
653,3.44,10,NA,NA,NA
719.2307692,0.54,7,NA,NA,NA
638.16,5.62,8,NA,NA,NA
729.1176471,0.32,8,NA,NA,NA
666.9090909,6.08,6,NA,NA,NA
940.6666667,0,12,NA,NA,NA
812.3846154,0,10,NA,NA,NA
658.15,9.13,7,NA,NA,NA
841.6470588,0.1,9,NA,NA,NA
839.0588235,0.1,7,NA,NA,NA
804.4285714,0.01,8,NA,NA,NA
777.8095238,0.42,7,NA,NA,NA
724.5652174,0.55,8,NA,NA,NA
718.0434783,0.04,9,NA,NA,NA
762,0.81,8,NA,NA,NA
670.2916667,29.26,9,NA,NA,NA
669.04,11.07,10,NA,NA,NA
785.9090909,0.58,7,NA,NA,NA
615.28,94.83,5,NA,NA,NA
859.1875,0.06,10,NA,NA,NA
759.0833333,0.51,9,NA,NA,NA
599.04,13.2,7,NA,NA,NA
581.48,32.35,6,NA,NA,NA
753.3571429,0.19,2,NA,NA,NA
872.8125,0,4,NA,NA,NA
765.8695652,0.02,5,NA,NA,NA
631.55,0.42,3,NA,NA,NA
737.7619048,0.32,3,NA,NA,NA
934.5333333,0.02,5,NA,NA,NA
721.1818182,0.02,4,NA,NA,NA
614.92,11.36,4,NA,NA,NA
584.4,3.19,5,NA,NA,NA
643.48,3.57,6,NA,NA,NA
670.88,0.43,7,NA,NA,NA
790,1.3,6,NA,NA,NA
919.8235294,1.65,7,NA,NA,NA
738.2666667,1.64,5,NA,NA,NA
762.9444444,0.14,6,NA,NA,NA
1051.285714,0,5,NA,NA,NA
837.6842105,0,9,NA,NA,NA
963,0,10,NA,NA,NA
859.6315789,0.04,11,NA,NA,NA
904.8571429,0.04,12,NA,NA,NA
780.4583333,0.38,6,NA,NA,NA
666.9565217,7.29,4,NA,NA,NA
728.2608696,2.33,5,NA,NA,NA
652.6086957,3.19,5,NA,NA,NA
726.5909091,0.49,6,NA,NA,NA
777,0.19,11,NA,NA,NA
784.48,0.23,12,NA,NA,NA
1046.214286,0.01,13,NA,NA,NA
608.4,0.91,8,NA,NA,NA
629.64,5.88,9,NA,NA,NA
728.2857143,0.11,9,NA,NA,NA
760.375,0.07,13,NA,NA,NA
731.32,0.07,11,NA,NA,NA
700.8181818,0.1,11,NA,NA,NA
698.84,0.28,14,NA,NA,NA
765.625,0.17,12,NA,NA,NA
745.48,1.06,9,NA,NA,NA
612.4166667,0.76,9,NA,NA,NA
667.6,1.29,11,NA,NA,NA
638,1.39,10,NA,NA,NA
658.8333333,0.26,10,NA,NA,NA
684.16,1.31,9,NA,NA,NA
679.5652174,1.14,4,NA,NA,NA
693.6086957,6.25,9,NA,NA,NA
707.4,1.66,10,NA,NA,NA
793.5652174,0.54,11,NA,NA,NA
817.7272727,1.77,12,NA,NA,NA
927.5238095,0.03,13,NA,NA,NA
807.44,1.47,10,NA,NA,NA
617.3333333,0.29,5,NA,NA,NA
601.36,0.14,6,NA,NA,NA
723.1666667,0.48,5,NA,NA,NA
773.5238095,14.4,9,NA,NA,NA
768,0.21,9,NA,NA,NA
653,58.9,3,NA,NA,NA
663.9565217,3.6,3,NA,NA,NA
675.2083333,1.28,8,NA,NA,NA
721.4545455,1.32,9,NA,NA,NA
640.6818182,0.08,5,NA,NA,NA
634.7916667,0.2,6,NA,NA,NA
591.4230769,3.29,4,NA,NA,NA
681.3529412,0.38,4,NA,NA,NA
730.3529412,0.56,5,NA,NA,NA
853.7916667,0.05,5,NA,NA,NA
1048.545455,0,8,NA,NA,NA
613.72,2.96,5,NA,NA,NA
908.6470588,0.28,5,NA,NA,NA
869.875,0,6,NA,NA,NA
635.8333333,1.32,4,NA,NA,NA
792.95,1.11,5,NA,NA,NA
779.6818182,0.03,9,NA,NA,NA
985.8636364,0,10,NA,NA,NA
834.32,0,10,NA,NA,NA
699.6363636,0.3,5,NA,NA,NA
710.2083333,0.8,7,NA,NA,NA
740.0526316,0.12,8,NA,NA,NA
701.9090909,0.35,11,NA,NA,NA
681.48,0.55,9,NA,NA,NA
759.0769231,0.38,9,NA,NA,NA
653.2173913,3.91,7,NA,NA,NA
690.88,0.63,7,NA,NA,NA
621.1428571,1.17,8,NA,NA,NA
634.3333333,1.89,8,NA,NA,NA
611.875,30.04,4,NA,NA,NA
739.96,1.27,4,NA,NA,NA
1015.777778,0.05,10,NA,NA,NA
742,0.52,7,NA,NA,NA
808.4545455,0.3,8,NA,NA,NA
799.3157895,0.36,6,NA,NA,NA
606.4583333,3.98,6,NA,NA,NA
608.12,2,6,NA,NA,NA
674.68,0.23,7,NA,NA,NA
659.12,0.16,8,NA,NA,NA
590.1304348,11.78,7,NA,NA,NA
637.24,0.98,7,NA,NA,NA
831.3043478,1.66,10,NA,NA,NA
810.7727273,0.9,11,NA,NA,NA
871.5,0.36,11,NA,NA,NA
786.1875,0.03,9,NA,NA,NA
702.5,1.82,4,NA,NA,NA
656.3478261,1.6,6,NA,NA,NA
626.5238095,18.76,5,NA,NA,NA
601.2173913,2.28,6,NA,NA,NA
782.5555556,0,8,NA,NA,NA
840.7894737,0.12,10,NA,NA,NA
667.4782609,0.75,7,NA,NA,NA
764.8636364,0.02,8,NA,NA,NA
803.4545455,0.24,6,NA,NA,NA
649.12,17.5,7,NA,NA,NA
654.8,4.88,8,NA,NA,NA
732.2083333,1.63,9,NA,NA,NA
675.5,7.85,8,NA,NA,NA
673.3181818,1.45,10,NA,NA,NA
605.125,7.91,9,NA,NA,NA
584.8695652,169.15,7,NA,NA,NA
630.875,0.92,8,NA,NA,NA
782.9565217,3.77,8,NA,NA,NA
853.0869565,2.28,9,NA,NA,NA
810.2608696,5.47,9,NA,NA,NA
611,2.73,6,NA,NA,NA
702.2608696,1.23,7,NA,NA,NA
726.8636364,0.13,8,NA,NA,NA
726.12,2.83,7,NA,NA,NA
845.9333333,0,5,NA,NA,NA
668.4166667,4.67,8,NA,NA,NA
747.6818182,0.85,9,NA,NA,NA
667.8333333,3.59,4,NA,NA,NA
691.6666667,1.88,5,NA,NA,NA
695.4666667,0.01,6,NA,NA,NA
980.4736842,0.01,8,NA,NA,NA
715.125,0.19,5,NA,NA,NA
917.5294118,0,9,NA,NA,NA
802.7727273,1.13,10,NA,NA,NA
756.4761905,0.17,6,NA,NA,NA
765.7391304,2.3,6,NA,NA,NA
780.125,0.63,7,NA,NA,NA
708.6521739,0.08,8,NA,NA,NA
676.5652174,1.43,7,NA,NA,NA
706.9090909,0.38,5,NA,NA,NA
747.0625,0.06,6,NA,NA,NA
845.3043478,0.18,7,NA,NA,NA
887.6190476,2.97,9,NA,NA,NA
817.25,0.02,7,NA,NA,NA
753.7058824,0.63,6,NA,NA,NA
778.4166667,0.97,7,NA,NA,NA
943.875,0,10,NA,NA,NA
662.5454545,1.5,6,NA,NA,NA
682.0833333,3.11,8,NA,NA,NA
703.3333333,3.4,12,NA,NA,NA
736.64,1.9,5,NA,NA,NA
764.15,0.29,6,NA,NA,NA
826.7692308,0.17,8,NA,NA,NA
759.6666667,0.11,7,NA,NA,NA
796.9375,0.67,8,NA,NA,NA
739.2173913,1.72,9,NA,NA,NA
569.9166667,22.9,7,NA,NA,NA
628.72,5.13,8,NA,NA,NA
687.0416667,6.56,11,NA,NA,NA
717.6086957,1.63,15,NA,NA,NA
774.2916667,1.21,12,NA,NA,NA
642.36,11.84,10,NA,NA,NA
894.3157895,0.79,10,NA,NA,NA
912.9375,0,11,NA,NA,NA
945.0434783,0.05,13,NA,NA,NA
975.3043478,0.16,13,NA,NA,NA
770.7368421,0,10,NA,NA,NA
827.625,0.01,9,NA,NA,NA
641.7916667,4.75,8,NA,NA,NA
742.3333333,0.85,9,NA,NA,NA
628.6666667,5.17,5,NA,NA,NA
624.1666667,1.1,6,NA,NA,NA
711.2,1.01,8,NA,NA,NA
734.72,0.14,9,NA,NA,NA
760.4545455,2.02,10,NA,NA,NA
843.56,0.66,12,NA,NA,NA
1021.181818,0.03,10,NA,NA,NA
797.4285714,0.18,6,NA,NA,NA
775.9166667,2.01,5,NA,NA,NA
800.047619,1.04,7,NA,NA,NA
663.2857143,0.58,5,NA,NA,NA
724.3846154,0.05,5,NA,NA,NA
564.2083333,10.41,4,NA,NA,NA
601.0434783,1.26,4,NA,NA,NA
692.8095238,0.03,5,NA,NA,NA
748.52,0.08,9,NA,NA,NA
702.5833333,0.62,7,NA,NA,NA
732.12,0.98,7,NA,NA,NA
725.6666667,1.24,6,NA,NA,NA
755.7916667,0.53,8,NA,NA,NA
773.2173913,0.57,9,NA,NA,NA
586.7916667,18.71,5,NA,NA,NA
655.32,1.43,6,NA,NA,NA
638.2083333,0.47,7,NA,NA,NA
701.56,0.53,5,NA,NA,NA
757.1428571,1.16,7,NA,NA,NA
594.76,4.88,4,NA,NA,NA
656.0454545,1.11,5,NA,NA,NA
698.2083333,10.11,4,NA,NA,NA
650.36,4.82,5,NA,NA,NA
695.28,0.16,10,NA,NA,NA
678.24,0.24,8,NA,NA,NA
624.6,37.9,9,NA,NA,NA
628.2916667,1.83,10,NA,NA,NA
711.88,0.68,8,NA,NA,NA
789,0.33,9,NA,NA,NA
699.5,3.82,8,NA,NA,NA
599.2083333,5.47,4,NA,NA,NA
639.7916667,1.55,6,NA,NA,NA
619.2173913,12.74,6,NA,NA,NA
622.68,2.94,5,NA,NA,NA
738.0416667,0.27,9,NA,NA,NA
647.9090909,0.18,6,NA,NA,NA
719.8695652,0.94,7,NA,NA,NA
679.3478261,26.48,4,NA,NA,NA
735.0454545,13.09,5,NA,NA,NA
855,0,7,NA,NA,NA
954.8181818,0.27,6,NA,NA,NA
924.75,0.96,6,NA,NA,NA
920.8181818,0.53,10,NA,NA,NA
936.9333333,0,11,NA,NA,NA
868.4090909,0.02,11,NA,NA,NA
955.4705882,0.01,13,NA,NA,NA
687.8,3.01,5,NA,NA,NA
785.6086957,0.01,6,NA,NA,NA
796.9,0.31,8,NA,NA,NA
819.0526316,0.2,9,NA,NA,NA
629.3181818,1.33,6,NA,NA,NA
772.047619,1.4,6,NA,NA,NA
818.125,1.18,11,NA,NA,NA
790.1904762,1.29,11,NA,NA,NA
1039.166667,0.01,8,NA,NA,NA
793.35,0.02,8,NA,NA,NA
779,0.41,7,NA,NA,NA
755.8181818,1.11,6,NA,NA,NA
667.375,2.3,7,NA,NA,NA
819.3478261,0.12,8,NA,NA,NA
831.7272727,0.14,9,NA,NA,NA
751.0666667,0.02,7,NA,NA,NA
642.1666667,0.43,9,NA,NA,NA
728.173913,0.05,8,NA,NA,NA
717.8695652,0.43,9,NA,NA,NA
633.2173913,0.6,5,NA,NA,NA
709.32,0.67,6,NA,NA,NA
819.3333333,0,8,NA,NA,NA
808.1052632,2.17,4,NA,NA,NA
776.5238095,0.21,7,NA,NA,NA
845.0833333,0.01,10,NA,NA,NA
772.0909091,0.39,5,NA,NA,NA
701.0555556,2.54,5,NA,NA,NA
743.4090909,3.15,6,NA,NA,NA
623.9565217,3.59,8,NA,NA,NA
736.4761905,0.6,5,NA,NA,NA
733.0909091,16.97,6,NA,NA,NA
636.5833333,15.37,8,NA,NA,NA
616.9166667,19.71,9,NA,NA,NA
753,1.52,10,NA,NA,NA
819.28,2.75,12,NA,NA,NA
811.6086957,1.21,12,NA,NA,NA
776.4545455,1.89,13,NA,NA,NA
655.04,2.77,11,NA,NA,NA
724.173913,0.43,12,NA,NA,NA
670.4583333,2.46,9,NA,NA,NA
676.3333333,7.83,7,NA,NA,NA
654.5416667,0.12,6,NA,NA,NA
811.3333333,0.14,8,NA,NA,NA
758.4545455,0.88,5,NA,NA,NA
888.6666667,0,5,NA,NA,NA
865.5294118,0,7,NA,NA,NA
780.826087,0.87,6,NA,NA,NA
939.3076923,0.06,14,NA,NA,NA
871.125,0.45,10,NA,NA,NA
751.3333333,0.95,11,NA,NA,NA
643.7727273,65.32,6,NA,NA,NA
624.7391304,21.85,7,NA,NA,NA
601.826087,14.02,9,NA,NA,NA
736.36,21.05,13,NA,NA,NA
647.4583333,3.9,10,NA,NA,NA
643.2083333,2.95,8,NA,NA,NA
661.8,0.4,7,NA,NA,NA
638.6521739,2.76,8,NA,NA,NA
744.8695652,0.34,8,NA,NA,NA
644.6086957,0.28,9,NA,NA,NA
727.76,0.42,9,NA,NA,NA
707.4583333,4.75,6,NA,NA,NA
627.28,1.76,7,NA,NA,NA
838.9230769,0.21,8,NA,NA,NA
721.1666667,0.71,8,NA,NA,NA
826.0454545,1.17,9,NA,NA,NA
665.7619048,2.08,5,NA,NA,NA
684.15,1.59,6,NA,NA,NA
785.9583333,0.29,7,NA,NA,NA
675.6666667,1.25,5,NA,NA,NA
676,1.9,6,NA,NA,NA
652.8333333,8.44,7,NA,NA,NA
628.84,1.95,10,NA,NA,NA
659.3478261,0.25,11,NA,NA,NA
620.25,3.25,10,NA,NA,NA
752.2083333,0.02,11,NA,NA,NA
641.7916667,0.2,9,NA,NA,NA
606.5217391,0.07,9,NA,NA,NA
703.8333333,2.18,7,NA,NA,NA
659.8333333,1.29,7,NA,NA,NA
682.4,3.33,8,NA,NA,NA
636.0416667,15.83,6,NA,NA,NA
685.56,6.14,7,NA,NA,NA
743.7826087,0.09,8,NA,NA,NA
662.04,18.82,5,NA,NA,NA
688.375,8.03,6,NA,NA,NA
723.9583333,5.91,4,NA,NA,NA
785.7619048,2.19,5,NA,NA,NA
732.1818182,7.4,4,NA,NA,NA
693.2857143,1.96,5,NA,NA,NA
777.3809524,0.67,6,NA,NA,NA
685.9166667,11.85,5,NA,NA,NA
751.0869565,0.63,7,NA,NA,NA
734.0454545,13357.03,2,NA,NA,NA
579.5,57.24,2,NA,NA,NA
690.9583333,7.65,9,NA,NA,NA
622.125,6.62,5,NA,NA,NA
751.8,0.75,9,NA,NA,NA
608.6086957,53.13,10,NA,NA,NA
798.16,3.31,14,NA,NA,NA
661.8181818,7.78,11,NA,NA,NA
890.24,0.54,11,NA,NA,NA
663.92,2.42,9,NA,NA,NA
676.25,5.76,9,NA,NA,NA
729.1904762,0,11,NA,NA,NA
722.6,0.33,10,NA,NA,NA
1080.263158,0.04,13,NA,NA,NA
857.625,0.09,11,NA,NA,NA
774,0.04,10,NA,NA,NA
868.9473684,0.22,10,NA,NA,NA
846.95,0.2,9,NA,NA,NA
706.5,2.28,6,NA,NA,NA
607.6666667,24.46,3,NA,NA,NA
852.1428571,0,13,NA,NA,NA
641.52,1.7,4,NA,NA,NA
731.3125,0.41,3,NA,NA,NA
758.9047619,1.27,7,NA,NA,NA
703.5217391,0.38,8,NA,NA,NA
610,14.68,7,NA,NA,NA
649,3.11,8,NA,NA,NA
750.4166667,1.78,8,NA,NA,NA
554.52,3.45,8,NA,NA,NA
735.4,0.12,12,NA,NA,NA
605.44,2.27,9,NA,NA,NA
780.4,1.46,7,NA,NA,NA
610.4,3.46,7,NA,NA,NA
689.56,0.01,8,NA,NA,NA
663.56,0.82,11,NA,NA,NA
687.4090909,0.34,12,NA,NA,NA
742.8333333,0.12,10,NA,NA,NA
759.8695652,0.17,10,NA,NA,NA
648.5416667,1.04,8,NA,NA,NA
897.3684211,0.04,12,NA,NA,NA
734.2916667,2.96,10,NA,NA,NA
691.84,1.57,9,NA,NA,NA
649.7083333,1.62,8,NA,NA,NA
700.5714286,0.1,6,NA,NA,NA
697.9166667,1.08,10,NA,NA,NA
744.0869565,0.1,10,NA,NA,NA
713,0.94,11,NA,NA,NA
719.08,2.71,11,NA,NA,NA
710.4347826,3.99,12,NA,NA,NA
671.5833333,2.49,7,NA,NA,NA
683.4285714,1.76,7,NA,NA,NA
634.48,11.88,8,NA,NA,NA
748.1666667,0.45,9,NA,NA,NA
833.9166667,0.44,9,NA,NA,NA
581.5416667,43,5,NA,NA,NA
774,0.89,8,NA,NA,NA
640.64,1.84,6,NA,NA,NA
825.5714286,0.04,8,NA,NA,NA
779.8695652,0.03,9,NA,NA,NA
607.4782609,0.23,7,NA,NA,NA
885.5,0.69,7,NA,NA,NA
771.8095238,0.24,9,NA,NA,NA
860,0.62,3,NA,NA,NA
716.8095238,1.21,4,NA,NA,NA
677.9047619,0.61,5,NA,NA,NA
627.8333333,8.09,4,NA,NA,NA
594.5217391,22.03,5,NA,NA,NA
591.875,17.87,8,NA,NA,NA
674.04,0.38,12,NA,NA,NA
586.8,0.9,9,NA,NA,NA
637.44,34.63,7,NA,NA,NA
675.76,1.58,9,NA,NA,NA
801.6,0.01,8,NA,NA,NA
597.0833333,9.93,3,NA,NA,NA
654.0833333,19.93,3,NA,NA,NA
625.7142857,0.96,4,NA,NA,NA
667.56,3.91,5,NA,NA,NA
670.625,3.17,9,NA,NA,NA
689.0454545,0.79,6,NA,NA,NA
652.7826087,0.61,7,NA,NA,NA
739,12.09,7,NA,NA,NA
755.8095238,0.75,10,NA,NA,NA
809.7,1.42,8,NA,NA,NA
708.68,0.02,7,NA,NA,NA
589.6956522,7.48,9,NA,NA,NA
633.6538462,1.02,9,NA,NA,NA
663.5,1.04,9,NA,NA,NA
645.92,7.72,7,NA,NA,NA
596.68,0.89,8,NA,NA,NA
606.8,30.28,8,NA,NA,NA
578.6521739,2.88,8,NA,NA,NA
542.08,40.64,4,NA,NA,NA
713.72,3.5,5,NA,NA,NA
1011.5,0.14,12,NA,NA,NA
1084.375,0.06,17,NA,NA,NA
747.6086957,1.26,12,NA,NA,NA
731.2083333,1.34,10,NA,NA,NA
851,0.03,10,NA,NA,NA
667,1.39,8,NA,NA,NA
784.4347826,0.05,12,NA,NA,NA
829,0.13,14,NA,NA,NA
858.375,0.53,10,NA,NA,NA
759.4583333,1.02,10,NA,NA,NA
832.48,0.02,12,NA,NA,NA
798.0909091,0.29,12,NA,NA,NA
741.7727273,2.31,11,NA,NA,NA
1034.130435,0,16,NA,NA,NA
842,0.03,12,NA,NA,NA
782.52,0.46,10,NA,NA,NA
611.36,4.73,6,NA,NA,NA
647.3333333,1.1,7,NA,NA,NA
772.0454545,0.46,7,NA,NA,NA
629.36,10.3,5,NA,NA,NA
695.6538462,5.02,6,NA,NA,NA
716.36,1.63,8,NA,NA,NA
695.6666667,22.9,5,NA,NA,NA
655.6470588,2.13,6,NA,NA,NA
685.75,1.04,7,NA,NA,NA
723.2083333,0.61,8,NA,NA,NA
694.173913,0.32,8,NA,NA,NA
657.85,0.13,10,NA,NA,NA
576.4,75.18,3,NA,NA,NA
726.0869565,377.64,2,NA,NA,NA
723.9,0.13,3,NA,NA,NA
706.8636364,1.83,5,NA,NA,NA
776.45,0.24,6,NA,NA,NA
875.6,0.16,9,NA,NA,NA
904.1304348,0.73,10,NA,NA,NA
744.4782609,0.11,5,NA,NA,NA
805.2173913,0.12,9,NA,NA,NA
609.5833333,2.5,5,NA,NA,NA
698.7916667,0.2,6,NA,NA,NA
716.7083333,0.16,7,NA,NA,NA
680.4545455,0.35,6,NA,NA,NA
713.56,0.1,6,NA,NA,NA
789.5714286,0,8,NA,NA,NA
758.3636364,4.19,6,NA,NA,NA
759.9583333,1.66,8,NA,NA,NA
631.4347826,11.07,3,NA,NA,NA
647.9565217,1.19,4,NA,NA,NA
741.3333333,7.37,3,NA,NA,NA
741.1904762,1.54,3,NA,NA,NA
642.6086957,9.28,5,NA,NA,NA
696.5454545,0.82,6,NA,NA,NA
686.5,7.76,4,NA,NA,NA
795.6666667,2.96,4,NA,NA,NA
721.826087,1.87,4,NA,NA,NA
710.6521739,1.81,6,NA,NA,NA
938,0.11,9,NA,NA,NA
1053.5,0.08,10,NA,NA,NA
802.7857143,0.04,7,NA,NA,NA
776.8636364,2.77,5,NA,NA,NA
793,0.81,7,NA,NA,NA
906.75,0.02,7,NA,NA,NA
1125.846154,0.79,14,NA,NA,NA
597.8333333,45.46,6,NA,NA,NA
636.5833333,5.24,7,NA,NA,NA
641.125,26.19,5,NA,NA,NA
696.68,0.58,9,NA,NA,NA
675.173913,8.83,6,NA,NA,NA
719.8695652,6.09,8,NA,NA,NA
646.4,4.43,4,NA,NA,NA
653.2083333,12.62,5,NA,NA,NA
711.6086957,0.56,5,NA,NA,NA
776.3333333,0.45,10,NA,NA,NA
664.9583333,4.34,8,NA,NA,NA
646.1666667,1.75,9,NA,NA,NA
637.8333333,2.14,4,NA,NA,NA
646.04,7.64,5,NA,NA,NA
613.3333333,3.48,6,NA,NA,NA
746.3478261,4.53,4,NA,NA,NA
741.4782609,0.48,6,NA,NA,NA
969.1176471,0.17,7,NA,NA,NA
732.25,0.04,7,NA,NA,NA
552.0416667,126.42,4,NA,NA,NA
737.2105263,0.02,8,NA,NA,NA
764.8095238,0,9,NA,NA,NA
923.5454545,1.05,7,NA,NA,NA
920.25,0.01,8,NA,NA,NA
850.9444444,0,9,NA,NA,NA
928.625,0.01,8,NA,NA,NA
798.6521739,0.63,8,NA,NA,NA
762.7391304,0.85,6,NA,NA,NA
859.173913,0.16,7,NA,NA,NA
921.7142857,0.05,8,NA,NA,NA
706.1304348,0.68,7,NA,NA,NA
744.9,0.49,7,NA,NA,NA
871.6521739,0.01,11,NA,NA,NA
622.5,45.16,5,NA,NA,NA
698.4615385,10.72,6,NA,NA,NA
632.52,42.26,5,NA,NA,NA
904.1428571,1.1,9,NA,NA,NA
860.8636364,0.03,10,NA,NA,NA
639.48,0.79,8,NA,NA,NA
640.92,2.33,9,NA,NA,NA
577.6,12.83,4,NA,NA,NA
618.25,528.17,3,NA,NA,NA
697.125,0.84,6,NA,NA,NA
685.4,0.88,7,NA,NA,NA
646.28,36.57,6,NA,NA,NA
703.6818182,3.59,7,NA,NA,NA
664.0416667,0.74,9,NA,NA,NA
617,14.01,10,NA,NA,NA
648.6956522,29.89,8,NA,NA,NA
736.0416667,4.26,7,NA,NA,NA
996.3125,0.2,11,NA,NA,NA
714.25,3.1,10,NA,NA,NA
761.8181818,0.3,5,NA,NA,NA
763.8571429,0.02,9,NA,NA,NA
750.1818182,0.51,7,NA,NA,NA
766.6363636,9.41,5,NA,NA,NA
667.9583333,21.97,5,NA,NA,NA
631,3.39,6,NA,NA,NA
875.4615385,0.69,7,NA,NA,NA
690.4,7.41,6,NA,NA,NA
680.04,0.73,6,NA,NA,NA
728.96,1.14,6,NA,NA,NA
665.2,42.5,4,NA,NA,NA
631.98,4043.8,3,NA,NA,NA
930.5789474,0.04,13,NA,NA,NA
867.3333333,0.47,11,NA,NA,NA
910.35,0.21,10,NA,NA,NA
778.3043478,0.27,11,NA,NA,NA
910.4090909,0.01,11,NA,NA,NA
751,5.46,5,NA,NA,NA
807.6666667,3.01,6,NA,NA,NA
1007.875,0.2,10,NA,NA,NA
662.7659574,62.64,4,NA,NA,NA
779.2857143,1.55,8,NA,NA,NA
616.0384615,98.27,6,NA,NA,NA
573.6538462,27.47,7,NA,NA,NA
728.68,20.37,11,NA,NA,NA
627.12,4.19,8,NA,NA,NA
895.3333333,0,9,NA,NA,NA
778.6956522,0.46,7,NA,NA,NA
763.2608696,0.29,8,NA,NA,NA
767.6666667,0.03,9,NA,NA,NA
717.92,0.06,8,NA,NA,NA
662.1153846,8.35,7,NA,NA,NA
692.75,1.58,5,NA,NA,NA
639.28,3.42,6,NA,NA,NA
732.5263158,524.63,3,NA,NA,NA
683.0833333,4.44,9,NA,NA,NA
714.9545455,0.01,10,NA,NA,NA
728.5,1.13,11,NA,NA,NA
702,0.24,12,NA,NA,NA
625.952381,0.02,4,NA,NA,NA
623.16,0.6,7,NA,NA,NA
666.4583333,0.72,8,NA,NA,NA
755.1764706,0.14,5,NA,NA,NA
649.5,4.63,7,NA,NA,NA
668.44,0.06,8,NA,NA,NA
720.5,0.31,6,NA,NA,NA
678.4545455,0.32,6,NA,NA,NA
695.96,2.2,9,NA,NA,NA
712.1818182,0.16,6,NA,NA,NA
872.5625,0,8,NA,NA,NA
603.5833333,38.79,4,NA,NA,NA
632.2083333,12.01,4,NA,NA,NA
580.6086957,5.44,5,NA,NA,NA
574.88,29.4,5,NA,NA,NA
560.7916667,5.74,5,NA,NA,NA
575,0.92,6,NA,NA,NA
962.5625,0,8,NA,NA,NA
808.64,0.37,12,NA,NA,NA
643.1304348,4.99,6,NA,NA,NA
609.2608696,0.81,7,NA,NA,NA
779.1578947,1.55,7,NA,NA,NA
819.45,0.26,8,NA,NA,NA
800.7619048,0.65,9,NA,NA,NA
630,1023.03,5,NA,NA,NA
620.125,19.78,5,NA,NA,NA
663.3,22.77,6,NA,NA,NA
661.4736842,0.01,4,NA,NA,NA
721.4761905,0.02,8,NA,NA,NA
642.8695652,0.03,6,NA,NA,NA
