"word","borrowing","age_oldest","age_youngest","age_oldest_num","age_youngest_num","word.1","phonology","phonlength","AoA","subtlexzipf","conc","cat","AoA_obj","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length"
"battle-axe",1,"1380","1380","620","620","battleaxe","b{tP{ks",7,"#N/A","#N/A","#N/A","Noun",NA,"Late Latin","battuālia",4.83333333333333,0.0237895994098419,9
"glue",1,"1380","1380","620","620","glue","glu",3,"4.67","4.15","4.65","Noun",2,"French","glu",3.5,0.259472469424101,3
"convict",1,"1380","1380","620","620","convict","k@nvIkt",7,"11.00","3.21","4.11","Verb",4,"French","convaincre",3.5,4.4995900781643e-05,10
"happy",1,"1377","1377","623","623","happy","h{pI",4,"2.72","5.56","2.56","Adjective",2,"Old Norse","happ",4.2093023255814,0.403828790442242,4
"lizard",1,"1377","1377","623","623","lizard","lIz@d",5,"5.42","3.73","4.68","Noun",2,"French (Anglo-Norman)","lezard",3.5,0.0288302744659055,6
"plot",1,"1377","1377","623","623","plot","plQt",4,"8.65","4.38","3.14","Noun",6,"French","plat",3.5,0.269082560884253,4
"divorce",1,"1377","1377","623","623","divorce","dIv$s",5,"8.90","4.02","3.25","Noun",4,"French","divorce",3.5,0.0096100914601519,7
"brush",1,"1377","1377","623","623","brush","brVS",4,"3.78","4.29","4.54","Verb",2,"French","brosse",3.5,0.0288302743804557,6
"trade",1,"1375","1375","625","625","trade","tr1d",4,"6.42","4.83","3.08","Noun",2,"Middle Low German","trade",3.55357142857143,0.142471274988232,5
"president",1,"1375","1375","625","625","president","prEzId@nt",9,"6.89","5.02","4.40","Noun",2,"French (Anglo-Norman)","president",3.5,0.000505380314069954,9
"stranger",1,"1375","1375","625","625","stranger","str1n_@R",8,"4.53","4.07","3.76","Noun",2,"Old French","estrangier",4.11764705882353,2.9285255797754e-06,10
"intention",1,"1375","1375","625","625","intention","IntEnSH",7,"9.42","4.13","1.70","Noun",6,"French (Anglo-Norman)","intencion",3.5,0.000505380314069954,9
"remain",1,"1375","1375","625","625","remain","rIm1n",5,"8.17","4.66","1.96","Verb",4,"French (Anglo-Norman)","remayn-",3.5,0.00961009148863515,7
"preserve",1,"1375","1375","625","625","preserve","prIz3v",6,"9.63","3.99","2.57","Verb",6,"French","préserver",3.5,0.000505380312572062,9
"roll",1,"1375","1375","625","625","roll","r5l",3,"4.47","4.86","4.16","Verb",2,"French","rouler",3.5,0.0288302743804557,6
"vulture",1,"1374","1374","626","626","vulture","vVlJ@R",6,"8.89","3.20","4.73","Noun",4,"Old French","vultur",4.11764705882353,0.0521822808904484,6
"quarrel",1,"1374","1374","626","626","quarrel","kwQr@l",6,"8.32","3.00","3.32","Noun",4,"Old French","querele",4.11764705882353,0.00756893134076628,7
"approach",1,"1374","1374","626","626","approach","@pr5J",5,"8.50","4.71","2.74","Noun",4,"French (Anglo-Norman)","aprochier",3.5,0.000505380314069954,9
"captive",1,"1374","1374","626","626","captive","k{ptIv",6,"9.44","3.40","3.03","Noun",6,"French","captif",3.5,0.0288302743804557,6
"autumn",1,"1374","1374","626","626","autumn","$t@m",4,"6.00","4.41","3.27","Noun",2,"French","automne",3.5,0.0096100914601519,7
"divide",1,"1374","1374","626","626","divide","dIv2d",5,"7.16","4.05","2.86","Verb",2,"Latin","dīvidere",4.83333333333333,0.0306540683354321,8
"defeat",1,"1374","1374","626","626","defeat","dIfit",5,"8.74","4.48","2.96","Verb",4,"Old French","defeit",4.11764705882353,0.0521822808904484,6
"adultery",1,"1366","1366","634","634","adultery","@dVlt@rI",8,"11.84","3.06","2.79","Noun",10,"Old French","avouterie",4.11764705882353,6.55285432976681e-05,9
"squirrel",1,"1366","1366","634","634","squirrel","skIr@l",6,"4.44","3.94","4.89","Noun",2,"Old French","esquirel",4.11764705882353,0.000899274671836846,8
"fur",1,"1366","1366","634","634","fur","f3R",3,"5.22","4.03","4.69","Noun",2,"French","forrer",3.5,0.0288302743804557,6
"pitchfork",1,"1364","1364","636","636","pitchfork","pIJf$k",6,"6.89","2.55","5.00","Noun",2,"French","pic",3.5,0.259472469424101,3
"famine",1,"1362","1362","638","638","famine","f{mIn",5,"10.00","3.62","3.55","Noun",8,"French","faim",3.5,0.269082560884253,4
"sure",1,"1350","1350","650","650","sure","S$R",3,"4.85","5.80","1.73","Adjective",2,"French (Anglo-Norman)","sur",3.5,0.259472470193149,3
"victory",1,"1350","1350","650","650","victory","vIkt@rI",7,"7.53","4.72","2.55","Noun",2,"Old French","victorie",4.11764705882353,0.000899274671836846,8
"fortress",1,"1350","1350","650","650","fortress","f$trIs",6,"10.05","3.48","4.80","Noun",8,"French","forteresse",3.5,4.4995900781643e-05,10
"pestle",1,"1350","1350","650","650","pestle","pEsP",4,"13.00","3.00","#N/A","Noun",13,"Old French","pestel",4.11764705882353,0.0521822808904484,6
"dolphin",1,"1350","1350","650","650","dolphin","dQlfIn",6,"6.05","3.77","4.96","Noun",10,"Old French","delfin",4.11764705882353,0.0521822808904484,6
"grain",1,"1350","1350","650","650","grain","gr1n",4,"7.44","3.97","4.80","Noun",2,"French","grain",3.5,0.134541280442127,5
"trumpet",1,"1350","1350","650","650","trumpet","trVmpIt",7,"6.28","3.82","4.86","Noun",2,"French","trompette",3.5,0.000505380312572062,9
"prisoner",1,"1350","1350","650","650","prisoner","prIzH@R",7,"8.00","4.08","4.11","Noun",4,"Old French","prisonier",4.11764705882353,6.55285432976681e-05,9
"quail",1,"1350","1350","650","650","quail","kw1l",4,"9.72","3.48","4.65","Noun",6,"Old French","quaille",4.11764705882353,0.00756893134076628,7
"refuse",1,"1350","1350","650","650","refuse","rIfjuz",6,"9.33","4.02","3.04","Verb",4,"French","refuser",3.5,0.0096100914601519,7
"finish",1,"1350","1350","650","650","finish","fInIS",5,"6.32","5.06","2.89","Verb",2,"French","finir",3.5,0.134541280442127,5
"regret",1,"1350","1350","650","650","regret","rIgrEt",6,"9.61","4.26","1.80","Verb",6,"French","regretter",3.5,0.000505380312572062,9
"carpet",1,"1345","1345","655","655","carpet","k#pIt",5,"6.05","4.25","4.96","Noun",2,"Middle French","carpite",3.5,0.00961052497009413,7
"paper",1,"1341","1342","659","658","paper","p1p@R",5,"4.00","4.94","4.93","Noun",2,"French (Anglo-Norman)","papir",3.5,0.134541280840892,5
"innocent",1,"1340","1340","660","660","innocent","In@sHt",6,"5.95","4.30","1.54","Adjective",4,"Latin","innocen-s, -tem",4.83333333333333,2.61436307801958e-11,15
"strain",1,"1340","1340","660","660","strain","str1n",5,"8.63","4.00","3.00","Noun",4,"French (Anglo-Norman)","estreindre",3.5,4.49959009150059e-05,10
"grease",1,"1340","1340","660","660","grease","griz",4,"7.33","3.68","4.61","Noun",2,"French","graisse",3.5,0.0096100914601519,7
"button",1,"1340","1340","660","660","button","bVtH",4,"4.78","4.46","4.96","Noun",2,"French","boton",3.5,0.134541280442127,5
"chameleon",1,"1340","1340","660","660","chameleon","k@milj@n",8,"10.18","3.35","4.68","Noun",12,"Latin","chamaeleon",4.83333333333333,0.000751411232959142,10
"season",1,"1340","1370","660","630","season","sizH",4,"6.05","5.10","3.32","Noun",2,"Old French","seson",4.11764705882353,0.104364561780897,5
"measure",1,"1340","1340","660","660","measure","mEZ@R",5,"7.53","4.48","3.59","Verb",2,"French (Anglo-Norman)","mesurer",3.5,0.00961009148863515,7
"latch",1,"1331","1331","669","669","latch","l{J",3,"8.00","3.15","4.79","Noun",6,"French (Anglo-Norman)","lache",3.5,0.134541280840892,5
"fence",1,"1330","1330","670","670","fence","fEns",4,"6.28","4.31","4.82","Noun",2,"French","défense",3.5,0.0096100914601519,7
"chimney",1,"1330","1330","670","670","chimney","JImnI",5,"6.58","3.90","5.00","Noun",2,"French","cheminée",3.5,0.0096100914601519,8
"mirror",1,"1330","1330","670","670","mirror","mIr@R",5,"4.89","4.45","4.97","Noun",2,"French","miroir",3.5,0.0288302743804557,6
"ambush",1,"1330","1330","670","670","ambush","{mbUS",5,"9.30","3.37","3.16","Noun",4,"Old French","embusche",4.11764705882353,0.000899274671836846,8
"disease",1,"1330","1330","670","670","disease","dIziz",5,"7.55","4.49","3.45","Noun",4,"Old French","disease",4.11764705882353,0.00756893134076628,7
"train",1,"1330","1330","670","670","train","tr1n",4,"4.00","4.98","4.79","Noun",2,"French","train",3.5,0.134541280442127,5
"remember",1,"1330","1330","670","670","remember","rImEmb@R",8,"5.63","5.52","2.41","Verb",2,"French (Anglo-Norman)","remembrer",3.5,0.000505380314069954,9
"sock",1,"1327","1327","673","673","sock","sQk",3,"2.94","3.77","4.91","Noun",2,"Latin","soccus",4.83333333333333,0.207542493517048,6
"plain",1,"1325","1325","675","675","plain","pl1n",4,"7.37","4.36","2.26","Adjective",4,"French","plain",3.5,0.134541280442127,5
"boot",1,"1325","1325","675","675","boot","but",3,"3.89","4.43","4.96","Noun",2,"Old French","bote",4.11764705882353,0.260911404452242,4
"age",1,"1325","1325","675","675","age","1_",2,"4.38","5.18","2.86","Noun",2,"French","âge",3.5,0.259472469424101,3
"corpse",1,"1325","1325","675","675","corpse","k$ps",4,"10.00","3.41","4.89","Noun",6,"Middle French","cors",3.5,0.269094699162636,4
"grief",1,"1325","1325","675","675","grief","grif",4,"8.39","4.07","2.70","Noun",6,"French (Anglo-Norman)","grief",3.5,0.134541280840892,5
"nurse",1,"1325","1325","675","675","nurse","n3s",3,"5.84","4.50","4.39","Noun",2,"French (Anglo-Norman)","nourice",3.5,0.00961009148863515,7
"carpenter",1,"1325","1325","675","675","carpenter","k#p@nt@R",8,"7.39","3.61","4.41","Noun",2,"French (Anglo-Norman)","carpentier",3.5,4.49959009150059e-05,10
"music",1,"1325","1325","675","675","music","mjuzIk",6,"3.81","5.35","4.31","Noun",2,"French (Anglo-Norman)","musique",3.5,0.00961009148863515,7
"money",1,"1325","1325","675","675","money","mVnI",4,"5.11","5.84","4.54","Noun",2,"French (Anglo-Norman)","monai",3.5,0.134541280840892,5
"count",1,"1325","1325","675","675","count","k6nt",4,"2.61","4.71","3.00","Verb",2,"French","compter",3.5,0.0096100914601519,7
"pointed",1,"1325","1325","675","675","pointed","p4ntId",6,"#N/A","4.14","3.57","Verb",4,"French","point",3.5,0.134541280442127,5
"obey",1,"1325","1325","675","675","obey","@b1",3,"5.44","3.52","2.67","Verb",2,"French","obéir",3.5,0.134541280442127,5
"cormorant",1,"1320","1320","680","680","cormorant","k$m@r@nt",8,"14.22","2.58","#N/A","Noun",13,"Old French","cormoran",4.11764705882353,0.000899274671836846,8
"fairy",1,"1320","1320","680","680","fairy","f8rI",4,"5.17","4.16","4.11","Noun",2,"French (Anglo-Norman)","faierie",3.5,0.00961009148863515,7
"flat",1,"1320","1320","680","680","flat","fl{t",4,"5.68","4.99","4.07","Noun",4,"Old Norse","flatr",4.2093023255814,0.192299424020115,5
"carry",1,"1320","1320","680","680","carry","k{rI",4,"5.16","4.95","4.04","Verb",2,"French (Anglo-Norman)","carier",3.5,0.0288302744659055,6
"cause",1,"1315","1315","685","685","cause","k$z",3,"5.84","4.83","2.43","Noun",2,"French","cause",3.5,0.134541280442127,5
"tablet",1,"1315","1315","685","685","tablet","t{blIt",6,"6.83","3.54","4.82","Noun",2,"French (Anglo-Norman)","tablete",3.5,0.00961009148863515,7
"allow",1,"1315","1315","685","685","allow","@l6",3,"5.32","4.76","2.41","Verb",2,"Old French","alouer",4.11764705882353,0.0521822808904484,6
"defendant",1,"1314","1314","686","686","defendant","dIfEnd@nt",9,"11.42","3.48","3.80","Noun",8,"Old French","deffendant",4.11764705882353,2.9285255797754e-06,10
"citizen",1,"1314","1314","686","686","citizen","sItIzH",6,"7.74","3.89","4.43","Noun",4,"French (Anglo-Norman)","citezein",3.5,0.00961009148863515,8
"chase",1,"1314","1314","686","686","chase","J1s",3,"5.53","4.31","3.48","Noun",2,"French (Anglo-Norman)","chacier",3.5,0.00961009148863515,7
"defend",1,"1314","1314","686","686","defend","dIfEnd",6,"8.16","4.35","2.31","Verb",2,"French","défendre",3.5,0.0096100914601519,8
"because",1,"1305","1305","695","695","because","bIkQz",5,"4.44","6.22","1.22","Conjunction",2,"Latin","causa, earlier caussa",4.83333333333333,9.8948069702367e-27,21
"vine",1,"1303","1303","697","697","vine","v2n",3,"6.95","3.60","4.86","Noun",4,"French","vigne",3.5,0.134541280442127,5
"gourd",1,"1303","1303","697","697","gourd","g9d",3,"10.65","2.75","4.86","Noun",6,"French","gourde",3.5,0.0288302743804557,6
"judge",1,"1303","1303","697","697","judge","_V_",3,"8.85","4.69","3.75","Noun",2,"French","juge",3.5,0.269082560884253,4
"heron",1,"1302","1302","698","698","heron","hEr@n",5,"10.35","3.25","4.38","Noun",8,"French (Anglo-Norman)","hairon",3.5,0.0288302744659055,6
"faithful",1,"1300","1300","700","700","faithful","f1TfUl",6,"8.42","3.82","2.20","Adjective",6,"French (Anglo-Norman)","fed",3.5,0.259472470193149,3
"quiet",1,"1300","1300","700","700","quiet","kw2@t",5,"4.15","4.86","2.76","Adjective",2,"French (Anglo-Norman)","quiete",3.5,0.0288302744659055,6
"blue",1,"1300","1300","700","700","blue","blu",3,"3.53","5.16","3.76","Adjective",2,"Old French","blue",4.11764705882353,0.260911404452242,4
"mute",1,"1300","1300","700","700","mute","mjut",4,"9.84","3.16","3.24","Adjective",8,"French","muet",3.5,0.269082560884253,4
"same",1,"1300","1300","700","700","same","s1m",3,"5.62","5.65","2.64","Determiner",2,"Old Norse","sámr",4.2093023255814,0.403828790442242,4
"skirt",1,"1300","1300","700","700","skirt","sk3t",4,"5.67","3.81","4.82","Noun",4,"Old Norse","skyrta",4.2093023255814,0.038459884804023,6
"people",1,"1300","1300","700","700","people","pipP",4,"3.52","6.35","4.82","Noun",2,"French (Anglo-Norman)","people",3.5,0.0288302744659055,6
"garden",1,"1300","1300","700","700","garden","g#dH",4,"5.33","5.28","4.73","Noun",2,"French (Anglo-Norman)","gardin",3.5,0.0288302744659055,6
"statue",1,"1300","1300","700","700","statue","st{Ju",5,"7.55","4.02","4.93","Noun",2,"Latin","statua",4.83333333333333,0.207542493517048,6
"forest",1,"1300","1300","700","700","forest","fQrIst",6,"6.28","4.67","4.76","Noun",4,"French","forêt",3.5,0.134541280442127,5
"branch",1,"1300","1300","700","700","branch","br#nJ",5,"5.11","4.10","4.90","Noun",2,"French","branche",3.5,0.0096100914601519,7
"debt",1,"1300","1300","700","700","debt","dEt",3,"10.44","4.79","2.72","Noun",6,"French","dette",3.5,0.134541280442127,5
"chain",1,"1300","1300","700","700","chain","J1n",3,"5.22","4.49","4.55","Noun",2,"French","chaîne",3.5,0.0288302743804557,6
"chair",1,"1300","1300","700","700","chair","J8R",3,"3.43","4.66","4.58","Noun",2,"Old French","chaire",4.11764705882353,0.0521822808904484,6
"press",1,"1300","1300","700","700","press","prEs",4,"6.40","4.89","3.90","Noun",2,"French","presser",3.5,0.0096100914601519,7
"voice",1,"1300","1300","700","700","voice","v4s",3,"4.83","4.89","4.13","Noun",2,"French (Anglo-Norman)","voiz",3.5,0.269082561681784,4
"elephant",1,"1300","1300","700","700","elephant","ElIf@nt",7,"4.80","4.34","5.00","Noun",2,"French","olifant",3.5,0.0096100914601519,7
"sacrifice",1,"1300","1300","700","700","sacrifice","s{krIf2s",8,"9.61","4.03","2.80","Noun",6,"French","sacrifice",3.5,0.000505380312572062,9
"sledge",1,"1300","1300","700","700","sledge","slE_",4,"10.06","3.30","4.11","Noun",4,"Dutch","slede",3.63636363636364,0.15850374800074,5
"rock",1,"1300","1300","700","700","rock","rQk",3,"3.22","5.01","4.91","Noun",2,"French (Anglo-Norman)","roque, rocque, roche",3.5,5.0966398137955e-25,20
"ointment",1,"1300","1300","700","700","ointment","4ntm@nt",7,"7.90","2.96","4.50","Noun",6,"French (Anglo-Norman)","oinement",3.5,0.00961009148863515,8
"battle",1,"1300","1300","700","700","battle","b{tP",4,"6.95","4.94","4.00","Noun",2,"French","bataille",3.5,0.0096100914601519,8
"mattress",1,"1300","1300","700","700","mattress","m{trIs",6,"5.10","3.44","5.00","Noun",2,"French (Anglo-Norman)","materas",3.5,0.00961009148863515,7
"collar",1,"1300","1300","700","700","collar","kQl@R",5,"6.56","3.98","4.64","Noun",2,"French","coler",3.5,0.134541280442127,5
"stomach",1,"1300","1300","700","700","stomach","stVm@k",6,"5.26","4.28","4.89","Noun",4,"French","estomac",3.5,0.0096100914601519,7
"command",1,"1300","1300","700","700","command","k@m#nd",6,"8.67","4.25","2.48","Noun",2,"French (Anglo-Norman)","cumander",3.5,0.00961009148863515,8
"cousin",1,"1300","1300","700","700","cousin","kVzH",4,"4.95","4.26","3.70","Noun",2,"French","cousin",3.5,0.0288302743804557,6
"square",1,"1300","1300","700","700","square","skw8R",5,"4.11","4.78","4.33","Noun",4,"French (Anglo-Norman)","esquire",3.5,0.00961009148863515,7
"towel",1,"1300","1300","700","700","towel","t6@l",4,"3.22","3.87","4.86","Noun",2,"French (Anglo-Norman)","toaile",3.5,0.0288302744659055,6
"blanket",1,"1300","1300","700","700","blanket","bl{NkIt",7,"3.61","3.93","5.00","Noun",2,"French (Anglo-Norman)","blankete",3.5,0.00961009148863515,8
"cotton",1,"1300","1300","700","700","cotton","kQtH",4,"6.00","4.10","4.97","Noun",2,"French","coton",3.5,0.134541280442127,5
"number",1,"1300","1300","700","700","number","nVmb@R",6,"3.94","5.56","3.30","Noun",2,"French","nombre",3.5,0.0288302743804557,6
"pain",1,"1300","1300","700","700","pain","p1n",3,"4.26","4.85","3.50","Noun",2,"French","peine",3.5,0.134541280442127,5
"pair",1,"1300","1300","700","700","pair","p8R",3,"5.94","4.91","3.88","Noun",2,"French (Anglo-Norman)","paire",3.5,0.134541280840892,5
"study",1,"1300","1300","700","700","study","stVdI",5,"6.58","4.61","3.70","Noun",2,"French (Anglo-Norman)","estudier",3.5,0.00961009148863515,8
"coat",1,"1300","1300","700","700","coat","k5t",3,"3.58","4.41","4.97","Noun",2,"French","cote",3.5,0.269082560884253,4
"minister",1,"1300","1300","700","700","minister","mInIst@R",8,"7.42","5.44","4.22","Noun",2,"French (Anglo-Norman)","menestre",3.5,0.00961009148863515,8
"soil",1,"1300","1300","700","700","soil","s4l",3,"6.48","4.35","4.87","Noun",2,"French","seuil",3.5,0.134541280442127,5
"poet",1,"1300","1300","700","700","poet","p5It",4,"8.61","4.09","4.36","Noun",4,"French","poète",3.5,0.134541280442127,5
"pasture",1,"1300","1300","700","700","pasture","p#sJ@R",6,"6.33","3.27","4.78","Noun",2,"French (Anglo-Norman)","pastour",3.5,0.00961009148863515,7
"air",1,"1300","1300","700","700","air","8R",2,"3.94","5.22","4.11","Noun",2,"French","air",3.5,0.259472469424101,3
"bark",1,"1300","1300","700","700","bark","b#k",3,"5.17","3.92","4.52","Noun",2,"Old Norse","börkr",4.2093023255814,0.192299424020115,5
"niece",1,"1300","1300","700","700","niece","nis",3,"7.00","3.70","4.28","Noun",6,"French (Anglo-Norman)","nice",3.5,0.269082561681784,4
"poultry",1,"1300","1300","700","700","poultry","p5ltrI",6,"8.39","3.21","4.72","Noun",6,"French","pouleterie",3.5,4.4995900781643e-05,10
"enemy",1,"1300","1300","700","700","enemy","En@mI",5,"7.26","4.38","2.83","Noun",2,"French","ennemi",3.5,0.0288302743804557,6
"crocodile",1,"1300","1300","700","700","crocodile","krQk@d2l",8,"5.11","3.95","4.83","Noun",4,"French (Anglo-Norman)","cocodrille",3.5,4.49959009150059e-05,10
"ocean",1,"1300","1300","700","700","ocean","5SH",3,"4.74","4.49","4.86","Noun",2,"Middle French","ocean",3.5,0.134547349581318,5
"spleen",1,"1300","1300","700","700","spleen","splin",5,"11.35","3.12","4.70","Noun",8,"Middle French","esplen",3.5,0.0288315749102824,6
"hospital",1,"1300","1300","700","700","hospital","hQspItP",7,"5.55","5.08","4.64","Noun",2,"Latin","hospitāle",4.83333333333333,0.0230602770574497,9
"soldier",1,"1300","1300","700","700","soldier","s5l_@R",6,"6.94","4.36","4.72","Noun",4,"Old French","soldier",4.11764705882353,0.00756893134076628,7
"vein",1,"1300","1300","700","700","vein","v1n",3,"8.53","3.58","4.63","Noun",6,"French","veine",3.5,0.134541280442127,5
"try",1,"1300","1300","700","700","try","tr2",3,"3.44","5.65","2.22","Verb",2,"French","trier",3.5,0.134541280442127,5
"deny",1,"1300","1300","700","700","deny","dIn2",4,"7.80","4.12","2.20","Verb",6,"French","denier (now nier)",3.5,3.11534735926384e-17,17
"condemn",1,"1300","1300","700","700","condemn","k@ndEm",6,"12.50","3.53","1.96","Verb",6,"French (Anglo-Norman)","condemner",3.5,0.000505380314069954,9
"rescue",1,"1300","1300","700","700","rescue","rEskju",6,"7.17","4.68","3.17","Verb",6,"French (Anglo-Norman)","rescoure",3.5,0.00961009148863515,8
"cover",1,"1300","1300","700","700","cover","kVv@R",5,"5.42","4.86","4.23","Verb",2,"French","couvrir",3.5,0.0096100914601519,7
"enter",1,"1300","1300","700","700","enter","Ent@R",5,"5.67","4.42","3.12","Verb",2,"French","entrer",3.5,0.0288302743804557,6
"conceive",1,"1300","1300","700","700","conceive","k@nsiv",6,"10.39","3.19","2.04","Verb",12,"French","concevoir",3.5,0.000505380312572062,9
"lift",1,"1300","1300","700","700","lift","lIft",4,"4.74","4.75","3.89","Verb",2,"Old Norse","lypta",4.2093023255814,0.192299424020115,5
"cease",1,"1300","1300","700","700","cease","sis",3,"9.26","3.49","2.39","Verb",8,"French","cesser",3.5,0.0288302743804557,6
"push",1,"1300","1300","700","700","push","pUS",3,"4.26","4.92","4.21","Verb",2,"French","pousser",3.5,0.0096100914601519,7
"dance",1,"1300","1300","700","700","dance","d#ns",4,"4.63","5.12","4.32","Verb",2,"French","danser",3.5,0.0288302743804557,6
"touch",1,"1300","1300","700","700","touch","tVJ",3,"5.16","5.10","3.86","Verb",2,"French","toucher",3.5,0.0096100914601519,7
"cast",1,"1300","1300","700","700","cast","k#st",4,"7.24","4.58","3.92","Verb",4,"Old Norse","kasta",4.2093023255814,0.192299424020115,5
"carcass",1,"1299","1299","701","701","carcass","k#k@s",5,"12.25","3.45","4.46","Noun",10,"French (Anglo-Norman)","carcois",3.5,0.00961009148863515,7
"sugar",1,"1299","1568","701","432","sugar","SUg@R",5,"3.95","4.84","4.87","Noun",2,"Old French","zuchre",4.11764705882353,0.0521822808904484,6
"roast",1,"1297","1297","703","703","roast","r5st",4,"8.50","4.18","4.40","Adjective",2,"Old French","rostir",4.11764705882353,0.0521822808904484,6
"clear",1,"1297","1297","703","703","clear","kl7R",4,"5.80","5.37","3.55","Adjective",4,"French (Anglo-Norman)","cler",3.5,0.269082561681784,4
"certain",1,"1297","1297","703","703","certain","s3tH",4,"8.20","4.99","1.68","Adjective",4,"French","certain",3.5,0.0096100914601519,7
"ancestor",1,"1297","1297","703","703","ancestor","{nsEst@R",8,"8.61","3.38","3.24","Noun",2,"French (Anglo-Norman)","ancestre",3.5,0.00961009148863515,8
"second",1,"1297","1297","703","703","second","sEk@nd",6,"4.68","5.61","3.30","Noun",2,"French","second",3.5,0.0288302743804557,6
"shop",1,"1297","1297","703","703","shop","SQp",3,"5.78","5.05","4.31","Noun",2,"French (Anglo-Norman)","eschoppe",3.5,0.00961009148863515,8
"tent",1,"1297","1297","703","703","tent","tEnt",4,"5.16","4.21","4.96","Noun",2,"French","tente",3.5,0.134541280442127,5
"aunt",1,"1297","1297","703","703","aunt","#nt",3,"3.80","4.32","4.17","Noun",2,"Old French","aunte",4.11764705882353,0.104364561780897,5
"armour",1,"1297","1297","703","703","armour","#m@R",4,"7.17","3.89","4.76","Noun",NA,"French (Anglo-Norman)","armure",3.5,0.0288302744659055,6
"dinner",1,"1297","1297","703","703","dinner","dIn@R",5,"3.99","4.77","4.50","Noun",2,"Old French","disner",4.11764705882353,0.0521822808904484,6
"store",1,"1297","1297","703","703","store","st$R",4,"4.76","4.63","4.50","Noun",2,"French (Anglo-Norman)","estorer",3.5,0.00961009148863515,7
"river",1,"1297","1297","703","703","river","rIv@R",5,"4.90","4.93","4.89","Noun",2,"French (Anglo-Norman)","river",3.5,0.134541280840892,5
"judgment",1,"1297","1297","703","703","judgment","_V_m@nt",7,"8.94","4.20","1.68","Noun",6,"French","jugement",3.5,0.0096100914601519,8
"tailor",1,"1297","1297","703","703","tailor","t1l@R",5,"9.83","3.54","4.67","Noun",4,"French","tailleur",3.5,0.0096100914601519,8
"valley",1,"1297","1297","703","703","valley","v{lI",4,"7.94","4.47","4.72","Noun",2,"French","vallée",3.5,0.0288302743804557,6
"accuse",1,"1297","1297","703","703","accuse","@kjuz",5,"9.10","3.58","2.25","Verb",4,"French","accuser",3.5,0.0096100914601519,7
"marry",1,"1297","1297","703","703","marry","m{rI",4,"5.83","4.43","3.03","Verb",4,"French","marier",3.5,0.0288302743804557,6
"govern",1,"1297","1297","703","703","govern","gVvH",4,"9.53","3.57","2.21","Verb",4,"French","gouverner",3.5,0.000505380312572062,9
"destroy",1,"1297","1297","703","703","destroy","dIstr4",6,"6.70","4.24","3.08","Verb",2,"French (Anglo-Norman)","destruire",3.5,0.000505380314069954,9
"join",1,"1297","1297","703","703","join","_4n",3,"5.83","5.10","2.86","Verb",2,"French","joindre",3.5,0.0096100914601519,7
"punishment",1,"1292","1292","708","708","punishment","pVnISm@nt",9,"5.47","4.06","2.46","Noun",4,"French (Anglo-Norman)","punisement",3.5,4.49959009150059e-05,10
"damage",1,"1292","1292","708","708","damage","d{mI_",5,"7.20","4.81","3.20","Noun",4,"Old French","damage",4.11764705882353,0.0521822808904484,6
"corner",1,"1292","1292","708","708","corner","k$n@R",5,"5.21","4.96","4.61","Noun",2,"French (Anglo-Norman)","corner",3.5,0.0288302744659055,6
"round",1,"1290","1290","710","710","round","r6nd",4,"4.75","5.71","3.90","Adjective",2,"French","rond",3.5,0.269082560884253,4
"face",1,"1290","1290","710","710","face","f1s",3,"3.75","5.44","4.87","Noun",2,"French (Anglo-Norman)","face",3.5,0.269082561681784,4
"piece",1,"1290","1290","710","710","piece","pis",3,"4.89","5.27","4.14","Noun",2,"French (Anglo-Norman)","peece",3.5,0.134541280840892,5
"torch",1,"1290","1290","710","710","torch","t$J",3,"7.84","4.21","4.76","Noun",6,"French","torche",3.5,0.0288302743804557,6
"host",1,"1290","1290","710","710","host","h5st",4,"8.05","4.39","3.63","Noun",2,"Old French","hoste",4.11764705882353,0.104364561780897,5
"uncle",1,"1290","1290","710","710","uncle","VNkP",4,"4.47","4.56","4.24","Noun",2,"French","oncle",3.5,0.134541280442127,5
"jewel",1,"1290","1290","710","710","jewel","_u@l",4,"6.22","3.76","4.96","Noun",2,"French (Anglo-Norman)","juel",3.5,0.269082561681784,4
"slave",1,"1290","1290","710","710","slave","sl1v",4,"7.84","3.87","4.38","Noun",2,"French","esclave",3.5,0.0096100914601519,7
"fault",1,"1290","1290","710","710","fault","f$lt",4,"6.94","4.75","2.41","Noun",4,"French","faute",3.5,0.134541280442127,5
"grape",1,"1290","1290","710","710","grape","gr1p",4,"3.94","3.54","5.00","Noun",2,"Old French","grappe",4.11764705882353,0.0521822808904484,6
"razor",1,"1290","1290","710","710","razor","r1z@R",5,"7.11","3.69","4.90","Noun",4,"French (Anglo-Norman)","razor",3.5,0.134541280840892,5
"language",1,"1290","1290","710","710","language","l{NgwI_",7,"6.79","4.82","2.35","Noun",2,"French","langage",3.5,0.0096100914601519,7
"tax",1,"1290","1290","710","710","tax","t{ks",4,"8.94","5.18","3.89","Noun",2,"French (Anglo-Norman)","taxe",3.5,0.269082561681784,4
"taste",1,"1290","1290","710","710","taste","t1st",4,"4.26","4.95","4.07","Noun",2,"Old French","taster",4.11764705882353,0.0521822808904484,6
