word,borrowing,phonology,phonlength,AoA,AoA_obj,subtlexzipf,conc,cat,source,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,age_oldest,age_youngest,age_oldest_num,age_youngest_num,age,effect,ids.code,modern.english,middle.english,old.english,old.english.length,morph_code
find,5,f2nd,4,5.78,2,5.89,2.63,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,11-320,find,finden,findan,6,M
breathe,5,briD,4,4.11,2,4.35,4.07,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-510,breathe,brethen,oro‘Ÿ,4,Z
stand,5,st{nd,5,4.39,2,5.25,4.16,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,12-150,stand,stonden,standan,7,M
chew,5,Ju,2,4.05,2,3.83,3.93,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,5-180,chew,cheuen,ce’‹owan,6,M
be,5,bi,2,5.11,2,6.8,1.85,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,,,,,NA,M
grind,5,gr2nd,5,8.37,2,3.63,3.97,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,5-560,crush,grinden,grindan,7,M
comb,5,k5m,3,5.5,2,3.59,5,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,6-910,comb,comb,camb,4,Z
come,5,kVm,3,3.32,2,6.26,2.72,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,10-480,come,comen,cuman,5,Z
freeze,5,friz,4,4.89,2,4.3,3.96,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,,,,,NA,M
know,5,n5,2,4.5,2,6.43,1.68,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-170,know,witen,witan,5,M
think,5,TINk,4,4.75,2,6.51,2.41,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-140,think,wenen,we’‹nan,5,M
weigh,5,w1,2,6.62,2,4.02,3.79,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,11-920,weigh,weien,wegan,5,M
have,5,h{v,3,3.72,2,6.9,2.18,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,11-110,have,haven,habban,6,M
dare,5,d8R,3,6.63,2,4.4,2.28,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-510,dare,durren,ne’‹‘Ÿan,5,M
sow,5,s5,2,9.67,6,3.62,4.04,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,8-310,sow,souen,sa’‹wan,5,M
hang,5,h{N,3,6.68,2,4.99,3.7,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,9-341,hang up,hongen up,onho’‹n,5,M
lick,5,lIk,3,4.3,2,3.86,4.52,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-590,lick,likken,liccian,7,M
weave,5,wiv,3,9.89,4,3.6,4.2,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,9-750,weave,breiden,wefan,5,M
laugh,5,l#f,3,3.79,2,4.77,4.21,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-250,laugh,laughen,hliehhan,8,M
go,5,g5,2,3.37,2,6.43,3.15,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,10-470,go,gon,gangan,6,M
bore,5,b$R,3,8.91,2,3.76,2.96,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,9-460,bore,boren,borian,6,M
elk,5,Elk,3,7.05,6,3.16,4.93,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,,,,,NA,M
bite,5,b2t,3,3.58,2,4.45,4.44,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-580,bite,biten,bi’‹tan,5,M
born,5,b$n,3,4.68,2,5.05,3.22,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-720,born,beren,beran,5,C
thatch,5,T{J,3,10.72,6,3.21,3.83,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,7-520,thatch,thach-e,‘Ÿí_c,3,Z
feel,5,fil,3,5.11,2,5.73,2.28,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-720,feel,felen,fe’‹lan,5,M
broken,5,br5k@n,6,#N/A,2,4.86,4.11,Verb,None,English,NA,3.450980392,0.009532476,6,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,9-261,broken,broken,brocen,6,Z
hide,5,h2d,3,4.47,2,4.66,3.21,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,12-270,hide,hiden,hy’‹dan,5,M
seek,5,sik,3,6.94,4,4.39,2.68,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,11-310,seek,sechen,se’‹can,5,M
sneeze,5,sniz,4,4.17,2,3.47,4.03,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-540,sneeze,nesen,gefnesan,8,M
leave,5,liv,3,5.58,2,5.49,2.53,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,10-490,go away,gon awei,wi’‹tan,5,M
tear,5,t8R,3,4.89,2,4.23,4.56,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-380,tear,ter-e,te’‹ar,4,M
break,5,br1k,4,5.3,2,5.23,3.71,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,9-260,break,breken,brecan,6,M
stall,5,st$l,4,7.75,4,4.18,4.37,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,3-190,stable,stal-le,steall,6,Z
love,5,lVv,3,5.17,2,5.88,2.07,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-270,love,loven,lufu,4,M
dawn,4,d$n,3,7,4,4.34,4.46,Noun,None,English,NA,3.450980392,0.390831496,3,1599,1599,401,401,1599,,14-430,dawn,dauinge,dí_gre’‹d,6,Z
drum,4,drVm,4,4.63,2,4.33,4.96,Noun,None,English,NA,3.450980392,0.324104167,4,1541,1541,459,459,1541,,18-720,drum,drom,tunnebotm(?),9,Z
monkey,4,mVNkI,5,4.21,2,4.38,4.9,Noun,None,English,NA,3.450980392,0.095324755,5,1530,1530,470,470,1530,,3-760,monkey,ape,apa,3,M
stab,4,st{b,4,6.4,4,3.87,4.07,Verb,None,English,NA,3.450980392,0.324104167,4,1530,1530,470,470,1530,,9-223,stab,stabben,stician,7,M
booty,4,butI,4,9.68,12,3.57,4.36,Noun,French contact,French,butin,3.5,0.13454128,5,1474,1474,526,526,1474,No information,20-480,booty,boti,re’‹af,4,R
paddle,4,p{dP,4,6.58,4,3.73,4.8,Noun,Latin contact,Late Latin,padela,4.833333333,0.214106395,6,1407,1407,593,593,1407,No information,10-851,paddle,,,NA,Z
blister,4,blIst@R,7,6.74,4,2.97,4.71,Noun,French contact,French (Anglo-Norman),blestre,3.5,0.009610091,7,1300,1300,700,700,1300,No information,4-855,blister,blister,blegen,6,Z
boy,4,b4,2,3.67,2,5.28,4.76,Noun,None,English,NA,3.450980392,0.142987133,2,1300,1300,700,700,1300,,2-250,boy,knave,cnapa,5,I
pick,4,pIk,3,5.26,2,5.16,3.82,Verb,None,English,NA,3.450980392,0.390831496,3,1250,1250,750,750,1250,,12-212,pick,piken,gaderian,8,M
baby,4,b1bI,4,3.84,2,5.29,5,Noun,Welsh contact,Welsh,baban,4.357142857,0.294117647,5,1230,1230,770,770,1230,Coexistence,2-280,infant,infaunt-e,cild,4,Z
trap,4,tr{p,4,6.44,2,4.22,4.3,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,20-650,trap,trappen,begrynian,9,Z
rat,4,r{t,3,5.11,2,4.23,4.85,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-630,mouse,mous,mu’‹s,3,Z
beer,4,b7R,3,6.11,4,4.47,4.88,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,5-930,beer,ber,be’‹or,4,M
wrong,4,rQN,3,4.22,2,5.58,1.83,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-740,wrong,wrong,wrang,5,Z
cliff,4,klIf,4,7.28,4,4.37,4.71,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,1-222,cliff,clif,clif,4,M
larch,4,l#J,3,13.64,14,2.6,#N/A,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,,,,,NA,M
boat,4,b5t,3,3.84,2,4.89,4.93,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-830,boat,bot,ba’‹t,3,Z
spade,4,sp1d,4,8.11,4,3.59,4.46,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,8-230,spade,spade,spadu,5,Z
choose,4,Juz,3,4.74,2,4.92,2.62,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-622,choose,chesen,ce’‹osan,6,M
brake,3,br1k,4,5.95,2,3.84,4.44,Noun,French contact,French,braquer,3.5,0.009610091,7,1772,1772,228,228,1772,Insertion,,,,,NA,Z
outrigger,3,6trIg@R,7,11.41,10,1.7,#N/A,Noun,None,Unidentified,Unidentifiable,NA,NA,14,1748,1748,252,252,1748,Insertion,10-832,outrigger,,,NA,C
shriek,3,Srik,4,8.94,6,2.78,3.97,Noun,Old Norse contact,Old Norse,skrÌ_kja,4.209302326,0.019229942,7,1577,1577,423,423,1577,Coexistence,18-180,shriek,shriken,giellan,7,M
mud,3,mVd,3,4.05,2,4.37,4.86,Noun,Dutch or Middle Low German contact,Dutch,modde,3.636363636,0.158503748,5,1400,1400,600,600,1400,Replacement,1-214,mud,mud-de,wa’‹se,4,Z
rabbit,3,r{bIt,5,3.94,2,4.39,4.93,Noun,dialectal French contact,French (Walloon),robett,4.117647059,0.052631579,6,1398,1398,602,602,1398,Replacement,3-614,rabbit,rabet,hara,4,Z
crouch,3,kr6J,4,8.5,6,3.35,4.27,Noun,French contact,French (Anglo-Norman),crochir,3.5,0.009610091,7,1394,1394,606,606,1394,No information,10-413,crouch,crouchen,,NA,M
rub,3,rVb,3,6,4,4.08,4.33,Verb,Middle Low German contact,Middle Low German,rubben,3.553571429,0.035617819,6,1377,1377,623,623,1377,Replacement,9-310,rub,gniden,gni’‹dan,6,M
gun,3,gVn,3,5.58,2,4.6,4.83,Noun,Old Norse contact,Old Norse,Gunhild,4.209302326,0.019229942,7,1339,1339,661,661,1339,Insertion,20-280,gun,gonne,,NA,M
shrimp,3,SrImp,5,7.11,4,3.63,4.8,Noun,German contact,Middle High German,schrimpen,3.591836735,0.000173658,9,1327,1327,673,673,1327,No information,,,,,NA,Z
mumble,3,mVmbP,5,7.15,4,2.58,3.69,Verb,Dutch or Middle Low German contact,Middle Low German,mummelen,3.553571429,0.002701075,8,1325,1325,675,675,1325,No information,18-160,mumble,momelen,clumian,7,M
blink,3,blINk,5,5.63,2,3.74,4.39,Verb,Dutch contact,Dutch,blenken,3.636363636,0.003531474,7,1303,1303,697,697,1303,No information,4-215,blink,blenchen,beprenan,8,M
big,3,bIg,3,2.89,2,5.94,3.66,Adjective,None,English,NA,3.450980392,0.390831496,3,1300,1300,700,700,1300,,12-550,large,muchel,micel,5,Z
crawl,3,kr$l,4,3.89,2,3.73,4.27,Verb,Old Norse contact,Old Norse,krafla,4.209302326,0.038459885,6,1300,1300,700,700,1300,No information,10-410,creep,crepen,cre’‹opan,7,M
skull,3,skVl,4,6.33,2,4.04,4.83,Noun,Old Norse contact,Old Norse,skoltr,4.209302326,0.038459885,6,1290,1290,710,710,1290,Replacement,4-202,skull,scul-le,he’‹afodpanne,11,M
war,3,w$R,3,7.67,2,5.34,3.63,Noun,French contact,French (Anglo-Norman),guerre,3.5,0.028830274,6,1154,1154,846,846,1154,Replacement,20-130,war,wer-re,wig,3,Z
potter,3,pQt@R,5,8.45,6,4.15,4.12,Noun,Latin to Germanic,Latin,pottus,4.833333333,0.207542494,6,1100,1100,900,900,1100,No information,9-710,potter,potter-e,crocwyrhta,10,O
Thursday,3,T3zdI,5,#N/A,2,4.51,3.03,Name,Old Norse contact,Old Norse,ThÌ_rsdagr,4.209302326,4.22E-05,9,1000,1000,1000,1000,1000,Replacement,14-660,Thursday,Thures-dai,‘Ÿunresdí_g,9,O
cock,3,kQk,3,11.32,4,3.98,4.79,Noun,French contact,French,coq,3.5,0.259472469,3,897,897,1103,1103,897,Insertion,3-520,cock,cok,hana,4,Z
path,3,p#T,3,6.11,2,4.48,4.41,Noun,None,Unidentified,Unidentifiable,NA,NA,14,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,10-720,path,path,sti’‹g,4,M
again,3,@gEn,4,5.78,2,5.84,2,Adverb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-350,again,ayen,eft,3,M
knife,3,n2f,3,4.15,2,4.49,4.9,Noun,Old Norse contact,Old Norse,knifr,4.209302326,0.192299424,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,Replacement,9-230,knife,knif,seax,4,Z
whale,3,w1l,3,5.47,4,4.14,4.96,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,3-663,whale,whal,hran,4,Z
soap,3,s5p,3,3.17,2,4.1,4.93,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,6-950,soap,sope,sa’‹pe,4,Z
cat,3,k{t,3,3.68,2,4.83,4.86,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic, Celtic,3-620,cat,cat,catte,5,M
trousers,2,tr6z@z,6,7.89,6,4.24,4.93,Noun,Scottish Gaelic contact,Gaelic (Scottish),triubhas,4.847826087,0.02173913,8,1681,1681,319,319,1681,Replacement,6-480,trousers,brech,bre’‹c,4,C
slip,2,slIp,4,6.17,2,4.33,4.1,Verb,Dutch contact,Dutch,slippen,3.636363636,0.003531474,7,1667,1667,333,333,1667,No information,10-420,slide,sliden,sli’‹dan,6,M
swamp,2,swQmp,5,7.95,2,3.51,4.96,Noun,Dutch or Middle Low German contact,Middle Low German,swampen,3.553571429,0.035617819,7,1624,1624,376,376,1624,Coexistence,1-380,swamp,mareis,fenn,4,Z
astonished,2,@stQnISt,8,10.58,NA,3.42,2.15,Adjective,French contact,French (Anglo-Norman),estoner,3.5,0.009610091,7,1576,1576,424,424,1576,Coexistence,16-150,surprised,wondred,a’‹blycge(n)de,10,C
rug,2,rVg,3,4.61,2,3.57,4.79,Noun,Norwegian contact,Norwegian,rugga,4.552631579,0.102040816,5,1558,1558,442,442,1558,No information,9-771,rug,tapet-e,ru’‹wa,4,M
lazy,2,l1zI,4,6.39,2,4.07,2.67,Adjective,Middle Low German contact,Middle Low German,lasich,3.553571429,0.035617819,6,1549,1549,451,451,1549,Replacement,4-920,lazy,slothful,sla’‹w,4,C
parrot,2,p{r@t,5,5.58,2,3.84,5,Noun,None,English,NA,3.450980392,0.095324755,5,1525,1525,475,475,1525,,3-592,parrot,psitak,hi’‹ce(?),4,Z
peg,2,pEg,3,6.83,6,3.67,4.93,Noun,Dutch contact,Middle Dutch,pegge,3.636363636,0.159090909,5,1440,1440,560,560,1440,Insertion,,,,,NA,Z
barter,2,b#t@R,5,10.72,12,2.85,2.96,Verb,French contact,French,barater,3.5,0.009610091,7,1440,1440,560,560,1440,Coexistence,11-830,trade,mongen,mangian,7,O
gill,2,gIl,3,7.39,2,3.88,4.33,Noun,Old Norse contact,Old Norse,gil,4.209302326,0.288449136,3,1388,1388,612,612,1388,No information,3-654,gill,gil-e,ci’‹an,4,M
scrape,2,skr1p,5,6.21,4,3.61,4.15,Verb,Old Norse contact,Old Norse,skrapa,4.209302326,0.038459885,6,1382,1382,618,618,1382,No information,5-480,scrape,scrapen,screpan,7,M
nephew,2,nEvju,5,6.37,6,3.81,4.48,Noun,French contact,French,neveu,3.5,0.13454128,5,1325,1325,675,675,1325,Insertion,2-530,nephew,neve,nefa,4,M
dig,2,dIg,3,4.19,2,4.44,4.33,Verb,French contact,French,diguer,3.5,0.028830274,6,1320,1320,680,680,1320,No information,8-220,dig,graven,grafan,6,M
rag,2,r{g,3,5.22,2,3.59,4.67,Noun,Old Norse contact,Old Norse,ragg,4.209302326,0.40382879,4,1310,1310,690,690,1310,Coexistence,6-810,handkerchief,kercher,fihl,4,Z
sling,2,slIN,4,8.67,4,3.34,4.52,Noun,Dutch or Middle Low German contact,Dutch,slinge,3.636363636,0.045286785,6,1300,1300,700,700,1300,Insertion,20-230,sling,sling-e,li‘Ÿere,6,Z
bat,2,b{t,3,4.85,2,4.3,5,Noun,Scandinavian contact,Middle North Germanic,bakka,3.591836735,0.209302326,5,1300,1300,700,700,1300,No information,3-591,bat,bakke,cwelderí_’‹de,10,Z
shore,2,S$R,3,6.93,2,4.12,4.79,Noun,Dutch or Middle Low German contact,Dutch,schÌ«re,3.636363636,0.045286785,6,1300,1300,700,700,1300,Replacement,1-270,shore,strond-e,strand,6,Z
smile,2,sm2l,4,3.51,2,4.71,4.5,Noun,Middle Low German contact,Middle Low German,*sm€Çlen,3.553571429,0.035617819,7,1300,1300,700,700,1300,Replacement,16-251,smile,smilen,smearcian,9,M
bait,2,b1t,3,7.11,2,3.7,4.45,Noun,Old Norse contact,Old Norse,beita,4.209302326,0.192299424,5,1300,1300,700,700,1300,No information,20-560,bait,bait,í_’‹s,2,Z
sweep,2,swip,4,4.2,2,3.91,3.72,Verb,Old Norse contact,Old Norse,svipa,4.209302326,0.192299424,5,1300,1300,700,700,1300,Replacement,9-370,sweep,swepen,swa’‹pan,6,M
piss,2,pIs,3,7.56,NA,3.96,4.73,Verb,French contact,French,pisser,3.5,0.028830274,6,1300,1300,700,700,1300,Insertion,4-650,urinate,pissen,mi’‹gan,5,M
cut,2,kVt,3,4.43,2,5.35,4.55,Verb,Old Norse contact,Old Norse,kuta,4.209302326,0.40382879,4,1275,1275,725,725,1275,Coexistence,9-220,cut,sheren,ceorfan,7,M
down,2,d6n,3,4.93,2,6.09,3.52,Adverb,Celtic to Germanic,Celtic,*dounon,3.210526316,0.101449275,7,1100,1100,900,900,1100,Replacement,12-030,down,doun,(a’‹)du’‹ne,5,Z
tan,2,t{n,3,7.05,2,4.06,4.29,Noun,Latin contact,Latin,tann€Åre,4.833333333,0.046120554,7,1000,1000,1000,1000,1000,Replacement,,,,,NA,I
sister,2,sIst@R,6,3.68,2,4.91,4,Noun,Old Norse contact,Old Norse,systir,4.209302326,0.038459885,6,900,900,1100,1100,before 900,Replacement,2-450,sister,suster,sweostor,8,R
cart,2,k#t,3,6.16,2,3.77,4.89,Noun,Old Norse contact,Old Norse,kartr,4.209302326,0.192299424,5,800,800,1200,1200,800,Replacement,10-750,carriage,carre,wí_gn,4,Z
pot,2,pQt,3,5.95,2,4.76,4.81,Noun,French contact,French,pot,3.5,0.259472469,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,No information,5-260,pot,pot-e,crocc(a),6,Z
cheap,2,Jip,3,7.11,2,4.65,2.11,Adjective,Latin to Germanic,Latin,caupÅç,4.833333333,0.322843879,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,Insertion,11-890,cheap,god chep-e,unde’‹ore,7,Z
gold,2,g5ld,4,7.1,2,5.1,4.81,Noun,None,Unidentified,Unidentifiable,NA,NA,14,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-640,gold,gold,gold,4,M
silver,2,sIlv@R,6,6.21,2,5.01,4.52,Noun,None,Unidentified,Unidentifiable,NA,NA,14,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-650,silver,silver,seolfor,7,Z
iron,2,2@n,3,7.32,2,4.52,4.59,Noun,None,Unidentified,Unidentifiable,NA,NA,14,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-670,iron,iren,i’‹se(r)n,5,Z
postcard,1,p5stk#d,7,6.74,2,3.72,4.93,Noun,French contact,French,carte,3.5,0.13454128,5,1870,1870,130,130,1870,Insertion,,,,,NA,C
cigarette,1,sIg@rEt,7,6.39,4,4.11,4.88,Noun,French contact,French,cigarette,3.5,0.00050538,9,1842,1842,158,158,1842,Insertion,,,,,NA,C
bus,1,bVs,3,3.85,2,4.74,4.9,Noun,Latin contact,Latin,omnibus,4.833333333,0.046120554,7,1832,1832,168,168,1832,Insertion,,,,,NA,Z
grandparent,1,gr{np8r@nt,10,5.5,NA,2.61,4.03,Noun,French contact,Latin,grandis + parens,4.833333333,2.17E-13,16,1830,1830,170,170,1830,Insertion,2-471,old woman,old-e,ealdwi’‹f,7,C
citrus,1,sItr@s,6,6.63,6,3.42,4.21,Noun,Latin contact,Latin,citrus,4.833333333,0.207542494,6,1825,1825,175,175,1825,Insertion,8-830,citrus fruit,,,NA,Z
boomerang,1,bum@r{N,7,9.79,4,3.04,4.7,Noun,Australian Aboriginal contact,Dharuk,womurrang,4.956521739,0.029411765,9,1789,1789,211,211,1789,Insertion,,,,,NA,Z
termite,1,t3m2t,5,7.94,4,2.94,4.7,Noun,NA,Latin,"term-es, -item",4.833333333,2.00E-09,14,1781,1781,219,219,NA,NA,NA,NA,NA,NA,NA,M
kangaroo,1,k{Ng@ru,7,5.55,2,3.62,4.86,Noun,Australian Aboriginal contact,Guugu Yimidhirr,gaÅÜurru,4.848484848,0.060606061,7,1773,1773,227,227,1773,Insertion,,,,,NA,M
tattoo,1,t@tu,4,7.79,2,3.78,4.71,Noun,Tahitian contact,Tahitian,t€Åtau,4.773109244,0.214285714,5,1769,1769,231,231,1769,Insertion,6-790,tattoo,mark-e,,NA,Z
lasso,1,l{su,4,8.56,4,2.7,4.74,Noun,Spanish contact,Spanish,lazo,8.051282051,0.344359985,4,1768,1768,232,232,1768,No information,,,,,NA,Z
adobe,1,@d5bI,5,12.22,4,2.28,4.19,Noun,Spanish contact,Spanish,adobar,8.051282051,0.167980481,6,1748,1748,252,252,1748,Insertion,7-640,adobe,,,NA,M
poncho,1,pQnJ5,5,8.84,8,2.41,4.97,Noun,Spanish contact,Spanish,poncho,8.051282051,0.167980481,6,1717,1717,283,283,1717,Insertion,6-411,poncho,,,NA,U
adjudicate,1,@_udIk1t,8,15.25,14,2.36,2.12,Verb,Latin contact,Latin,adiudic€Åre,4.833333333,0.000751411,10,1700,1700,300,300,1700,Replacement,21-160,judge,demen,de’‹man,5,O
vagina,1,v@_2n@,6,8.89,12,3.14,4.82,Noun,Latin contact,Latin,vagina,4.833333333,0.207542494,6,1682,1682,318,318,1682,Replacement,,,,,NA,M
caribou,1,k{rIbu,6,12.06,10,2.93,4.92,Noun,French contact,French,caribou,3.5,0.009610091,7,1665,1665,335,335,1665,Insertion,,,,,NA,M
chili,1,JIlI,4,6.61,2,2.58,4.79,Noun,Spanish contact,Spanish,chile,8.051282051,0.226773649,5,1662,1662,338,338,1662,Insertion,5-821,chili,,,NA,M
flour,1,fl6@R,5,6.89,2,4.39,4.97,Noun,French contact,French,fleur (de farine),3.5,3.12E-17,17,1660,1660,340,340,1660,Insertion,5-550,meal,mele,melu,4,Z
hut,1,hVt,3,8.1,2,3.82,4.65,Noun,French contact,French,hutte,3.5,0.13454128,5,1658,1658,342,342,1658,No information,7-130,hut,cot-e,cot(e),4,Z
turtle,1,t3tP,4,4.17,2,3.64,5,Noun,French contact,French,tortue,3.5,0.028830274,6,1657,1657,343,343,1657,Insertion,3-980,turtle,tortu,,NA,M
soup,1,sup,3,5.37,2,4.41,4.72,Noun,French contact,French,soupe,3.5,0.13454128,5,1653,1653,347,347,1653,Coexistence,5-640,soup,broth,bro‘Ÿ,4,M
pumpkin,1,pVmpkIn,7,4.78,2,3.79,4.9,Noun,French contact,French,pompion,3.5,0.009610091,7,1647,1647,353,353,1647,,8-931,pumpkin,peponis,,NA,M
electricity,1,IlEktrIs@tI,11,6.6,2,4.44,3.9,Noun,Latin contact,Late Latin,€Òlectricus,4.833333333,0.000775176,10,1646,1646,354,354,1646,Insertion,,,,,NA,C
squash,1,skwQS,5,6.94,2,3.92,4.7,Noun,Native East Coast North American contact,Narragansett,asquutasquash,4.27027027,6.68E-05,13,1643,1643,357,357,1643,Insertion,8-931,pumpkin,peponis,,NA,Z
dress,1,drEs,4,4.05,2,4.85,4.93,Noun,French contact,French,dresser,3.5,0.009610091,7,1638,1638,362,362,1638,Coexistence,6-420,woman's dress,robe,wifscru’‹d,8,Z
expensive,1,IkspEnsIv,9,6.33,4,4.79,3.13,Adjective,Latin contact,Late Latin,*expens€Çvus,4.833333333,6.16E-05,11,1634,1634,366,366,1634,Coexistence,11-880,dear,dere,de’‹ore,5,C
sculptor,1,skVlpt@R,8,9.84,6,3.51,4.09,Noun,Latin contact,Latin,sculptor,4.833333333,0.030654068,8,1634,1634,366,366,1634,No information,9-820,sculptor,graver-e,grafere (?),7,C
address,1,@drEs,5,5.15,2,4.69,3.89,Noun,French contact,French,adresse,3.5,0.009610091,7,1633,1633,367,367,1633,Insertion,,,,,NA,M
copulate,1,kQpjUl1t,8,13,12,1.84,3.13,Verb,Latin contact,Latin,copul€Åre,4.833333333,0.030654068,8,1632,1632,368,368,1632,Coexistence,4-670,have sexual intercourse,swiven,hí_’‹man,5,O
