ID,Name,Description,Contributors
ANGAATAHA,ANGAATAHA,,Søren Wichmann
ANKAVE,ANKAVE,,Søren Wichmann
ANKAVE_2,ANKAVE_2,,Julia Bischoffberger
BARUYA,BARUYA,,André Müller
BARUYA_2,BARUYA_2,,Søren Wichmann
HAMTAI,HAMTAI,,
IVORI,IVORI,,Søren Wichmann
KAMASA,KAMASA,,Søren Wichmann
KAPAU,KAPAU,,Søren Wichmann
KAWACHA,KAWACHA,,Søren Wichmann
LOHIKI,LOHIKI,,Søren Wichmann
MENYA,MENYA,,Pamela Brown
MENYA_2,MENYA_2,,Søren Wichmann
SIMBARI,SIMBARI,,
TAINAE,TAINAE,,Julia Bischoffberger
YAGWOIA,YAGWOIA,,Søren Wichmann
ASIENARA,ASIENARA,,Julia Bischoffberger
ASMAT_CENTRAL,ASMAT_CENTRAL,,Viveka Velupillai
ASMATH_NORTH,ASMATH_NORTH,,
ASMAT_YAOSAKOR,ASMAT_YAOSAKOR,,Julia Bischoffberger
CASUARINA_COAST_ASMAT,CASUARINA_COAST_ASMAT,,
CITAK,CITAK,,André Müller
KAMBERAU,KAMBERAU,,
KAMORO_2,KAMORO_2,,
PROTO_ASMAT,PROTO_ASMAT,,Viveka Velupillai
SEMPAN,SEMPAN,,Julia Bischoffberger
AGHU_2,AGHU_2,,Julia Bischoffberger
AWYU_ASUE,AWYU_ASUE,,Julia Bischoffberger
KAETI_DUMUT,KAETI_DUMUT,,André Müller
KOMBAI,KOMBAI,,Julia Bischoffberger
KOROWAI,KOROWAI,,André Müller
SAWUJ,SAWUJ,,Annkathrin Wett
SIAGHA,SIAGHA,,Søren Wichmann
SJIAGHA,SJIAGHA,,Annkathrin Wett
WAMBON,WAMBON,,André Müller
WANGGOM,WANGGOM,,Julia Bischoffberger
BINANDERE,BINANDERE,,Julia Bischoffberger
GUHU_SAMANE,GUHU_SAMANE,,Julia Bischoffberger
KORAFE_YEGHA,KORAFE_YEGHA,,Søren Wichmann
MAMBARE_RIVER,MAMBARE_RIVER,,Søren Wichmann
SUENA,SUENA,,Evgenia Korovina
TAFOTA_BARUGA,TAFOTA_BARUGA,,
ZIA,ZIA,,Evgenia Korovina
AUA,AUA,,Søren Wichmann
BOUMAI,BOUMAI,,Søren Wichmann
DOM,DOM,,Julia Bischoffberger
GAWIL,GAWIL,,Søren Wichmann
GOLIN,GOLIN,,Viveka Velupillai
IMBONGU,IMBONGU,,Julia Bischoffberger
KANDAWO,KANDAWO,,Cecil H. Brown
KUMAN,KUMAN,,Tessa de Mol-van Valen
MELPA,MELPA,,André Müller
MIDDLE_WAHGI,MIDDLE_WAHGI,,Annkathrin Wett
NARAK,NARAK,,Cecil H. Brown
SINASINA,SINASINA,,Julia Bischoffberger
UMBU_UNGU,UMBU_UNGU,,Julia Bischoffberger
DAMAL_2,DAMAL_2,,
ANGGURUK_YALI,ANGGURUK_YALI,,
HITIGIMA_DANI,HITIGIMA_DANI,,André Müller
KINIAGEIMA,KINIAGEIMA,,André Müller
LANI,LANI,,Mark Donohue and Viveka Velupillai
MID_GRAND_VALLEY_DANI,MID_GRAND_VALLEY_DANI,,
NGGEM,NGGEM,,Julia Bischoffberger
PYRAMID_WODO,PYRAMID_WODO,,André Müller
TANGMA_DANI,TANGMA_DANI,,André Müller
UPPER_PYRAMID_DANI,UPPER_PYRAMID_DANI,,André Müller
WANO,WANO,,André Müller
YALI_PASS_VALLEY,YALI_PASS_VALLEY,,Julia Bischoffberger
DEM_2,DEM_2,,
BOGAYA,BOGAYA,,Mark Donohue and Oleg Belyaev
DUNA,DUNA,,Mark Donohue and Oleg Belyaev
AGARABI,AGARABI,,Søren Wichmann
ALEKANO,ALEKANO,,Evgenia Korovina
ASARO,ASARO,,Søren Wichmann
AUYANA,AUYANA,,Cecil H. Brown
AWA,AWA,,Cecil H. Brown
AWA_2,AWA_2,,Annkathrin Wett
BENABENA,BENABENA,,Cecil H. Brown
BINUMARIEN,BINUMARIEN,,Søren Wichmann
DANO,DANO,,Julia Bischoffberger
FORE,FORE,,Cecil H. Brown
GADSUP_AGARABI,GADSUP_AGARABI,,Søren Wichmann
GADSUP,GADSUP,,Cecil H. Brown
GAFUKU,GAFUKU,,Søren Wichmann
GAHUKU_ASARO,GAHUKU_ASARO,,Søren Wichmann
GAHUKU,GAHUKU,,Søren Wichmann
GENDE,GENDE,,Julia Bischoffberger
GIMI,GIMI,,Søren Wichmann
ISABI,ISABI,,Cecil H. Brown
KAMANO_KAFE,KAMANO_KAFE,,
N_TAIRORA,N_TAIRORA,,
SIANE,SIANE,,Annkathrin Wett
TAIRORA_BINUMARIEN,TAIRORA_BINUMARIEN,,Søren Wichmann
WAFFA,WAFFA,,Cecil H. Brown
YABIYUFA,YABIYUFA,,Søren Wichmann
YAGARIA,YAGARIA,,Cecil H. Brown
YATE,YATE,,Søren Wichmann
ANGAL,ANGAL,,Matthew S. Dryer and Julia Bischoffberger
BISORIO_2,BISORIO_2,,Julia Bischoffberger
ENGA,ENGA,,Cecil H. Brown
HULI_HOLE,HULI_HOLE,,Søren Wichmann
HULI,HULI,,Søren Wichmann
INIAI,INIAI,,Søren Wichmann
KEWA,KEWA,,Julia Bischoffberger
KEWA_EAST,KEWA_EAST,,Julia Bischoffberger
KEWA_S_POLE,KEWA_S_POLE,,Søren Wichmann
KYAKA_ENGA,KYAKA_ENGA,,Annkathrin Wett
LEMBENA,LEMBENA,,Julia Bischoffberger
MAIBI,MAIBI,,Søren Wichmann
POLE,POLE,,Søren Wichmann
SAU,SAU,,Julia Bischoffberger
YARIBA,YARIBA,,Søren Wichmann
FASU,FASU,,André Müller
NAMUMI,NAMUMI,,Mark Donohue and Oleg Belyaev
ASARO7O,ASARO7O,,Matthew S. Dryer
AWARA,AWARA,,Cecil H. Brown
BORONG,BORONG,,Cecil H. Brown
BURUM,BURUM,,Søren Wichmann
BURUM_MINDIK,BURUM_MINDIK,,
DEDUA,DEDUA,,Viveka Velupillai and Søren Wichmann
DEGENAN,DEGENAN,,Matthew S. Dryer
FORAK,FORAK,,Matthew S. Dryer
GWAHATIKE,GWAHATIKE,,Matthew S. Dryer
HUBE,HUBE,,Viveka Velupillai and Søren Wichmann
IYO,IYO,,Matthew S. Dryer
KATE,KATE,,Viveka Velupillai and Søren Wichmann and Matthew S. Dryer
KOMBA,KOMBA,,Viveka Velupillai and Søren Wichmann
KOSORONG,KOSORONG,,Søren Wichmann
MA_MANDA,MA_MANDA,,Matthew S. Dryer
MAPE,MAPE,,Cecil H. Brown
MAPE_2,MAPE_2,,Søren Wichmann
MIGABAC,MIGABAC,,Viveka Velupillai
MINDIK,MINDIK,,Søren Wichmann
MOMOLILI,MOMOLILI,,Viveka Velupillai and Søren Wichmann
MUNGKIP,MUNGKIP,,Matthew S. Dryer
MURATAYAK,MURATAYAK,,Matthew S. Dryer
NABAK,NABAK,,Viveka Velupillai and Søren Wichmann
NAKAME,NAKAME,,Matthew S. Dryer
NANKINA,NANKINA,,Annkathrin Wett
NEK,NEK,,Viveka Velupillai
NUK,NUK,,Matthew S. Dryer
NUKNA,NUKNA,,Viveka Velupillai
NUMANGGANG,NUMANGGANG,,Matthew S. Dryer
NUNGON,NUNGON,,Matthew S. Dryer
ONO,ONO,,Viveka Velupillai and Søren Wichmann
RAWA,RAWA,,Julia Bischoffberger
SELEPET,SELEPET,,Viveka Velupillai and Søren Wichmann
TIMBE,TIMBE,,Viveka Velupillai and Søren Wichmann
TOBO,TOBO,,Viveka Velupillai and Søren Wichmann
URI_PAPUA_NEW_GUINEA,URI_PAPUA_NEW_GUINEA,,Matthew S. Dryer
WANTOAT,WANTOAT,,André Müller
YOPNO,YOPNO,,Viveka Velupillai
AFOA,AFOA,,Søren Wichmann
FUYUG_GAGAGRA,FUYUG_GAGAGRA,,Matthew S. Dryer and Julia Bischoffberger
KUNIMAIPA,KUNIMAIPA,,Julia Bischoffberger
MAFULU,MAFULU,,Søren Wichmann
TAUADE,TAUADE,,Julia Bischoffberger
AOMIE,AOMIE,,Viveka Velupillai
BARAI,BARAI,,Viveka Velupillai
ESE_MANAGALASI,ESE_MANAGALASI,,Cecil H. Brown
KOIARI,KOIARI,,Viveka Velupillai
KOIARI_2,KOIARI_2,,Annkathrin Wett
KOITA,KOITA,,Viveka Velupillai
MOUNTAIN_KOIARI,MOUNTAIN_KOIARI,,Viveka Velupillai
MOUNTAIN_KOIARI_2,MOUNTAIN_KOIARI_2,,Viveka Velupillai
PROTO_KOIARIAN,PROTO_KOIARIAN,,Julia Bischoffberger
FOE,FOE,,Søren Wichmann
ABASAKUR,ABASAKUR,,Cecil H. Brown
AMAIMON,AMAIMON,,Cecil H. Brown
AMELE,AMELE,,Cecil H. Brown
ANGAUA,ANGAUA,,Cecil H. Brown
ARAWUM,ARAWUM,,Cecil H. Brown
ASAS,ASAS,,Cecil H. Brown
ATEMPLE,ATEMPLE,,Cecil H. Brown
BAGUPI,BAGUPI,,Cecil H. Brown
BAIMAK,BAIMAK,,Cecil H. Brown
BARGAM,BARGAM,,
BAU,BAU,,Cecil H. Brown
BEMAL,BEMAL,,Cecil H. Brown
BEPOUR,BEPOUR,,Cecil H. Brown
BILAKURA,BILAKURA,,Cecil H. Brown
BIYOM,BIYOM,,Cecil H. Brown
BOM,BOM,,Cecil H. Brown
BONGU,BONGU,,Cecil H. Brown
BUNABUN,BUNABUN,,Cecil H. Brown
DANARU,DANARU,,Cecil H. Brown
DIMIR,DIMIR,,Cecil H. Brown
DUDUELA,DUDUELA,,Cecil H. Brown
DUMPU,DUMPU,,Cecil H. Brown
EMERUM,EMERUM,,Cecil H. Brown
ERIMA,ERIMA,,Cecil H. Brown
FAITA,FAITA,,Cecil H. Brown
GAL,GAL,,Cecil H. Brown
GANGLAU,GANGLAU,,Cecil H. Brown
GARUH,GARUH,,Cecil H. Brown
GARUS,GARUS,,Cecil H. Brown
GIRAWA,GIRAWA,,Cecil H. Brown
GUMALU,GUMALU,,Cecil H. Brown
HINIHON,HINIHON,,Cecil H. Brown
IKUNDUN,IKUNDUN,,Cecil H. Brown
ISEBE,ISEBE,,Cecil H. Brown
JILIM,JILIM,,Cecil H. Brown
KALAM,KALAM,,Julia Bischoffberger
KAMBA,KAMBA,,Cecil H. Brown
KARE,KARE,,Cecil H. Brown
KATIATI,KATIATI,,Cecil H. Brown
KESAWAI,KESAWAI,,Cecil H. Brown
KOBON,KOBON,,Viveka Velupillai
KOGUMAN,KOGUMAN,,Cecil H. Brown
KOLOM,KOLOM,,Cecil H. Brown
KORAK,KORAK,,Cecil H. Brown
KOWAKI,KOWAKI,,Cecil H. Brown
KWATO,KWATO,,Cecil H. Brown
LEMIO,LEMIO,,Cecil H. Brown
MALAS,MALAS,,Cecil H. Brown
MALE_PAPUANG,MALE_PAPUANG,,
MATEPI,MATEPI,,Cecil H. Brown
MAWAK,MAWAK,,Cecil H. Brown
MAWAN,MAWAN,,Cecil H. Brown
MOERE,MOERE,,Cecil H. Brown
MORESADA,MORESADA,,Cecil H. Brown
MOSIMO,MOSIMO,,Cecil H. Brown
MUGIL,MUGIL,,Cecil H. Brown
MUNIT,MUNIT,,Cecil H. Brown
MURUPI,MURUPI,,Cecil H. Brown
MUSAK,MUSAK,,Cecil H. Brown
MUSAR,MUSAR,,Cecil H. Brown
NAKE,NAKE,,Cecil H. Brown
OSUM,OSUM,,Cecil H. Brown
PANIM,PANIM,,Cecil H. Brown
PARAWEN,PARAWEN,,Cecil H. Brown
PAYNAMAR,PAYNAMAR,,Cecil H. Brown
PAY,PAY,,Cecil H. Brown
PILA,PILA,,Cecil H. Brown
PONDOMA,PONDOMA,,Cecil H. Brown
PULABU,PULABU,,Cecil H. Brown
RAPTING,RAPTING,,Cecil H. Brown
REMPI,REMPI,,Cecil H. Brown
RERAU,RERAU,,Cecil H. Brown
SAEP,SAEP,,Cecil H. Brown
SAKI,SAKI,,Cecil H. Brown
SAMOSA,SAMOSA,,Cecil H. Brown
SARUGA,SARUGA,,Cecil H. Brown
SAUSI,SAUSI,,Cecil H. Brown
SIHAN,SIHAN,,Cecil H. Brown
SILEIBI,SILEIBI,,Cecil H. Brown
SILOPI,SILOPI,,Cecil H. Brown
SINSAURU,SINSAURU,,Cecil H. Brown
SONGUM,SONGUM,,Cecil H. Brown
SUMAU,SUMAU,,Cecil H. Brown
SUROI,SUROI,,Cecil H. Brown
TANI,TANI,,Cecil H. Brown
TAUYA,TAUYA,,Cecil H. Brown
UKURIGUMA,UKURIGUMA,,
ULINGAN,ULINGAN,,Cecil H. Brown
URIGINA,URIGINA,,Cecil H. Brown
USINO,USINO,,Cecil H. Brown
USU,USU,,Cecil H. Brown
UTU,UTU,,Cecil H. Brown
WADAGINAM,WADAGINAM,,Cecil H. Brown
WAMAS,WAMAS,,Cecil H. Brown
WANAMBRE,WANAMBRE,,Cecil H. Brown
WANUMA,WANUMA,,Cecil H. Brown
WASKIA,WASKIA,,Cecil H. Brown
YABEN,YABEN,,Cecil H. Brown
YABONG,YABONG,,Cecil H. Brown
YANGULAM,YANGULAM,,Cecil H. Brown
YARAWATA,YARAWATA,,Cecil H. Brown
YOIDIK,YOIDIK,,Cecil H. Brown
BINAHARI,BINAHARI,,Julia Bischoffberger
DOMU,DOMU,,Søren Wichmann
DOMU_2,DOMU_2,,Julia Bischoffberger
LAUA,LAUA,,Søren Wichmann
MAILU,MAILU,,André Müller
MAILU_2,MAILU_2,,Matthew S. Dryer
MORAWA,MORAWA,,Julia Bischoffberger
MAIRASI,MAIRASI,,Julia Bischoffberger and Søren Wichmann
MER,MER,,Julia Bischoffberger and Søren Wichmann
SEMIMI,SEMIMI,,Julia Bischoffberger and Søren Wichmann
DOROMU_ARAMAIKA,DOROMU_ARAMAIKA,,Søren Wichmann
DOROMU_BAREIKA,DOROMU_BAREIKA,,Søren Wichmann
DOROMU_LOFAIKA,DOROMU_LOFAIKA,,Søren Wichmann
DOROMU,DOROMU,,Søren Wichmann
MARIA_MARANOMU_1,MARIA_MARANOMU_1,,Søren Wichmann
MARIA,MARIA,,Søren Wichmann
EIPOMEK,EIPOMEK,,Zarina Molochieva
KETENGBAN_BIME,KETENGBAN_BIME,,Julia Bischoffberger
KORUPUN_SELA,KORUPUN_SELA,,
NALCA,NALCA,,Julia Bischoffberger
UNA,UNA,,Julia Bischoffberger
YALE_KOSAREK,YALE_KOSAREK,,Annkathrin Wett
MOMUNA,MOMUNA,,Julia Bischoffberger
MOR_2,MOR_2,,Mark Donohue and Søren Wichmann
ARAMMBA,ARAMMBA,,Darja Appelganz
ANGIYAKMIN_FAIWOL,ANGIYAKMIN_FAIWOL,,
BIMIN,BIMIN,,Cecil H. Brown
DIGOELEESCH,DIGOELEESCH,,Annkathrin Wett
DIGUL_MUYU,DIGUL_MUYU,,André Müller
KOMYANDARET,KOMYANDARET,,Julia Bischoffberger
METOMKA_MUYU,METOMKA_MUYU,,André Müller
MIAN,MIAN,,Viveka Velupillai
NAKAI,NAKAI,,Julia Bischoffberger
NGALUM,NGALUM,,Julia Bischoffberger
NGALUM_2,NGALUM_2,,Julia Bischoffberger
NINATIE_MUYU,NINATIE_MUYU,,André Müller
NINGGIRUM_KAWOMA,NINGGIRUM_KAWOMA,,Viveka Velupillai
TANGKO,TANGKO,,Julia Bischoffberger
TELEFOL,TELEFOL,,Cecil H. Brown
TIFAL,TIFAL,,André Müller
TTSAKWAMBO,TTSAKWAMBO,,Julia Bischoffberger
WAGARABAI,WAGARABAI,,André Müller
YONGGOM,YONGGOM,,Julia Bischoffberger
TANAHMERAH,TANAHMERAH,,
MAKAYAM,MAKAYAM,,
PROTO_TRANS_NEW_GUINEA,PROTO_TRANS_NEW_GUINEA,,
WIRU,WIRU,,Søren Wichmann
DAO,DAO,,Julia Bischoffberger
KAPAUKU,KAPAUKU,,Cecil H. Brown
MONI_2,MONI_2,,Julia Bischoffberger
WOLANI,WOLANI,,Julia Bischoffberger
MENA,MENA,,Julia Bischoffberger
OMATI,OMATI,,Julia Bischoffberger
RUMU,RUMU,,André Müller
HARUAI,HARUAI,,Julia Bischoffberger
PINAI_HAGAHAI_ARAMO,PINAI_HAGAHAI_ARAMO,,Julia Bischoffberger
PINAI_HAGAHAI_PINAI_1,PINAI_HAGAHAI_PINAI_1,,Julia Bischoffberger
USKU,USKU,,Annkathrin Wett
ANEM,ANEM,,Agustina Carrizo
PELE_ATA,PELE_ATA,,Julia Bischoffberger
KENABOI_1,KENABOI_1,,
IHA,IHA,,Mark Donohue and Søren Wichmann
KARAS,KARAS,,Mark Donohue and Søren Wichmann
MBAHAM,MBAHAM,,Søren Wichmann and Mark Donohue
RAPOISI,RAPOISI,,
ROTOKAS,ROTOKAS,,Matthias Urban
HATAM,HATAM,,Cecil H. Brown
MPUR,MPUR,,Cecil H. Brown
ABUN,ABUN,,Søren Wichmann
KARON_DORI,KARON_DORI,,Julia Bischoffberger
MAI_BRAT,MAI_BRAT,,André Müller
BOBAWA,BOBAWA,,Annkathrin Wett
GALELA,GALELA,,Julia Bischoffberger
GALELA_2,GALELA_2,,Julia Bischoffberger
LODA,LODA,,Søren Wichmann
LOLODA,LOLODA,,Julia Bischoffberger
MADOLE,MADOLE,,Søren Wichmann
MALAPA,MALAPA,,Annkathrin Wett
MODOLE,MODOLE,,Søren Wichmann
MODOLE_2,MODOLE_2,,Julia Bischoffberger
NGOFABOBAWA,NGOFABOBAWA,,Annkathrin Wett
PAGU,PAGU,,Søren Wichmann
SABALE,SABALE,,Annkathrin Wett
SAHU,SAHU,,Søren Wichmann
TABARU,TABARU,,Søren Wichmann
TAGONO,TAGONO,,Annkathrin Wett
TAFASOHO,TAFASOHO,,Annkathrin Wett
TALAPAO,TALAPAO,,Annkathrin Wett
TIDORE,TIDORE,,Søren Wichmann
TOBELO_2,TOBELO_2,,
WEST_MAKIAN,WEST_MAKIAN,,Annkathrin Wett
KALABRA_2,KALABRA_2,,
MOI,MOI,,Julia Bischoffberger
MORAID_2,MORAID_2,,
SEGET,SEGET,,Julia Bischoffberger
TEHIT,TEHIT,,Julia Bischoffberger
BINE_KUNINI,BINE_KUNINI,,
GIZRRA_KUPERE,GIZRRA_KUPERE,,Julia Bischoffberger
GIZRRA_TOGO,GIZRRA_TOGO,,Julia Bischoffberger
GIZRRA_WAIDORO,GIZRRA_WAIDORO,,Julia Bischoffberger
MERIAM,MERIAM,,
UME,UME,,Julia Bischoffberger
WIPI_ABAM,WIPI_ABAM,,
WIPI_DOROGORI,WIPI_DOROGORI,,
WIPI_GAMAEWE,WIPI_GAMAEWE,,
WIPI_GUIAM,WIPI_GUIAM,,
WIPI_IAMEGA,WIPI_IAMEGA,,
WIPI_KAPAL,WIPI_KAPAL,,
WIPI_KURU,WIPI_KURU,,
WIPI_PEAWA,WIPI_PEAWA,,
WIPI_PODARI,WIPI_PODARI,,
WIPI_WIPIM,WIPI_WIPIM,,
WIPI_WONIE,WIPI_WONIE,,
WIPI_YUTA,WIPI_YUTA,,
NAGATIMAN,NAGATIMAN,,Annkathrin Wett
ANEME_WAKE,ANEME_WAKE,,Julia Bischoffberger
MOIKODI,MOIKODI,,Julia Bischoffberger
YAREBA,YAREBA,,Cecil H. Brown
AMBADAIRU,AMBADAIRU,,Viveka Velupillai
ARIEPI,ARIEPI,,Viveka Velupillai
KONTI_UNAI,KONTI_UNAI,,
MARIADEI,MARIADEI,,Viveka Velupillai
SARAWANDORI,SARAWANDORI,,Viveka Velupillai
TINDARET,TINDARET,,Viveka Velupillai
YELETNYE,YELETNYE,,Søren Wichmann
PUNGUPUNGU,PUNGUPUNGU,,Robert Mailhammer
WADJIGINY,WADJIGINY,,Robert Mailhammer
WADYGINY,WADYGINY,,Robert Mailhammer
BUNABA,BUNABA,,
GOONIYANDI,GOONIYANDI,,Viveka Velupillai
LARRAKIA,LARRAKIA,,
LIMILNGAN,LIMILNGAN,,Robert Mailhammer
KAMOR,KAMOR,,Robert Mailhammer
MATNGALA,MATNGALA,,Robert Mailhammer
YUNGGOR,YUNGGOR,,Robert Mailhammer
GAAGUDJU,GAAGUDJU,,Robert Mailhammer and Søren Wichmann
GARAWA,GARAWA,,Viveka Velupillai
ERRE,ERRE,,Zarina Molochieva
MANGERR,MANGERR,,
URNINGANGG,URNINGANGG,,Søren Wichmann
INGURA,INGURA,,Søren Wichmann
DJAUAN,DJAUAN,,Søren Wichmann
BUAN,BUAN,,Søren Wichmann
GUNBALANG_WARLANG,GUNBALANG_WARLANG,,Søren Wichmann
GUNWINGGU_MANYALLALUK_MAYALI,GUNWINGGU_MANYALLALUK_MAYALI,,
GUNWINGGU_GUN_DJEIHMI,GUNWINGGU_GUN_DJEIHMI,,
GUNWINGGU_KUNE,GUNWINGGU_KUNE,,
GUNWINGGU_KUNWINJKU,GUNWINGGU_KUNWINJKU,,
GUNWINGGU_KUNINJKU,GUNWINGGU_KUNINJKU,,
NGALAKAN,NGALAKAN,,Robert Mailhammer
NGANDI,NGANDI,,Robert Mailhammer
NUNGGUBUYU,NUNGGUBUYU,,Cecil H. Brown
RAINBARNGO,RAINBARNGO,,Søren Wichmann
WARAY,WARAY,,
AMURDAK,AMURDAK,,Viveka Velupillai and Robert Mailhammer
IWAIDJA,IWAIDJA,,Robert Mailhammer
MAWNG,MAWNG,,
KITJA,KITJA,,Robert Mailhammer
MIRIWUNG,MIRIWUNG,,Zarina Molochieva
KUNKARAKANY,KUNKARAKANY,,Søren Wichmann
DJINGILI,DJINGILI,,Cecil H. Brown and Søren Wichmann
DJAMINDJUNG,DJAMINDJUNG,,Robert Mailhammer
GUDANJI,GUDANJI,,
WAMBAYA,WAMBAYA,,Viveka Velupillai
ALAWA,ALAWA,,Søren Wichmann
MANGARAYI,MANGARAYI,,
MARA,MARA,,Zarina Molochieva
WANDARANG,WANDARANG,,
BURARRA,BURARRA,,Robert Mailhammer
GURAGONE,GURAGONE,,Julia Bischoffberger
NAKARA,NAKARA,,Julia Bischoffberger
DJEEBBANA,DJEEBBANA,,
MARGU,MARGU,,Søren Wichmann
MULLUKMULLUK,MULLUKMULLUK,,Robert Mailhammer
TYARAITY,TYARAITY,,Robert Mailhammer
BARDI,BARDI,,Robert Mailhammer
YAWURU,YAWURU,,Agustina Carrizo
ADNYAMATHANHA,ADNYAMATHANHA,,Zarina Molochieva
AKARA,AKARA,,Julia Bischoffberger
ALYAWARR_ALYAWARA,ALYAWARR_ALYAWARA,,Julia Bischoffberger
ALYAWARR_MACDONALDDOWNS_ALYAWARA,ALYAWARR_MACDONALDDOWNS_ALYAWARA,,Julia Bischoffberger
ALYAWARRA,ALYAWARRA,,Dmitry Egorov
ANMATYERRE,ANMATYERRE,,
ARABANA,ARABANA,,Zarina Molochieva
ARANDA,ARANDA,,Julia Bischoffberger
ARRARNTA_WESTERN,ARRARNTA_WESTERN,,Julia Bischoffberger
ARRERNTE_CENTRAL,ARRERNTE_CENTRAL,,Zarina Molochieva
ARRERNTE_EASTERN,ARRERNTE_EASTERN,,Zarina Molochieva
ARRERNTE_EASTERN_2,ARRERNTE_EASTERN_2,,Julia Bischoffberger
BADJIRRI,BADJIRRI,,
BANGGARLA,BANGGARLA,,Julia Bischoffberger
DARLING,DARLING,,
DIYARI,DIYARI,,Søren Wichmann
KAURNA,KAURNA,,Zarina Molochieva
KAYTETYE,KAYTETYE,,
KAYTETYE_2,KAYTETYE_2,,
LOWER_ARANDA,LOWER_ARANDA,,Julia Bischoffberger
MALYANGAPA,MALYANGAPA,,Zarina Molochieva
NARUNGGA,NARUNGGA,,Julia Bischoffberger
NGAMINI,NGAMINI,,Julia Bischoffberger
NUGUNU_AUSTRALIA,NUGUNU_AUSTRALIA,,Julia Bischoffberger
PITTA_PITTA,PITTA_PITTA,,André Müller
PUNTHAMARA,PUNTHAMARA,,Annkathrin Wett
SOUTHERN_ARANDA,SOUTHERN_ARANDA,,Julia Bischoffberger
WANGGANGURU,WANGGANGURU,,Julia Bischoffberger
WESTERN_ARRERNTE,WESTERN_ARRERNTE,,
WIRANGU,WIRANGU,,Zarina Molochieva
YANDRUWANDHA,YANDRUWANDHA,,Zarina Molochieva
BIGAMBAL,BIGAMBAL,,Julia Bischoffberger
GUYAMBAL,GUYAMBAL,,Julia Bischoffberger
YUGAMBAL,YUGAMBAL,,
AGHU_THARRNGGALA,AGHU_THARRNGGALA,,Julia Bischoffberger
BAYALI,BAYALI,,
BIDJARA,BIDJARA,,Robert Mailhammer
BIRI,BIRI,,Julia Bischoffberger
BIRRI_AUSTRALIA,BIRRI_AUSTRALIA,,Søren Wichmann
DYAABUGAY,DYAABUGAY,,Zarina Molochieva
DYIRBAL,DYIRBAL,,Zarina Molochieva
GANGULU,GANGULU,,Zarina Molochieva
GUGU_BUJUN,GUGU_BUJUN,,Annkathrin Wett
GUNYA,GUNYA,,Julia Bischoffberger
GUUGU_YIMIDHIR,GUUGU_YIMIDHIR,,
GUWAMU,GUWAMU,,Julia Bischoffberger
KALA_LAGGAW_YA,KALA_LAGGAW_YA,,Sebastian Sauppe
KALKUTUNG,KALKUTUNG,,Julia Bischoffberger
KANJU,KANJU,,Julia Bischoffberger
KERAMIN,KERAMIN,,Julia Bischoffberger
KOKO_YALANDJI,KOKO_YALANDJI,,
KUKU_UWANH,KUKU_UWANH,,Zarina Molochieva
KUNGGARI,KUNGGARI,,
KUNJEN,KUNJEN,,Julia Bischoffberger
KUUKU_YAU,KUUKU_YAU,,
LAMALAMA_COASTAL,LAMALAMA_COASTAL,,Viveka Velupillai
LAMALAMA_INLAND,LAMALAMA_INLAND,,Viveka Velupillai
LENINGITIJ,LENINGITIJ,,Julia Bischoffberger
LINNGITHIGH,LINNGITHIGH,,Søren Wichmann
MARGANY,MARGANY,,Zarina Molochieva
MAYAGUDUNA,MAYAGUDUNA,,André Müller
MAYI_THAKURTI,MAYI_THAKURTI,,
MAYI_YAPI,MAYI_YAPI,,
MAYKULAN,MAYKULAN,,André Müller
MBABARAM,MBABARAM,,
MPAKWITHI_ANGUTHIMRI,MPAKWITHI_ANGUTHIMRI,,Zarina Molochieva
NGANYAYWANA,NGANYAYWANA,,Julia Bischoffberger
NGAWUN,NGAWUN,,André Müller
NYAWAYGI,NYAWAYGI,,André Müller
PARIMANKUTINMA,PARIMANKUTINMA,,Viveka Velupillai
THAYORE,THAYORE,,Agustina Carrizo
UMBUYKAMU,UMBUYKAMU,,Viveka Velupillai
URADHI_ANGKAMUTHI,URADHI_ANGKAMUTHI,,André Müller
URADHI_ATAMPAYA,URADHI_ATAMPAYA,,André Müller
URADHI_YADHAYKENU,URADHI_YADHAYKENU,,André Müller
WARGAMAY,WARGAMAY,,Zarina Molochieva
WARUNGU,WARUNGU,,
WIK_MUNGKAN,WIK_MUNGKAN,,
WIRRI,WIRRI,,Søren Wichmann
WULGURU,WULGURU,,
YALARNNGA,YALARNNGA,,André Müller and Viveka Velupillai
YIDINY,YIDINY,,Zarina Molochieva
YIR_YORONT,YIR_YORONT,,
YITHA_YITHA,YITHA_YITHA,,Julia Bischoffberger
AWABAKAL,AWABAKAL,,Zarina Molochieva
BARRANBIYA,BARRANBIYA,,Julia Bischoffberger
BIRRDHAWAL,BIRRDHAWAL,,Julia Bischoffberger
BUNGANDITJ,BUNGANDITJ,,Zarina Molochieva
CAMBERRA_LANGUAGE,CAMBERRA_LANGUAGE,,Julia Bischoffberger
COLAC,COLAC,,Zarina Molochieva
DARRKINYUNG,DARRKINYUNG,,Zarina Molochieva
DHUDHUROA,DHUDHUROA,,Julia Bischoffberger
DHURGA,DHURGA,,Zarina Molochieva
DJADJALA,DJADJALA,,Viveka Velupillai
DUUNGIDJAWU,DUUNGIDJAWU,,
DYANGADI,DYANGADI,,
GAMILARAAY,GAMILARAAY,,André Müller
