ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
DEHONG,Dehong,,23.5,100.5,tain1252,tdd
DEHONG_TAI_NUEA,Dehong Tai Nuea,,23.5,100.5,tain1252,tdd
DIOI,Dioi,,17.58,103.75,yoyy1238,yoy
DONGMEN_MULAM,Dongmen Mulam,,25.0,108.0,mula1253,mlm
DONGYING_LINGAO,Dongying Lingao,,19.91,109.68,ling1262,onb
FANGCUN_MAK,Fangcun Mak,,25.53,107.78,makc1235,mkg
FUSUI_CENTRAL_HONGSHUIHE_ZHUANG,Fusui Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
GUIGANG_CENTRAL_HONGSHUIHE_ZHUANG,Guigang Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
HAWYIENGZ_ZHUANG,Hawyiengz Zhuang,,23.73,108.23,cent2009,zch
JINGHONG_TAI_LUE,Jinghong Tai Lue,,22.01,100.8,luuu1242,khb
JINGHONG_TAI_LUE_2,Jinghong Tai Lue 2,,22.0,100.77,luuu1242,khb
JINPING_TAI,Jinping Tai,,22.78,103.23,taid1250,twh
KAM,Kam,,26.0,108.5,nort2735,doc
KAM_ZHANGLU,Kam Zhanglu,,26.0,108.5,nort2735,doc
KHAMTI,Khamti,,25.9,95.75,kham1290,kht
KHAMYANG,Khamyang,,26.89,93.99,kham1291,ksu
KHORAT_THAI,Khorat Thai,,14.98,102.1,thai1261,tha
LAIBIN_CENTRAL_HONGSHUIHE_ZHUANG,Laibin Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
LALIU_MAK,Laliu Mak,,25.4,107.9,makc1235,mkg
LALIU_MAK_2,Laliu Mak 2,,25.26,107.75,makc1235,mkg
LAMPANG_THAI,Lampang Thai,,18.3,99.5,nort2740,nod
LAO,Lao,,18.0,103.0,laoo1244,lao
LAOTIEN,Laotien,,18.0,103.0,laoo1244,lao
LIANSHAN_CENTRAL_HONGSHUIHE_ZHUANG,Lianshan Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
LINCHENG_LINGAO,Lincheng Lingao,,19.9,109.68,ling1262,onb
LONGAN_CENTRAL_HONGSHUIHE_ZHUANG,Longan Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
LONGZHOU_ZHUANG,Longzhou Zhuang,,22.35,106.85,zuoj1238,zzj
LU,Lu,,22.0,100.67,luuu1242,khb
LUE_CHIENG_HUNG,Lue Chieng Hung,,22.0,100.67,luuu1242,khb
LUE_MUONG_YONG,Lue Muong Yong,,22.0,100.67,luuu1242,khb
LUNG_CHOW,Lung Chow,,22.5,106.8,zuoj1238,zzj
LUNG_MING,Lung Ming,,22.5,106.8,zuoj1238,zzj
LUOCHENG_MULAO,Luocheng Mulao,,24.78,108.9,mula1253,mlm
LVCHUN_TAI,Lvchun Tai,,22.99,102.39,taih1246,tiz
MAGUAN_TAI,Maguan Tai,,23.01,104.39,taih1246,tiz
MAK,Mak,,25.6,107.6,makc1235,mkg
MANGSHI_TAI,Mangshi Tai,,24.43,98.59,tain1252,tdd
MAONAN,Maonan,,24.96,108.0,maon1241,mmd
MENGLIAN_TAI,Menglian Tai,,22.33,99.58,tain1252,tdd
MULAO,Mulao,,25.0,108.0,mula1253,mlm
NINGMING_YONGNAN_ZHUANG,Ningming Yongnan Zhuang,,22.1,107.59,yong1275,zyn
NORTHERN_SHAN,Northern Shan,,23.7,98.03,shan1277,shn
NUNG,Nung,,21.92,106.42,nung1283,nut
ONG_BE,Ong Be,,19.0,110.0,ling1262,onb
PO_AI,Po Ai,,22.42,104.75,bouy1240,pcc
PROTO_KAM_SUI,Proto Kam Sui,,,,,
PROTO_KAM_SUI_2,Proto Kam Sui 2,,,,,
PROTO_LAKKJA,Proto Lakkja,,24.11,110.11,,
PROTO_SOUTHERNWESTERN_TAI,Proto Southernwestern Tai,,,,,
PROTO_TAI,Proto Tai,,,,,
QINZHOU_CENTRAL_HONGSHUIHE_ZHUANG,Qinzhou Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
SAEK,Saek,,17.42,104.75,saek1240,skb
SAEK_2,Saek 2,,17.42,104.75,saek1240,skb
SAEK_3,Saek 3,,17.42,104.75,saek1240,skb
SANDONG_SUI,Sandong Sui,,25.88,107.84,suii1243,swi
SHAN,Shan,,22.0,98.0,shan1277,shn
SHAN_2,Shan 2,,22.0,98.0,shan1277,shn
SHAN_3,Shan 3,,22.0,98.0,shan1277,shn
SHAN_4,Shan 4,,20.93,97.56,shan1277,shn
SHANGLIN_CENTRAL_HONGSHUIHE_ZHUANG,Shanglin Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
SHANGSI_YONGNAN_ZHUANG,Shangsi Yongnan Zhuang,,22.1,107.59,yong1275,zyn
SHIDONG_BIAO,Shidong Biao,,23.54,112.11,biao1253,byk
SHUIQING_SUI,Shuiqing Sui,,26.9,107.9,suii1243,swi
SIAMESE,Siamese,,16.0,101.0,thai1261,tha
SIAMESE_2,Siamese 2,,16.0,101.0,thai1261,tha
SONGKHLA_THAI,Songkhla Thai,,7.19,101.0,sout2746,sou
SOUTHERN_DONG,Southern Dong,,26.17,109.67,sout2741,kmc
SUI,Sui,,26.0,107.5,suii1243,swi
SUI_JUNG_CHIANG,Sui Jung Chiang,,26.0,107.5,suii1243,swi
SUI_LI_NGAM,Sui Li Ngam,,26.0,107.5,suii1243,swi
SUI_PYO,Sui Pyo,,26.0,107.5,suii1243,swi
TAI,Tai,,16.0,101.0,thai1261,tha
TAI_CHIENGMAI,Tai Chiengmai,,18.58,99.75,nort2740,nod
TAI_DAENG,Tai Daeng,,19.42,104.8,taid1249,tyr
TAI_KHUEN,Tai Khuen,,21.29,99.61,khun1259,kkh
TAI_LEI_PING,Tai Lei Ping,,24.0,108.0,zuoj1238,zzj
TAI_LUNGCHOW,Tai Lungchow,,24.0,108.0,zuoj1238,zzj
TAI_LUNGMING,Tai Lungming,,24.0,108.0,zuoj1238,zzj
TAI_NING_MING,Tai Ning Ming,,24.0,108.0,zuoj1238,zzj
TAI_NONG_KHAI,Tai Nong Khai,,18.0,103.0,laoo1244,lao
TAI_PING_SIANG,Tai Ping Siang,,24.0,108.0,zuoj1238,zzj
TAI_PO_AI,Tai Po Ai,,17.58,103.75,yoyy1238,yoy
TAI_WESTERN_NUNG,Tai Western Nung,,21.92,106.42,nung1283,nut
TAI_WUMING,Tai Wuming,,24.0,108.0,yong1276,zyb
TAIYANG_AI_CHAM,Taiyang Ai Cham,,25.34,107.43,aich1238,aih
TAIYANG_AI_CHAM_2,Taiyang Ai Cham 2,,25.91,106.73,aich1238,aih
TAY,Tay,,22.6,105.3,tayy1238,tyz
TEN,Ten,,25.6,107.1,tenn1245,tct
TEN_2,Ten 2,,25.6,107.1,tenn1245,tct
THO,Tho,,22.6,105.3,tayy1238,tyz
THAI,Thai,,16.0,101.0,thai1261,tha
THAI_2,Thai 2,,16.0,101.0,thai1261,tha
THAI_3,Thai 3,,16.0,101.0,thai1261,tha
TIANZHU_SHIDONG_NORTHERN_DONG,Tianzhu Shidong Northern Dong,,27.0,109.0,nort2735,doc
WANGMO_BOUYEI,Wangmo Bouyei,,25.18,106.1,bouy1240,pcc
WHITE_THAI,White Thai,,21.42,104.42,taid1250,twh
WHITE_THAI_2,White Thai 2,,21.42,104.42,taid1250,twh
WHITE_THAI_3,White Thai 3,,21.42,104.42,taid1250,twh
WU_MING,Wu Ming,,22.6,108.0,yong1276,zyb
WUDING_TAI,Wuding Tai,,25.53,102.4,taih1246,tiz
WUMING_YONGBEI_ZHUANG,Wuming Yongbei Zhuang,,23.09,108.16,yong1276,zyb
WUMING_ZHUANG,Wuming Zhuang,,23.16,108.27,yong1276,zyb
XIANAN_MAONAN,Xianan Maonan,,24.96,108.0,maon1241,mmd
YANG,Yang,,21.38,101.97,luuu1242,khb
YAY,Yay,,22.42,104.75,bouy1240,pcc
YAY_2,Yay 2,,22.42,104.75,bouy1240,pcc
YONGNAN_CENTRAL_HONGSHUIHE_ZHUANG,Yongnan Central Hongshuihe Zhuang,,22.44,108.2,cent2009,zch
YUANJIANG_TAI,Yuanjiang Tai,,23.6,102.0,taih1246,tiz
YUANYANG_TAI,Yuanyang Tai,,23.22,102.84,taiy1242,cuu
ZHANGLU_DONG,Zhanglu Dong,,25.93,108.52,nort2735,doc
ZHUANG_NORTHERN,Zhuang Northern,,24.0,108.0,guib1244,zgn
ZHUANG_SOUTHERN,Zhuang Southern,,22.37,106.87,zuoj1238,zzj
PROTO_ZHUANG_TAI,Proto Zhuang Tai,,,,,
BATEK_DEQ,Batek Deq,,3.75,102.5,bate1262,btq
BATEK_NONG,Batek Nong,,3.75,102.5,bate1262,btq
CEQ_WONG,Ceq Wong,,3.23,102.42,chew1245,cwg
JAH_HUT,Jah Hut,,3.67,102.28,jahh1242,jah
JAHAI,Jahai,,5.75,101.5,jeha1242,jhi
KENSIW,Kensiw,,6.08,101.17,kens1248,kns
KINTAQ,Kintaq,,5.92,101.42,kint1239,knq
LANOH,Lanoh,,4.0,102.5,lano1248,lnh
MAH_MERI,Mah Meri,,2.83,101.5,besi1244,mhe
MINTIL,Mintil,,3.75,102.5,mint1239,mzt
SABUM,Sabum,,4.0,102.5,sabu1253,sbo
SEMAI,Semai,,4.33,101.67,sema1266,sea
SEMAI_2,Semai 2,,4.33,101.67,sema1266,sea
SEMAQ_BERI,Semaq Beri,,4.0,102.5,sema1265,szc
SEMELAI,Semelai,,3.0,103.0,seme1247,sza
SEMNAM,Semnam,,4.75,101.0,semn1250,ssm
TEMIAR,Temiar,,5.0,101.5,temi1246,tea
TEMOQ,Temoq,,4.0,102.5,temo1243,tmo
TONGA,Tonga,,7.17,100.0,tong1308,tnz
BAHNAR,Bahnar,,13.83,108.33,bahn1262,bdq
BAHNAR_2,Bahnar 2,,13.83,108.33,bahn1262,bdq
BRAO,Brao,,14.17,107.5,lave1249,brb
BUNOR,Bunor,,12.5,107.58,cent1992,cmo
CHENG,Cheng,,14.8,106.97,jeng1241,jeg
CHIL,Chil,,12.67,108.5,east2333,mng
CHRAU,Chrau,,10.75,107.5,chra1242,crw
CHRAU_2,Chrau 2,,10.75,107.5,chra1242,crw
CUA,Cua,,15.25,108.5,cuaa1241,cua
GAR,Gar,,12.67,108.5,east2333,mng
JEH,Jeh,,15.17,107.83,jehh1245,jeh
JEH_2,Jeh 2,,15.17,107.83,jehh1245,jeh
JRU,Jru,,15.0,106.33,lave1248,lbo
KOHO_CHIL,Koho Chil,,11.5,108.0,koho1244,kpm
KOHO_SRE,Koho Sre,,11.5,108.0,koho1244,kpm
KUAN,Kuan,,12.67,108.5,east2333,mng
LOVEN,Loven,,15.0,106.33,lave1248,lbo
NHAHEUN,Nhaheun,,15.35,106.65,nyah1249,nev
NHAHEUN_2,Nhaheun 2,,15.35,106.65,nyah1249,nev
OI,Oi,,14.83,107.17,oyyy1238,oyb
PREH,Preh,,12.5,107.58,cent1992,cmo
PROTO_MNONG,Proto Mnong,,,,,
PROTO_SOUTH_BAHNARIC,Proto South Bahnaric,,,,,
PROTO_WEST_BAHNARIC,Proto West Bahnaric,,,,,
RENGAO,Rengao,,14.58,107.83,reng1252,ren
ROLOM,Rolom,,12.67,108.5,east2333,mng
SAPUAN,Sapuan,,15.1,106.5,sapu1248,spu
SEDANG,Sedang,,14.83,108.0,seda1262,sed
SRE,Sre,,11.5,108.0,koho1244,kpm
STIENG,Stieng,,11.83,106.75,bulo1242,sti
STIENG_2,Stieng 2,,11.83,106.75,bulo1242,sti
TAMPUAN,Tampuan,,13.67,107.0,tamp1251,tpu
TODRAH_UnnamedInSource,Todrah Unnamedinsource,,14.58,108.08,todr1244,tdr
BRU,Bru,,17.33,106.0,east2332,bru
BRU_WESTERN_UnnamedInSource,Bru Western Unnamedinsource,,16.75,104.75,west2397,brv
KATU,Katu,,16.17,107.5,phuo1238,phg
KATU_EASTERN,Katu Eastern,,15.83,107.58,east1236,ktv
KUI_THAILAND,Kui Thailand,,14.5,104.0,kuyy1240,kdt
KUI_THAILAND_2,Kui Thailand 2,,14.83,103.92,kuyy1240,kdt
KUY,Kuy,,14.5,104.0,kuyy1240,kdt
NGE,Nge,,15.67,106.83,ngeq1245,ngt
NYEU,Nyeu,,15.0,104.25,nyeu1238,nyl
PACOH,Pacoh,,16.42,107.08,paco1243,pac
PROTO_EAST_KATUIC,Proto East Katuic,,,,,
KHASI,Khasi,,25.5,92.0,khas1269,kha
KHASI_2,Khasi 2,,25.5,92.0,khas1269,kha
LYNGNGAM,Lyngngam,,25.35,91.05,lyng1241,lyg
PNAR_JOWAI,Pnar Jowai,,25.16,92.16,pnar1238,pbv
WAR_JAINTIA,War Jaintia,,24.75,92.75,warj1242,aml
KHMER,Khmer,,12.5,105.0,cent1989,khm
KHMER_2,Khmer 2,,12.5,105.0,cent1989,khm
SURIN,Surin,,14.58,103.25,nort2684,kxm
PROTO_MON_KHMER,Proto Mon Khmer,,,,,
MON,Mon,,14.83,100.5,monn1252,mnw
MON_2,Mon 2,,14.83,100.5,monn1252,mnw
MON_NONG_DUU,Mon Nong Duu,,14.83,100.5,monn1252,mnw
NYAKUR,Nyakur,,15.67,101.67,nyah1250,cbn
NYAKUR_2,Nyakur 2,,15.67,101.67,nyah1250,cbn
OLD_MON,Old Mon,,14.83,100.5,oldm1242,omx
CAR,Car,,9.0,93.0,carn1240,caq
NANCAWRI,Nancawri,,8.05,93.5,cent1990,ncb
TERESSA,Teressa,,8.33,93.18,tere1272,tef
BUGAN,Bugan,,23.6,104.92,buga1247,bbh
BUGAN_2,Bugan 2,,22.63,101.85,buga1247,bbh
PALIU,Paliu,,23.62,104.95,boly1239,ply
CHONG_H,Chong H,,12.25,102.83,chon1284,cog
KASONG,Kasong,,12.25,102.83,chon1284,cog
PEAR,Pear,,13.58,105.0,pear1247,pcb
PEAR_B,Pear B,,13.58,105.0,pear1247,pcb
SAMRE,Samre,,13.5,104.0,samr1245,sxm
SAOCH,Saoch,,10.63,103.5,saoc1239,scq
ABIRPARA_MAHALI,Abirpara Mahali,,23.4,85.32,maha1291,mjx
BIRHOR,Birhor,,23.59,85.56,birh1242,biy
BODOBELGHORIA_SANTALI,Bodobelghoria Santali,,24.5,87.0,sant1410,sat
GATA,Gata,,18.8,82.7,gata1239,gaq
HO,Ho,,22.0,86.0,hooo1248,hoc
HO_2,Ho 2,,22.0,86.0,hooo1248,hoc
JABRI_SANTALI,Jabri Santali,,24.5,87.0,sant1410,sat
JUANG,Juang,,21.33,86.0,juan1238,jun
JURAY,Juray,,21.5,83.55,jura1242,juy
KHARIA,Kharia,,22.5,84.33,khar1287,khr
KODA,Koda,,23.23,87.48,koda1236,cdz
KORKU,Korku,,22.5,78.5,kork1243,kfq
KORWA,Korwa,,23.2,83.4,korw1242,kfp
MATINDOR_MAHALI,Matindor Mahali,,23.4,85.32,maha1291,mjx
MUNDARI,Mundari,,23.0,84.67,mund1320,unr
MUNDARI_2,Mundari 2,,23.0,84.67,mund1320,unr
PACHONDOR_MAHALI,Pachondor Mahali,,23.4,85.32,maha1291,mjx
PAHARPUR_SANTALI,Paharpur Santali,,24.5,87.0,sant1410,sat
PARENGA,Parenga,,19.07,83.97,pare1266,pcj
PATICHORA_SANTALI,Patichora Santali,,24.5,87.0,sant1410,sat
RAJARAMPUR_SANTALI,Rajarampur Santali,,24.5,87.0,sant1410,sat
RASHIDPUR_SANTALI,Rashidpur Santali,,24.5,87.0,sant1410,sat
RAUTNAGAR_SANTALI,Rautnagar Santali,,24.5,87.0,sant1410,sat
REMO,Remo,,18.0,82.0,bond1245,bfw
SANTALI,Santali,,24.5,87.0,sant1410,sat
SAVARA,Savara,,20.0,84.33,sora1254,srb
SORA,Sora,,20.0,84.33,sora1254,srb
SORA_2,Sora 2,,19.38,85.05,sora1254,srb
TURI,Turi,,23.35,85.33,turi1246,trd
AISHUO_WA,Aishuo Wa,,22.32,99.59,para1301,prk
AWALAI_WA,Awalai Wa,,22.64,99.44,awac1238,vwa
BANHONG_WA,Banhong Wa,,23.29,99.1,para1301,prk
BIT,Bit,,21.53,101.88,bitt1240,bgk
BUMANG,Bumang,,23.02,103.34,buma1247,bvp
DAMANGNUO_WA,Damangnuo Wa,,22.45,99.56,awac1238,vwa
DANAU,Danau,,20.52,96.62,dana1252,dnu
DANAW,Danaw,,20.52,96.62,dana1252,dnu
DAZHAI_WA,Dazhai Wa,,27.23,102.92,para1301,prk
DEANG,Deang,,22.67,96.67,ruch1235,pce
DEANG_2,Deang 2,,22.67,96.67,ruch1235,pce
GUANSHUANG_WA,Guanshuang Wa,,22.07,100.04,para1301,prk
KEMIE,Kemie,,22.07,100.84,manm1238,mml
KHANG,Khang,,21.67,103.67,khan1274,kjm
KHMU,Khmu,,21.0,102.0,khmu1256,kjg
KHMU_2,Khmu 2,,21.0,102.0,khmu1256,kjg
KSINMUL,Ksinmul,,21.08,104.0,puoc1238,puo
KSINMUL_2,Ksinmul 2,,21.08,104.0,puoc1238,puo
LAMPANGLAMET,Lampanglamet,,20.42,101.0,lame1256,lbn
LAWA_LA_UP,Lawa La Up,,18.17,98.0,west2396,lcp
MAL,Mal,,19.33,101.25,mall1246,mlf
MANG,Mang,,22.25,103.0,mang1378,zng
MASAN_WA,Masan Wa,,22.76,99.43,awac1238,vwa
MENGGONG_WA,Menggong Wa,,23.97,99.23,para1301,prk
MLABRI,Mlabri,,18.5,101.0,mlab1235,mra
MOK,Mok,,18.83,99.58,mokk1243,mqt
PALAUNG_UnnamedInSource,Palaung Unnamedinsource,,23.0,96.67,ruma1248,rbb
PLANG,Plang,,21.57,100.13,blan1242,blr
RIANG_BLACK_STRIPED,Riang Black Striped,,20.92,97.55,rian1261,ril
RIANG_WHITE_STRIPED,Riang White Striped,,20.92,97.55,rian1261,ril
RUMAI,Rumai,,23.0,96.67,ruma1248,rbb
U,U,,22.68,101.77,uuuu1243,uuu
WA,Wa,,23.0,98.0,nucl1290,wbm
WA_2,Wa 2,,23.0,98.0,nucl1290,wbm
WA_3,Wa 3,,23.0,98.0,nucl1290,wbm
WANLENG_WA,Wanleng Wa,,23.13,99.84,para1301,prk
WIANG_PA_PAO_LUA,Wiang Pa Pao Lua,,19.0,98.75,east2330,lwl
XIYUN_WA,Xiyun Wa,,22.43,99.81,awac1238,vwa
YANCHENG_WA,Yancheng Wa,,22.5,99.5,para1301,prk
ZHONGKE_WA,Zhongke Wa,,22.8,99.61,para1301,prk
MALIENG,Malieng,,17.75,105.5,male1282,pkt
MUNG_KOI,Mung Koi,,20.5,105.08,muon1246,mtq
PROTO_VIET_MUONG,Proto Viet Muong,,,,,
RUC,Ruc,,17.9,105.85,chut1247,scb
RUC_2,Ruc 2,,17.9,105.85,chut1247,scb
THAVUNG_SO,Thavung So,,17.42,103.33,aheu1239,thm
VIETNAMESE,Vietnamese,,10.5,106.5,viet1252,vie
VIETNAMESE_2,Vietnamese 2,,10.5,106.5,viet1252,vie
VIETNAMESE_3,Vietnamese 3,,10.5,106.5,viet1252,vie
SHOM_PENG,Shom Peng,,7.0,93.8,shom1245,sii
AKA_BEA,Aka Bea,,11.67,92.5,akab1249,abj
AKA_BO,Aka Bo,,13.25,93.0,akab1248,akm
AKA_CARI,Aka Cari,,13.5,93.0,akac1240,aci
AKA_KEDE,Aka Kede,,12.75,92.75,akak1252,akx
AKA_KOL,Aka Kol,,12.25,92.9,akak1253,aky
AKAR_BALE,Akar Bale,,12.67,92.83,akar1243,acl
GREAT_ANDAMANESE,Great Andamanese,,11.67,92.74,mixe1288,gac
OKO_JUWOI,Oko Juwoi,,12.5,92.8,okoj1239,okj
SOUTH_ANDAMAN,South Andaman,,12.0,92.67,apuc1241,apq
PROTO_ONGAN,Proto Ongan,,,,,
JARAWA,Jarawa,,12.0,92.58,jara1245,anq
ONGE,Onge,,10.75,92.42,onge1236,oon
PROTO_AUSTRO_THAI,Proto Austro Thai,,,,,
ATAYAL,Atayal,,24.5,121.33,atay1247,tay
BUNUN,Bunun,,23.5,121.0,bunu1267,bnn
CIULI_ATAYAL,Ciuli Atayal,,24.5,121.33,atay1247,tay
HECUO_TAROKO,Hecuo Taroko,,24.17,121.42,taro1264,trv
ISKUBUN,Iskubun,,23.5,121.0,bunu1267,bnn
MAYRINAX_ATAYAL,Mayrinax Atayal,,24.5,121.33,atay1247,tay
PARAN_TAROKO,Paran Taroko,,24.17,121.42,taro1264,trv
PROTO_ATAYALIC,Proto Atayalic,,,,,
SEDIQ,Sediq,,24.17,121.42,taro1264,trv
SKIKUN_ATAYAL,Skikun Atayal,,24.5,121.33,atay1247,tay
SQULIQ_ATAYAL,Squliq Atayal,,24.5,121.33,atay1247,tay
TAKBANUAZ_BUNUN,Takbanuaz Bunun,,23.5,121.0,bunu1267,bnn
TAKITUDUH_BUNUN,Takituduh Bunun,,23.5,121.0,bunu1267,bnn
TODA_TAROKO,Toda Taroko,,24.17,121.42,taro1264,trv
TRUKU_TAROKO,Truku Taroko,,24.17,121.42,taro1264,trv
PROTO_AUSTRONESIAN,Proto Austronesian,,-5.0,150.0,,
PROTO_AUSTRONESIAN_2,Proto Austronesian 2,,-9.67,-124.5,,
PROTO_AUSTRONESIAN_3,Proto Austronesian 3,,-5.0,150.0,,
PROTO_AUSTRONESIAN_4,Proto Austronesian 4,,,,,
PROTO_AUSTRONESIAN_5,Proto Austronesian 5,,,,,
PROTO_CENTRAL_EASTERN_MALAYO_POLYNESIAN,Proto Central Eastern Malayo Polynesian,,-2.08,146.95,,
PROTO_MALAYO_POLYNESIAN,Proto Malayo Polynesian,,-9.0,124.0,,
PROTO_MALAYO_POLYNESIAN_2,Proto Malayo Polynesian 2,,-9.0,124.0,,
PROTO_MALAYO_POLYNESIAN_3,Proto Malayo Polynesian 3,,-9.0,124.0,,
PROTO_PHILIPPINE,Proto Philippine,,,,,
PROTO_PHILIPPINE_2,Proto Philippine 2,,,,,
BUSHI,Bushi,,-12.8,45.1,bush1250,buc
DUSUN_DEYAH,Dusun Deyah,,-2.0,115.58,dusu1271,dun
DUSUN_MALANG,Dusun Malang,,-0.83,114.92,dusu1269,duq
DUSUN_WITU,Dusun Witu,,-1.17,114.92,dusu1267,duw
KADORIH,Kadorih,,-0.5,113.0,otda1235,otd
KAPUAS_KAHAYAN,Kapuas Kahayan,,-1.83,114.5,ngaj1237,nij
KATINGAN,Katingan,,-1.67,113.0,ngaj1237,nij
LAWANGAN,Lawangan,,-2.0,116.0,lawa1257,lbx
MALAGASY_AMBOSITRA,Malagasy Ambositra,,-20.52,47.25,plat1254,plt
MALAGASY_ANTAISAKA,Malagasy Antaisaka,,-23.35,47.49,tesa1236,tkg
MALAGASY_ANTAMBAHOAKA,Malagasy Antambahoaka,,-21.09,48.0,sout2920,bzc
MALAGASY_ANTANKARANA,Malagasy Antankarana,,-13.34,49.15,anta1255,xmv
MALAGASY_ANATANKARANA_AMBILOBE,Malagasy Anatankarana Ambilobe,,-13.18,49.05,anta1255,xmv
MALAGASY_ANATANKARANA_ANTALAHA,Malagasy Anatankarana Antalaha,,-14.88,50.27,anta1255,xmv
MALAGASY_ANATANKARANA_VOHEMAR,Malagasy Anatankarana Vohemar,,-13.37,50.0,anta1255,xmv
MALAGASY_BARA,Malagasy Bara,,-23.0,45.75,bara1369,bhr
MALAGASY_BARA_BETROKA,Malagasy Bara Betroka,,-23.28,46.08,bara1369,bhr
MALAGASY_BETSIMISARAKA,Malagasy Betsimisaraka,,-18.3,49.36,nort2890,bmm
MALAGASY_FIANARANTSOA,Malagasy Fianarantsoa,,-21.45,47.09,plat1254,plt
MALAGASY_MAHAFALY,Malagasy Mahafaly,,-24.0,44.5,tand1256,tdx
MALAGASY_MASIKORO_MIARY,Malagasy Masikoro Miary,,-23.3,44.4,masi1268,msh
MALAGASY_MERINA,Malagasy Merina,,-18.93,47.52,plat1254,plt
MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,Malagasy Northern Betsimisaraka Fenoarivo East,,-17.38,49.4,nort2890,bmm
MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,Malagasy Plateau Betsileo Fianarantsoa,,-21.45,47.08,plat1254,plt
MALAGASY_PLATEAU_MERINA_ANTANANARIVO,Malagasy Plateau Merina Antananarivo,,-18.9,47.52,plat1254,plt
MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,Malagasy Plateau Sihanaka Ambatondrazaka,,-17.87,48.42,plat1254,plt
MALAGASY_SAKALAVA_1,Malagasy Sakalava 1,,-20.28,44.32,saka1291,skg
MALAGASY_SAKALAVA_2,Malagasy Sakalava 2,,-19.7,44.55,saka1291,skg
MALAGASY_SAKALAVA_AMBANJA,Malagasy Sakalava Ambanja,,-13.67,48.33,saka1291,skg
MALAGASY_SAKALAVA_MAINTIRANO,Malagasy Sakalava Maintirano,,-18.07,44.02,saka1291,skg
MALAGASY_SAKALAVA_MAJUNGA,Malagasy Sakalava Majunga,,-15.72,46.32,saka1291,skg
MALAGASY_SAKALAVA_MORONDAVA,Malagasy Sakalava Morondava,,-20.28,44.32,saka1291,skg
MALAGASY_SAKALAVA_VEZO_TOLIARA,Malagasy Sakalava Vezo Toliara,,-23.13,44.38,saka1291,skg
MALAGASY_SIHANAKA,Malagasy Sihanaka,,-17.47,48.54,plat1254,plt
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,Malagasy Southern Betsimisaraka Antaimoro Manakara,,-22.1,48.0,sout2920,bzc
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,Malagasy Southern Betsimisaraka Antaisaka Vangaindrano,,-23.32,47.6,sout2920,bzc
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,Malagasy Southern Betsimisaraka Antambohoaka Mananjary,,-21.22,48.33,sout2920,bzc
MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,Malagasy Southern Betsimisaraka Mahanoro,,-19.88,48.8,sout2920,bzc
MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,Malagasy Southern Betsimisaraka Zafisiro Farafangana,,-22.8,47.82,sout2920,bzc
MALAGASY_TAIMORO,Malagasy Taimoro,,-22.5,47.9,plat1254,plt
MALAGASY_TANDROY_1,Malagasy Tandroy 1,,-24.81,46.14,tand1256,tdx
MALAGASY_TANDROY_2,Malagasy Tandroy 2,,-25.6,45.25,tand1256,tdx
MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,Malagasy Tandroy Mahafaly Ambovombe,,-25.17,46.08,tand1256,tdx
MALAGASY_TANDROY_MAHAFALY_AMPANIHY,Malagasy Tandroy Mahafaly Ampanihy,,-24.68,44.73,tand1256,tdx
MALAGASY_TANOSY_TOLAGNARO,Malagasy Tanosy Tolagnaro,,-25.03,46.98,tano1246,txy
MALAGASY_TSIMIHETY,Malagasy Tsimihety,,-15.9,48.84,tsim1257,xmw
MALAGASY_TSIMIHETY_MANDRITSARA,Malagasy Tsimihety Mandritsara,,-15.83,48.82,tsim1257,xmw
MALAGASY_VEZO,Malagasy Vezo,,-23.23,44.3,saka1291,skg
MALAGASY_ZAFISORO,Malagasy Zafisoro,,-22.34,47.73,tesa1236,tkg
MURUNG_SIANG,Murung Siang,,-0.3,114.8,sian1254,sya
NGAJU_BAAMANG,Ngaju Baamang,,-0.75,113.17,ngaj1237,nij
NGAJU_OLOH_MANGTANGAI,Ngaju Oloh Mangtangai,,-0.83,113.0,ngaj1237,nij
NGAJU_PULOPETAK,Ngaju Pulopetak,,1.42,109.83,ngaj1237,nij
PAKU,Paku,,-1.83,114.92,paku1239,pku
SAMIHIM,Samihim,,-2.08,115.08,maan1238,mhy
SIANG,Siang,,-0.33,114.75,sian1254,sya
