ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
J24_KEREBE,J24 Kerebe,,-2.0,33.58,kere1283,ked
J31c_BUKUSU,J31c Bukusu,,0.75,34.67,buku1249,bxk
J321_KISA,J321 Kisa,,0.3,34.5,kisa1263,lks
J321_MARAMA,J321 Marama,,0.4,34.5,mara1392,lrm
J42_NANDE,J42 Nande,,-0.08,29.17,nand1264,nnb
J52_HAVU_2,J52 Havu 2,,-2.08,28.75,havu1238,hav
J531_TEMBO_2,J531 Tembo 2,,-1.75,28.67,temb1270,tbt
J53_SHI_2,J53 Shi 2,,-2.5,28.5,shii1238,shr
J62_RUNDI,J62 Rundi,,-3.5,30.0,rund1242,run
JITA_2,Jita 2,,-1.5,34.0,jita1239,jit
JITA,Jita,,-1.5,34.0,jita1239,jit
K11_CIOKWE,K11 Ciokwe,,-6.67,20.0,chok1245,cjk
K14_LWENA_1,K14 Lwena 1,,-12.0,22.0,luva1239,lue
K14_LWENA_2,K14 Lwena 2,,-12.0,22.0,luva1239,lue
K15_MBUNDA_1,K15 Mbunda 1,,-14.5,22.33,mbun1249,mck
K15_MBUNDA_2,K15 Mbunda 2,,-14.5,22.33,mbun1249,mck
K15_MBUNDA_GANGELA,K15 Mbunda Gangela,,-14.5,22.33,mbun1249,mck
KAGULU,Kagulu,,-6.33,37.0,kagu1239,kki
KAGURU,Kaguru,,-6.33,37.0,kagu1239,kki
KAKO,Kako,,4.33,14.25,kako1242,kkj
KAKO_2,Kako 2,,4.33,14.25,kako1242,kkj
KAKO_BATOURI,Kako Batouri,,4.33,14.25,kako1242,kkj
KALANGA,Kalanga,,-20.5,27.5,kala1384,kck
KALANGA_2,Kalanga 2,,-20.5,27.5,kala1384,kck
KALONG,Kalong,,4.43,11.08,yang1293,yav
KAMBA_KENYA,Kamba Kenya,,-1.5,38.0,kamb1297,kam
KAMBA_KENYA_2,Kamba Kenya 2,,-1.5,38.0,kamb1297,kam
KAMINO,Kamino,,6.9,10.95,batu1255,btu
KAMI,Kami,,-6.75,38.0,kami1256,kcu
KANINGI,Kaningi,,-1.75,13.58,kani1279,kzo
KANIO_BOMITABA,Kanio Bomitaba,,1.67,17.5,bomi1238,zmx
KANYOK,Kanyok,,-7.33,23.58,kany1247,kny
KAONDE,Kaonde,,-13.0,25.75,kaon1241,kqn
KAONDE_2,Kaonde 2,,-13.0,25.75,kaon1241,kqn
KARI,Kari,,5.04,25.75,kari1306,kbj
KEAKA,Keaka,,5.42,8.67,ejag1239,etu
KEBWE,Kebwe,,-6.0,28.0,bang1350,bnx
KELAU,Kelau,,-3.0,18.0,saka1287,skt
KEMEZUNG,Kemezung,,6.75,10.5,keme1240,dmo
KEMPEE,Kempee,,3.58,23.17,boma1246,boh
KENDEM,Kendem,,5.75,9.67,kend1252,kvm
KENSWEINSEI,Kensweinsei,,6.0,10.42,kens1251,ndb
KENYANG_KITWII,Kenyang Kitwii,,5.67,9.5,keny1279,ken
KESAA_SAKATA,Kesaa Sakata,,-3.0,18.0,saka1287,skt
KESUKUMA,Kesukuma,,-2.83,32.0,suku1261,suk
KETE,Kete,,-7.0,22.83,kete1252,kcv
KIHOLU,Kiholu,,-8.7,16.7,holu1245,hol
KIKEREWE,Kikerewe,,-2.0,33.58,kere1283,ked
KILUBA,Kiluba,,-8.0,26.0,luba1250,lub
KIMATENGO,Kimatengo,,-11.0,34.83,mate1258,mgv
KIMBU,Kimbu,,-7.23,33.64,kimb1242,kiv
KINAMI_DIBOLE,Kinami Dibole,,1.08,17.25,dibo1245,bvx
KINDAMBA,Kindamba,,-8.4,36.03,ndam1239,ndj
KINYAMWEZI,Kinyamwezi,,-5.0,33.0,nyam1276,nym
KINYARWANDA,Kinyarwanda,,-2.0,30.0,kiny1244,kin
KIRUNDI,Kirundi,,-3.5,30.0,rund1242,run
KISONGE,Kisonge,,-6.83,22.0,song1303,sop
KITABWA,Kitabwa,,-8.0,29.5,taab1238,tap
KOL,Kol,,3.67,12.75,kolc1235,biw
KOMO,Komo,,-0.25,26.5,komo1260,kmw
KOMO_2,Komo 2,,-0.25,26.5,komo1260,kmw
KOM_MBIZINAKU,Kom Mbizinaku,,6.25,10.33,komc1235,bkm
KOM,Kom,,6.25,10.33,komc1235,bkm
KONDA_TWELIA,Konda Twelia,,0.0,21.0,mong1338,lol
KONGO_MBOMA,Kongo Mboma,,-5.0,15.0,koon1244,kng
KONGO_SAN_SALVADOR,Kongo San Salvador,,-5.0,15.0,sans1272,kwy
KONGO_SAN_SALVADOR_2,Kongo San Salvador 2,,-5.0,15.0,sans1272,kwy
KONJA_NDUNG,Konja Ndung,,6.42,11.67,kwan1276,knp
KONJA_SUNDANI,Konja Sundani,,6.42,11.67,kwan1276,knp
KONZO,Konzo,,0.32,29.87,konz1239,koo
KOONGO,Koongo,,-5.0,15.0,koon1244,kng
KOONZIME,Koonzime,,3.15,13.6,koon1245,ozm
KOOZIME,Koozime,,3.4,13.1,koon1245,ozm
KOREKORE,Korekore,,-18.0,31.0,shon1251,sna
KOSHIN,Koshin,,6.58,10.33,kosh1246,kid
KOTA_MANDUNGWE,Kota Mandungwe,,0.0,12.5,kota1274,koq
KOTA_MEKAMBO,Kota Mekambo,,0.0,12.5,kota1274,koq
KOTA,Kota,,0.0,12.5,kota1274,koq
KOTI,Koti,,-16.5,39.5,koti1238,eko
KOUNDOUMOU_BAMBOMBA_BOMITABA,Koundoumou Bambomba Bomitaba,,1.67,17.5,bomi1238,zmx
KOYO_EHAMBE_MAKUA,Koyo Ehambe Makua,,-0.67,15.67,koyo1242,koh
KUCU_WELA_ANKUTCU,Kucu Wela Ankutcu,,-3.67,22.67,nkut1238,nkw
KULUNG_NIGERIA,Kulung Nigeria,,9.1,10.55,kulu1255,bbu
KUNDA,Kunda,,-16.08,30.75,kund1255,kdn
KUNDU,Kundu,,4.83,9.33,orok1266,bdu
KUNYI,Kunyi,,-4.0,12.9,kuny1238,njx
KUO,Kuo,,6.25,10.5,okuu1243,oku
KURIA,Kuria,,-1.51,34.5,kuri1259,kuj
KUSU_MATAPA,Kusu Matapa,,-3.75,25.0,kusu1252,ksv
KUSU,Kusu,,-3.75,25.0,kusu1252,ksv
KUTU,Kutu,,-7.25,38.0,kutu1263,kdc
KWA_CAMEROON,Kwa Cameroon,,4.88,10.35,kwaa1265,bko
KWAKUM,Kwakum,,4.34,13.64,kwak1266,kwu
KWAMBI,Kwambi,,-18.03,15.73,kwam1251,kwm
KWANDI,Kwandi,,-15.5,23.58,luya1241,lyn
KWANGALI,Kwangali,,-18.0,19.5,kwan1273,kwn
KWANGALI_2,Kwangali 2,,-18.0,19.5,kwan1273,kwn
KWANGA_1,Kwanga 1,,-15.5,23.58,luya1241,lyn
KWANGA_2,Kwanga 2,,-15.5,23.58,luya1241,lyn
KWANGA_3,Kwanga 3,,-15.5,23.58,luya1241,lyn
KWANGA_4,Kwanga 4,,-15.5,23.58,luya1241,lyn
KWANGE,Kwange,,-4.0,26.67,zimb1251,zmb
KWANYAMA,Kwanyama,,-17.0,16.5,kuan1247,kua
KWANYAMA_2,Kwanyama 2,,-17.0,16.5,kuan1247,kua
KWAYA_2,Kwaya 2,,-1.75,33.75,kway1241,kya
KWELE_HAKOKU,Kwele Hakoku,,1.67,14.33,bekw1242,bkw
KWEL,Kwel,,1.67,14.33,bekw1242,bkw
KWESE,Kwese,,-5.0,18.83,kwes1244,kws
KWESO_NGULO,Kweso Ngulo,,4.2,14.0,pomo1271,pmm
KWESO,Kweso,,4.2,14.0,pomo1271,pmm
KWEZO,Kwezo,,-5.0,18.83,kwes1244,kws
L21_KETE_IPILA,L21 Kete Ipila,,-7.0,22.83,kete1252,kcv
L21_KETE_KATAMB,L21 Kete Katamb,,-7.0,22.83,kete1252,kcv
L221_LWALWA_1,L221 Lwalwa 1,,-7.25,22.0,lwal1238,lwa
L221_LWALWA_2,L221 Lwalwa 2,,-7.25,22.0,lwal1238,lwa
L22_MBAGANI,L22 Mbagani,,-6.83,22.0,song1303,sop
L31a_LUBA_KASAYI,L31a Luba Kasayi,,-6.0,22.0,luba1249,lua
L32_KANYOK_1,L32 Kanyok 1,,-7.33,23.58,kany1247,kny
L32_KANYOK_2,L32 Kanyok 2,,-7.33,23.58,kany1247,kny
L33_LUBA_SHABA,L33 Luba Shaba,,-8.0,26.0,luba1250,lub
L35_SANGA,L35 Sanga,,-10.25,26.75,sang1331,sng
L51_SALAMPASU,L51 Salampasu,,-7.5,22.5,sala1268,slx
L62_NKOYA,L62 Nkoya,,-15.0,25.0,nkoy1244,nka
LAADI_1,Laadi 1,,-4.0,15.0,laar1238,ldi
LAADI_2,Laadi 2,,-4.0,15.0,laar1238,ldi
LAADI,Laadi,,-4.0,14.8,laar1238,ldi
LAALI_TEKE_1,Laali Teke 1,,-3.1,13.1,teke1277,lli
LAALI_TEKE_2,Laali Teke 2,,-3.1,13.1,teke1277,lli
LABIR,Labir,,10.4,9.6,labi1245,jku
LAMBA_MBOLE_BALANGA,Lamba Mbole Balanga,,-0.67,24.67,mbol1247,mdq
LAMBA,Lamba,,-13.0,28.0,lamb1271,lam
LAMBA_2,Lamba 2,,-13.0,28.0,lamb1271,lam
LAMBYA,Lambya,,-9.25,33.0,lamb1272,lai
LAME,Lame,,10.72,8.79,lame1257,bma
LAMNSOQ,Lamnsoq,,6.17,10.75,lamn1239,lns
LANGA_MBOLE_BAMBULI,Langa Mbole Bambuli,,-0.67,24.67,mbol1247,mdq
LEBAA,Lebaa,,-3.0,18.0,saka1287,skt
LEFA,Lefa,,5.06,11.95,lefa1242,lfa
LEGA_MWENGA,Lega Mwenga,,-3.42,28.33,lega1250,lgm
LEGA_SHABUNDA,Lega Shabunda,,-2.83,27.17,lega1249,lea
LEGA_SHABUNDA_2,Lega Shabunda 2,,-2.83,27.17,lega1249,lea
LEGA,Lega,,-2.83,27.17,lega1249,lea
LEKE,Leke,,1.67,17.5,bomi1238,zmx
LENGOLA,Lengola,,-0.5,25.0,leng1258,lej
LENGOLA_2,Lengola 2,,-0.5,25.0,leng1258,lej
LENJE,Lenje,,-14.5,28.0,lenj1248,leh
LHUKONZO,Lhukonzo,,0.0,29.92,konz1239,koo
LIBIE,Libie,,4.55,11.12,elip1238,ekm
LIBINZA,Libinza,,1.67,18.67,libi1244,liz
LIBOBI,Libobi,,3.25,18.75,bamw1238,bmg
LIFONGA,Lifonga,,3.25,18.75,bamw1238,bmg
LIKOKA,Likoka,,2.0,18.25,loba1239,loq
LIKWALA,Likwala,,-0.49,16.6,likw1239,kwc
LILIKO,Liliko,,2.08,27.58,lika1243,lik
LIMBUM,Limbum,,6.55,10.8,limb1268,lmp
LINGALA_2,Lingala 2,,2.0,18.5,ling1263,lin
LINGALA,Lingala,,2.0,18.5,ling1263,lin
LINGOMBE,Lingombe,,3.0,23.0,ngom1268,ngc
LIOUESSO_BOMITABA,Liouesso Bomitaba,,1.67,17.5,bomi1238,zmx
LIUWA,Liuwa,,-15.78,22.62,sima1258,sie
LOBALA_LILOKA,Lobala Liloka,,2.0,18.25,loba1239,loq
LOBALA,Lobala,,2.0,18.25,loba1239,loq
LOGOLI,Logoli,,0.17,34.67,logo1258,rag
LOGOOLI,Logooli,,0.09,34.73,logo1258,rag
LOKELE_YEPOLOMA,Lokele Yepoloma,,0.17,23.83,kele1255,khy
LOKELE_ISANGI,Lokele Isangi,,0.17,23.83,kele1255,khy
LOKELE_YALEMBA,Lokele Yalemba,,0.17,23.83,kele1255,khy
LOKELE_YAWEMBE,Lokele Yawembe,,0.17,23.83,kele1255,khy
LOLO,Lolo,,-17.02,35.95,lolo1261,llb
LOMONGO,Lomongo,,0.0,21.0,mong1338,lol
LOMWE,Lomwe,,-15.67,37.0,lomw1241,ngl
LONTOMBA,Lontomba,,-2.0,18.33,ntom1248,nto
LOWER_POKOMO,Lower Pokomo,,-1.25,40.0,poko1261,pkb
LOZI_2,Lozi 2,,-17.83,26.0,lozi1239,loz
LUBA,Luba,,-6.0,22.0,luba1249,lua
LUGANDA,Luganda,,0.5,32.17,gand1255,lug
LUGURU,Luguru,,-7.0,37.55,lugu1238,ruf
LUMBU_1,Lumbu 1,,-3.0,10.58,lumb1249,lup
LUMBU_2,Lumbu 2,,-3.0,10.58,lumb1249,lup
LUMBU_YI_TANDU,Lumbu Yi Tandu,,-3.0,10.58,lumb1249,lup
LUMBWE,Lumbwe,,-5.17,29.92,holo1240,hoo
LUNDA,Lunda,,-10.67,24.0,lund1266,lun
LUNDA_1,Lunda 1,,-10.67,24.0,lund1266,lun
LUNDA_2,Lunda 2,,-10.67,24.0,lund1266,lun
LUVALE,Luvale,,-12.0,22.0,luva1239,lue
LUYANA_1,Luyana 1,,-15.5,23.58,luya1241,lyn
LUYANA_2,Luyana 2,,-15.5,23.58,luya1241,lyn
LUYI,Luyi,,-15.5,23.58,luya1241,lyn
LWEL_KILORI,Lwel Kilori,,-5.0,20.67,lele1265,lel
LWEL_KILORI_2,Lwel Kilori 2,,-5.0,20.67,lele1265,lel
LWEL_KILORI_3,Lwel Kilori 3,,-5.0,20.67,lele1265,lel
M40TEMBA,M40temba,,-10.0,30.0,bemb1257,bem
M52_LALA,M52 Lala,,-12.0,31.5,lala1264,leb
M62_SOLI,M62 Soli,,-15.5,28.87,soli1239,sby
M64_TONGA_1,M64 Tonga 1,,-17.0,27.0,tong1318,toi
M64_TONGA_2,M64 Tonga 2,,-17.0,27.0,tong1318,toi
MABALE,Mabale,,1.6,19.12,maba1270,mmz
MACHAME,Machame,,-3.33,37.0,mach1266,jmc
MAHONGWE_SAMA,Mahongwe Sama,,0.67,14.0,maho1248,mhb
MAHONGWE,Mahongwe,,0.67,14.0,maho1248,mhb
MAKAA,Makaa,,3.42,12.25,maka1304,mcp
MAKOMA,Makoma,,-15.78,22.62,sima1258,sie
MAKONDE,Makonde,,-11.0,40.0,mako1251,kde
MAKWA_ALUA,Makwa Alua,,-15.0,38.67,makh1264,vmw
MAKWA_ILE,Makwa Ile,,-15.0,38.67,makh1264,vmw
MAKWA_MALEMA,Makwa Malema,,-15.0,38.67,makh1264,vmw
MAKWA_NAMPULA,Makwa Nampula,,-15.0,38.67,makh1264,vmw
MALAWI_SENA,Malawi Sena,,-16.62,34.99,mala1475,swk
MAMA,Mama,,8.81,8.79,mama1272,mma
MAMBILA_ATTA,Mambila Atta,,6.75,11.5,came1252,mcu
MAMBILA,Mambila,,6.75,11.5,nige1255,mzk
MAMBWE,Mambwe,,-9.08,31.17,mamb1296,mgr
MANDI_CAMEROON,Mandi Cameroon,,4.7,11.2,noma1260,lem
MANEHAS,Manehas,,4.78,9.77,baka1273,bqz
MANKON,Mankon,,6.2,10.0,ngem1255,nge
MAORE,Maore,,-12.0,44.0,maor1244,swb
MASABA,Masaba,,1.33,34.25,masa1299,myx
MASHI_DRC,Mashi Drc,,-2.5,28.5,shii1238,shr
MASHI_NIGERIA,Mashi Nigeria,,6.9,10.25,mash1269,jms
MASHI_ZAMBIA,Mashi Zambia,,-16.5,22.5,mash1267,mho
MASHYOO,Mashyoo,,-3.0,18.0,saka1287,skt
MATOKO_BOMITABA,Matoko Bomitaba,,1.67,17.5,bomi1238,zmx
MAZOO,Mazoo,,-3.0,18.0,saka1287,skt
MBALANGWE,Mbalangwe,,-17.75,24.92,subi1246,sbs
MBALANHU,Mbalanhu,,-17.5,15.0,mbal1255,lnb
MBALA_2,Mbala 2,,-5.0,18.0,mbal1257,mdp
MBALA_3,Mbala 3,,-5.0,18.0,mbal1257,mdp
MBALA_4,Mbala 4,,-5.0,18.0,mbal1257,mdp
MBALA_5,Mbala 5,,-5.0,18.0,mbal1257,mdp
MBALA,Mbala,,-5.0,18.0,mbal1257,mdp
MBAMBA_1,Mbamba 1,,-0.92,14.0,omba1241,mbm
MBAMBA_2,Mbamba 2,,-0.92,14.0,omba1241,mbm
MBAMBA_LIWEME,Mbamba Liweme,,-0.92,14.0,omba1241,mbm
MBAMBA_SIBITI,Mbamba Sibiti,,-0.92,14.0,omba1241,mbm
MBANGALA,Mbangala,,-9.16,17.41,mban1264,mxg
MBANGWE,Mbangwe,,-2.5,13.58,mban1268,zmn
MBANZA_BOMITABA,Mbanza Bomitaba,,1.67,17.5,bomi1238,zmx
MBEDE_2,Mbede 2,,-0.5,14.0,mber1257,mdt
MBEDE,Mbede,,-0.5,14.0,mber1257,mdt
MBESA,Mbesa,,1.67,22.75,mbes1238,zms
MBE,Mbe,,6.58,8.83,mbee1249,mfo
MBOMFOLI,Mbomfoli,,-3.0,18.0,saka1287,skt
MBOMPIYA,Mbompiya,,-3.0,18.0,saka1287,skt
MBOSHI_BUNJI,Mboshi Bunji,,-1.33,15.58,mbos1242,mdw
MBOSHI_NGOLO,Mboshi Ngolo,,-1.33,15.58,mbos1242,mdw
MBOSHI_OLEE,Mboshi Olee,,-1.33,15.58,mbos1242,mdw
MBOSHI,Mboshi,,-1.33,15.58,mbos1242,mdw
MBOUA_BOMITABA,Mboua Bomitaba,,1.67,17.5,bomi1238,zmx
MBOWE,Mbowe,,-15.5,23.58,luya1241,lyn
MBUGWE,Mbugwe,,-3.75,35.83,mbug1242,mgz
MBUKUSHU,Mbukushu,,-18.0,22.83,mbuk1240,mhw
MBULA_NIGERIA,Mbula Nigeria,,9.58,12.25,mbul1260,mbu
MBULE,Mbule,,4.38,11.0,mbul1262,mlb
MBUMBUU,Mbumbuu,,-3.0,18.0,saka1287,skt
MBUMI,Mbumi,,-15.5,23.58,luya1241,lyn
MBUNDA,Mbunda,,-14.5,22.33,mbun1249,mck
MBUNDU,Mbundu,,-8.9,15.1,kimb1241,kmb
MBUUN,Mbuun,,-5.17,19.33,mpuo1241,zmp
MBU,Mbu,,6.4,10.05,mbuu1238,muc
MEDUMBA,Medumba,,5.08,10.5,medu1238,byv
MENDANKWE_NKWEN,Mendankwe Nkwen,,6.0,10.23,mend1261,mfd
MENGISA,Mengisa,,4.45,11.4,meng1263,mct
MFINU_KIFULUNGA,Mfinu Kifulunga,,-4.25,16.25,mfin1238,zmf
MFINU,Mfinu,,-4.25,16.25,mfin1238,zmf
MFUMTE,Mfumte,,6.67,11.0,mfum1238,nfu
MIENGE,Mienge,,5.33,9.5,bass1260,bsi
MISSONG,Missong,,6.58,10.25,abar1238,mij
MITUKU,Mituku,,-1.67,25.5,mitu1240,zmq
MMALA,Mmala,,4.55,11.1,mmaa1238,mmu
MMEN,Mmen,,6.33,10.25,mmen1238,bfm
MODELE,Modele,,6.33,10.0,befa1241,bby
MOKENGUI_BOMITABA,Mokengui Bomitaba,,1.67,17.5,bomi1238,zmx
MONGO_LOSAKANI_NTOMBA,Mongo Losakani Ntomba,,0.0,21.0,mong1338,lol
MONGO_OPALA,Mongo Opala,,0.0,21.0,mong1338,lol
MONGO,Mongo,,0.0,21.0,mong1338,lol
MOUNDA_DIBOLE,Mounda Dibole,,1.08,17.25,dibo1245,bvx
MPE,Mpe,,-3.0,18.0,saka1287,skt
MPIIN_1,Mpiin 1,,-5.17,19.33,mpuo1241,zmp
MPONDOMISE,Mpondomise,,-32.0,27.0,xhos1239,xho
MPONDO,Mpondo,,-32.0,27.0,xhos1239,xho
MPONGWE,Mpongwe,,-1.25,9.5,myen1241,mye
MPOTO,Mpoto,,-11.25,34.75,mpot1240,mpa
MPUONO,Mpuono,,-5.17,19.33,mpuo1241,zmp
MPUT_1,Mput 1,,-3.83,18.0,yans1239,yns
MPUT_2,Mput 2,,-3.83,18.0,yans1239,yns
MPUT_3,Mput 3,,-3.83,18.0,yans1239,yns
MPYEMO_1,Mpyemo 1,,3.5,15.67,mpie1238,mcx
MPYEMO_2,Mpyemo 2,,3.5,15.67,mpie1238,mcx
MULONGA_1,Mulonga 1,,-15.78,22.62,sima1258,sie
MULONGA_2,Mulonga 2,,-15.78,22.62,sima1258,sie
MUNDABLI,Mundabli,,6.58,10.25,mund1328,boe
MUNDANI,Mundani,,5.67,9.92,mund1327,mnf
MUNGAKA,Mungaka,,5.92,10.0,mung1266,mhk
MUNGONG,Mungong,,6.5,10.58,ncan1245,ncr
MWANI_MOZAMBIQUE,Mwani Mozambique,,-11.67,40.33,mwan1247,wmw
MWANI,Mwani,,-11.67,40.33,mwan1247,wmw
MWENYI,Mwenyi,,-15.78,22.62,sima1258,sie
MWERA,Mwera,,-9.0,39.0,mwer1248,mwe
MWIMBI_MUTHAMBI,Mwimbi Muthambi,,-0.12,37.59,mwim1241,mws
MWINI,Mwini,,-6.5,39.0,swah1253,swh
MWINI_2,Mwini 2,,-6.5,39.0,swah1253,swh
MYENE,Myene,,-1.25,9.5,myen1241,mye
NAKI,Naki,,6.75,10.25,naki1238,mff
NANDE_SHU,Nande Shu,,-0.08,29.17,nand1264,nnb
NANDE_SWAGA,Nande Swaga,,-0.08,29.17,nand1264,nnb
NANDE,Nande,,-0.08,29.17,nand1264,nnb
NCANE,Ncane,,6.5,10.58,ncan1245,ncr
NDANDA_SUD,Ndanda Sud,,5.17,10.33,ndan1241,nnz
NDASA_1,Ndasa 1,,-3.0,13.25,ndas1238,nda
NDASA_2,Ndasa 2,,-3.0,13.25,ndas1238,nda
NDEMLI,Ndemli,,4.67,10.17,ndem1249,nml
NDE,Nde,,6.17,8.5,nden1250,ndd
NDE_BUKWOK,Nde Bukwok,,6.67,11.0,ndak1242,ncp
NDE_YULANA,Nde Yulana,,6.67,11.0,ndak1242,ncp
NDEBELE,Ndebele,,-25.33,29.0,sout2808,nbl
NDENDEULE,Ndendeule,,-9.42,33.42,nden1249,dne
NDENGELEKO,Ndengeleko,,-7.55,38.96,nden1248,ndg
NDJABI,Ndjabi,,-1.25,13.0,njeb1242,nzb
NDOLA,Ndola,,7.29,11.31,ndoo1241,ndr
NDONGA_2,Ndonga 2,,-18.0,17.0,ndon1254,ndo
NDONGA,Ndonga,,-18.0,17.0,ndon1254,ndo
NDOOBO,Ndoobo,,1.33,18.62,ndob1238,ndw
NDOUBA,Ndouba,,-0.5,14.0,mber1257,mdt
NDUMA,Nduma,,-3.0,18.0,saka1287,skt
NDUMU_2,Ndumu 2,,-1.67,13.58,ndum1239,nmd
NDUMU,Ndumu,,-1.67,13.58,ndum1239,nmd
NDUUMO,Nduumo,,-1.67,13.58,ndum1239,nmd
NDWAMA,Ndwama,,-3.0,18.0,saka1287,skt
NGAMAMBO,Ngamambo,,5.88,10.08,ngam1267,nbv
NGANGELA,Ngangela,,-15.5,18.0,nyem1238,nba
NGBINDA,Ngbinda,,3.27,23.57,ngbi1238,nbd
NGELEMA_1,Ngelema 1,,1.75,25.0,ngel1238,agh
NGELEMA_2,Ngelema 2,,1.75,25.0,ngel1238,agh
NGELIMA,Ngelima,,1.75,25.0,ngel1238,agh
NGHWELE,Nghwele,,-6.33,38.42,kwer1261,cwe
NGHWELE_2,Nghwele 2,,-6.33,38.42,kwer1261,cwe
NGIEMBOON,Ngiemboon,,5.57,10.13,ngie1241,nnh
NGOMBALE,Ngombale,,5.75,10.17,ngom1271,nla
NGOMBA,Ngomba,,5.67,10.25,ngom1272,jgo
NGOMBE,Ngombe,,3.0,23.0,ngom1268,ngc
NGOMBE_LIKULA,Ngombe Likula,,3.0,23.0,ngom1268,ngc
NGOM_KELE,Ngom Kele,,0.67,14.42,ngom1270,nra
NGONDI,Ngondi,,1.67,16.08,ngun1270,ndn
NGONGO_1,Ngongo 1,,-2.83,21.5,ngon1267,noq
NGONGO_2,Ngongo 2,,-2.83,21.5,ngon1267,noq
NGONI_2,Ngoni 2,,-30.0,30.0,zulu1248,zul
NGONI_MALAWI,Ngoni Malawi,,-14.0,34.0,nyan1308,nya
NGONI,Ngoni,,-11.0,36.0,ngon1269,ngo
NGOSHIE,Ngoshie,,6.05,9.83,ngos1238,nsh
NGULU,Ngulu,,-5.67,37.5,ngul1246,ngp
NGUMBI,Ngumbi,,1.72,9.74,ngum1255,nui
NGUMBO_TAABWA,Ngumbo Taabwa,,-8.0,29.5,taab1238,tap
NGUNGWEL,Ngungwel,,-1.83,15.67,ngun1272,ngz
NGWE,Ngwe,,5.5,9.9,ngwe1238,nwe
NGWI_MATEKO_KINGOLI,Ngwi Mateko Kingoli,,-3.83,19.08,ngul1247,nlo
NILAMBA,Nilamba,,-4.5,34.83,nila1242,nim
NIZAA,Nizaa,,7.08,12.5,suga1248,sgi
NJEN,Njen,,5.75,9.9,njen1238,njj
NJEREP,Njerep,,6.82,11.52,njer1242,njr
NJWANDE,Njwande,,7.0,10.83,bita1251,brt
NJYEM,Njyem,,2.3,14.12,njye1238,njy
NKHONDE,Nkhonde,,-9.25,33.67,nyak1260,nyy
NKHUMBI,Nkhumbi,,-15.33,14.33,nkhu1238,khu
NKIM,Nkim,,6.58,8.58,nkem1242,isi
NKOMO_KELLE,Nkomo Kelle,,-0.5,14.0,mber1257,mdt
NKOMO_OLOLI,Nkomo Ololi,,-0.5,14.0,mber1257,mdt
NKONGHO,Nkongho,,5.27,9.8,nkon1247,nkc
NKORE_KIGA,Nkore Kiga,,-0.92,29.83,chig1238,cgg
NKOYA_2,Nkoya 2,,-15.0,25.0,nkoy1244,nka
NKOYA,Nkoya,,-15.0,25.0,nkoy1244,nka
NKUMM,Nkumm,,6.58,8.58,nkem1242,isi
NLA_MBO,Nla Mbo,,5.27,9.9,mboc1235,mbo
NLE_MBO,Nle Mbo,,5.2,10.05,mboc1235,mbo
NNAM,Nnam,,6.33,8.5,nnam1238,nbp
NNINONG,Nninong,,5.0,9.73,akoo1248,bss
NONI,Noni,,6.42,10.58,noon1243,nhu
NORTHERN_NDEBELE,Northern Ndebele,,-20.0,29.0,nort2795,nde
NORTHERN_SOTHO,Northern Sotho,,-24.0,29.0,pedi1238,nso
NSARI,Nsari,,6.58,10.67,nsar1238,asj
NSEJAU,Nsejau,,-3.0,18.0,saka1287,skt
NSEJIME,Nsejime,,-3.0,18.0,saka1287,skt
NSEKSHAA,Nsekshaa,,-3.0,18.0,saka1287,skt
NSELEMBILI,Nselembili,,-3.0,18.0,saka1287,skt
NSELLE,Nselle,,6.17,8.5,nden1250,ndd
NSEMOHBI,Nsemohbi,,-3.0,18.0,saka1287,skt
NSENGA,Nsenga,,-14.05,30.83,nsen1242,nse
NSONGO,Nsongo,,-4.67,18.08,song1299,soo
NSONTENY,Nsonteny,,-3.0,18.0,saka1287,skt
NTA,Nta,,6.17,8.5,nden1250,ndd
NTELERE,Ntelere,,-3.0,18.0,saka1287,skt
NTOMBA_DE_BIKORO,Ntomba De Bikoro,,-2.0,18.33,ntom1248,nto
NTOMBA_INONGO,Ntomba Inongo,,-2.0,18.33,ntom1248,nto
NTOMBA_NJALE,Ntomba Njale,,-2.0,18.33,ntom1248,nto
NTOMBA,Ntomba,,-2.0,18.33,ntom1248,nto
NTOMBA_2,Ntomba 2,,-2.0,18.33,ntom1248,nto
NTSIAMI,Ntsiami,,-0.5,14.0,mber1257,mdt
NUBACA,Nubaca,,4.25,11.1,nuba1241,baf
NUGUNU,Nugunu,,4.58,11.25,nugu1242,yas
NYAKYUSA,Nyakyusa,,-9.25,33.67,nyak1260,nyy
NYAKYUSA_1,Nyakyusa 1,,-9.25,33.67,nyak1260,nyy
NYAKYUSA_2,Nyakyusa 2,,-9.25,33.67,nyak1260,nyy
NYALA_KENYA,Nyala Kenya,,0.1,34.1,east2409,nle
NYALI,Nyali,,1.92,30.08,nyal1250,nlj
NYALI_2,Nyali 2,,1.92,30.08,nyal1250,nlj
NYAMWANGA,Nyamwanga,,-9.11,32.32,nyam1275,mwn
NYAMWEZI,Nyamwezi,,-5.0,33.0,nyam1276,nym
NYANEKA,Nyaneka,,-15.96,14.94,nyan1305,nyk
NYANGA,Nyanga,,-1.25,28.17,nyan1304,nyj
NYANGA_LI,Nyanga Li,,2.98,29.18,nyan1303,nyc
