item	n_trials	err	rt	sd	rtz	n_used
veisés	24	0	731.1666667	201.8235705	-0.555747009	24
dousisimiller	24	0	824.875	212.0697819	0.162678536	24
toutoivaient	22	0	957.5	315.1211407	0.603678401	16
encorte	23	0.173913043	752.7368421	137.2507203	-0.168785396	19
saucochapond	22	0	770.1818182	188.7978602	-0.089393524	22
roucièmermais	22	0	804.3181818	255.807291	0.036077232	22
reterripier	22	0.045454545	871.2857143	253.5490372	0.138973049	21
parci	23	0.173913043	758.4210526	157.1946125	-0.321283843	19
trigavaient	21	0.095238095	918.7777778	191.9275462	0.407892635	18
alitant	24	0.416666667	759.3571429	177.158168	-0.226012072	14
ailmessonque	25	0	779.4	276.2601431	-0.120659568	25
vergarir	25	0	862.24	272.700275	0.044298046	25
écifier	23	0.086956522	787.1904762	190.4086708	0.020188968	21
agivant	22	0	922.4090909	264.4436494	0.368660192	22
motoiterlet	23	0	836.6956522	232.6515996	0.033587723	23
déponté	24	0.166666667	827.05	164.1640627	0.101231899	20
contires	25	0.04	795.6086957	224.3717976	0.192200764	23
quitsant	22	0	767.3181818	195.1535138	-0.420476461	22
apa	23	0.173913043	728.3157895	226.1349284	-0.420800565	19
chatourtat	21	0	857.4285714	196.3256406	0.066356991	21
assons	24	0.083333333	779	229.2497079	-0.050454102	22
pervanles	20	0.05	895.1578947	282.1664724	0.192955831	19
fatiolait	22	0	921.6363636	268.7423169	0.387924681	22
trousoma	20	0.05	738.7368421	162.3651037	-0.277515714	19
tations	24	0.291666667	800.6470588	207.2805892	0.381358648	17
vécamait	23	0.043478261	799.2380952	241.5654993	-0.10114777	21
sadenjeus	23	0	678.9565217	130.2359671	-0.589687525	23
cheler	23	0.043478261	701.4090909	107.8785292	-0.625582316	22
pourrosil	24	0	692.25	164.0271054	-0.51449594	24
êt	23	0.086956522	814.8095238	255.6086108	0.342549291	21
prégarte	20	0.05	872.2631579	259.0613059	0.116908761	19
sorréviatre	18	0	832.2222222	248.2748846	0.214799525	18
prémacercoup	23	0.043478261	796.3181818	233.8704131	0.078748176	22
génoir	21	0.142857143	771.4705882	156.6349728	-0.054795569	17
irteilait	22	0	787.2727273	285.8481418	-0.233444765	22
porsorvires	25	0	715.92	153.5800334	-0.290382408	25
luleaux	23	0.043478261	791.4090909	197.0058397	-0.142716088	22
détarie	26	0.038461538	905.5833333	239.9889339	0.523043844	24
roupe	22	0	752.5238095	158.4867878	-0.343276526	21
preschonvais	23	0	825.173913	229.7282292	0.047777017	23
lité	21	0.333333333	770.2142857	194.2421877	-0.122632223	14
porpressieur	25	0	951.48	226.9871729	0.650643285	25
rescée	22	0.045454545	748.25	148.7579719	-0.272577346	20
creulanfants	25	0	781.92	204.0246962	0.094581191	25
sphiesse	20	0.05	792.3684211	259.5293198	-0.251233783	19
metravec	22	0.045454545	701.4761905	197.5091439	-0.573582674	21
mamandre	21	0.047619048	796.65	217.9486359	-0.149367678	20
soprodait	23	0.043478261	862.4090909	255.1232492	0.157557495	22
retailmastre	23	0.043478261	781.4285714	208.5024152	-0.376690254	21
érisorvoir	19	0	879.1578947	315.1084933	0.237253927	19
celuer	25	0.08	845.1304348	212.4740207	0.055587457	23
notisitait	24	0.041666667	893.4782609	338.1572885	0.350460708	23
bruspoir	23	0.043478261	816.4090909	275.1940716	-0.09640592	22
presplique	23	0	840.826087	241.6755248	-0.050443545	23
sonral	24	0	720.5416667	217.8491658	-0.450047641	24
getiporais	23	0	799.1304348	185.1808218	-0.153778426	23
vieiltralesa	24	0	815.9565217	205.0125225	0.019762559	23
enletenra	22	0	826.3181818	184.6650472	0.380022852	22
femanfin	23	0	743.3043478	192.5865649	-0.348217556	23
payarut	20	0.05	783.1578947	278.6515672	-0.40861437	19
nonongatre	23	0	886.5652174	309.4976613	0.252531445	23
interte	24	0.25	996.2777778	212.3243372	0.821997951	18
porsientait	24	0	878.6666667	197.7012825	0.387019271	24
toutaux	24	0.041666667	799.4347826	195.2773846	-0.111515465	23
monnorvignitre	21	0	850.6666667	253.4090238	0.044399235	21
havé	22	0.045454545	836.6190476	188.7618807	0.299329889	21
prelupion	22	0.090909091	796.5789474	169.2737152	-0.259849951	19
sarées	20	0.35	866.5384615	164.5998255	0.543070409	13
tailiriait	22	0	904.2727273	314.4258837	0.617577196	22
redontail	23	0.043478261	813.6190476	200.8398557	0.10141316	21
concenquets	21	0.095238095	993	324.0291482	0.717511198	19
serreil	23	0.130434783	821.15	259.9787997	-0.028857595	20
fasayais	21	0.047619048	922.2	213.1716877	0.595456433	20
peléfines	21	0.047619048	861.7	404.3555106	-0.078836965	20
contoyer	22	0.318181818	922	298.8308169	0.67829157	15
iterle	23	0	678.5217391	133.6354844	-0.620458932	23
roucavec	23	0	754.0909091	199.5167755	-0.521141985	22
serlet	23	0	726.5217391	204.0191323	-0.396951658	23
pauplices	21	0.095238095	854.3888889	193.0763759	0.014391655	18
nateur	24	0.083333333	818.3181818	176.9402338	0.075062972	22
clourpre	25	0	716.48	151.2244799	-0.250614075	25
maucitit	21	0	776.3333333	182.1069283	-0.244625658	21
tratrodrons	25	0.04	856	244.9161266	-0.038232777	23
compane	22	0	765.6818182	152.0690277	-0.192837809	22
quarfitarrait	23	0.043478261	986.6	310.6177885	0.679304717	20
chertrepe	23	0	699.4782609	204.6049119	-0.473407587	23
tocosent	23	0	779.9565217	184.8349333	-0.282639456	23
sotégnosait	23	0	807.4347826	199.8098701	-0.077355318	23
prelivrais	24	0.083333333	865.3	300.2148529	0.223398917	20
averrée	22	0.863636364	720	218.3277353	-0.760068252	3
gueupa	22	0.045454545	810.6190476	248.8729548	-0.130152462	21
miderant	23	0	764.3043478	201.9053412	-0.26919058	23
nontourcule	21	0	846.05	237.7921417	-0.043501979	20
artions	21	0	814	187.347538	-0.236651718	21
falmagnovait	19	0	755.5263158	153.7033103	-0.188789604	19
rétiprevaient	24	0	919.625	379.2390335	0.483613606	24
porluprobore	23	0	794.0454545	223.3375573	-0.283346017	22
gnaible	22	0.045454545	774.1428571	181.2590096	-0.388763001	21
abloir	23	0.043478261	785.25	179.0062848	0.065469453	20
jourtrer	24	0	838.2083333	266.803132	0.015956019	24
soubarte	23	0.043478261	847.5909091	294.9252785	0.012027835	22
parcuver	22	0	780.8636364	202.7711108	0.116388432	22
spriffre	24	0	763.4583333	201.2385517	-0.36510007	24
faitraçaient	20	0.05	1007.473684	313.0344973	1.087704578	19
noque	23	0	707.0869565	117.5638755	-0.49371838	23
sierre	24	0.041666667	825.4545455	239.6341909	0.103573569	22
rousise	26	0	829.5769231	272.7904944	0.089780765	26
elfanle	22	0.045454545	663.9	93.66845225	-0.833612604	20
mape	21	0.19047619	885.5882353	335.4079715	0.307579128	17
cerieugales	22	0	773.5714286	196.8566919	-0.355570078	21
perrieutiers	25	0	821.48	335.9915822	0.07866138	25
bouporlent	22	0	827.4545455	239.826669	0.154157279	22
aupaper	19	0	752.4210526	224.8652228	-0.5026599	19
aptapui	22	0	732.5454545	249.6974793	-0.432420398	22
poutipiautait	24	0	903.125	317.4007633	0.508721735	24
jucine	21	0.047619048	693.7	119.6807596	-0.444263249	20
fambe	21	0.047619048	722.7	144.5068201	-0.185262472	20
jeuposisse	24	0	856.3043478	273.7859872	0.122027642	23
huscle	22	0.045454545	673.8095238	136.5579068	-0.512902348	21
lénémes	22	0	794.3636364	277.0318093	-0.448536562	22
ésuiser	21	0.095238095	820.8947368	247.1598436	-0.068190109	19
cloins	23	0.173913043	857.2105263	194.9249368	0.325474963	19
glismetait	24	0	849.0869565	260.0104741	0.227271781	23
dulors	24	0	731.8333333	170.4731693	-0.490846307	24
laisprit	23	0.086956522	829.2380952	259.0343423	-0.134910925	21
amanche	22	0.045454545	817.7142857	183.6611398	-0.042019956	21
armour	25	0.32	835.2941176	181.8460079	0.481214247	17
balque	22	0.227272727	767	217.0440623	0.020420308	17
vieillenvais	23	0.043478261	948.6666667	197.9624544	0.853161579	21
suiagir	25	0.04	800.5833333	251.9927391	-0.204480074	24
poudait	23	0.130434783	920.95	248.871659	0.47028688	20
chocotése	23	0.130434783	1021.736842	310.30108	0.907012044	19
parsisi	21	0	755.6190476	292.1260817	-0.204607433	21
rememeaux	24	0.125	760.5714286	163.0572205	-0.300717425	21
naptirtion	22	0	759	210.2576651	0.047553829	22
tounésais	22	0	846.2272727	244.8772155	0.098606364	22
orio	22	0	694.4090909	195.2526225	-0.2581703	22
brasment	25	0.04	775.4347826	214.7433619	-0.02642611	23
iant	23	0	722.6956522	138.6573392	-0.260556997	23
banéte	20	0	760.9	263.2824979	-0.254017926	20
entain	21	0.142857143	696.1666667	133.4581891	-0.145021274	18
armenlandez	23	0	830.9130435	198.9823914	0.194150435	23
pourtotion	22	0.045454545	830.9047619	304.0238321	0.236941483	21
pertoitrier	24	0.041666667	909.9473684	276.6051083	0.467199108	19
soupéprilis	23	0	859.7826087	221.9621091	0.166050686	23
écougadoxe	20	0	814.6	173.6237311	0.011094367	20
salente	21	0.095238095	784.9444444	165.0787592	0.016126169	18
cartit	25	0	749.6	168.6907921	-0.22127926	25
nir	19	0.105263158	693	125.1938497	-0.338973406	17
rarise	23	0.043478261	739.4090909	187.2613806	-0.304604621	22
repecci	21	0	722.8	147.9173311	-0.429706405	20
hosies	23	0	788.9130435	205.2968833	-0.035302002	23
rérinuait	21	0.047619048	840.5	229.0411363	0.310103866	20
amonertiète	25	0	768.24	249.9673779	-0.067616211	25
mansiminoux	23	0	754.2173913	140.2999892	-0.226616803	23
prélime	23	0.130434783	750.5	147.5442842	-0.320376783	20
mamondent	24	0.041666667	863.2608696	201.8755732	0.169737726	23
promires	25	0.28	989.0588235	315.9364	0.852062257	17
favrir	21	0	706.047619	118.8172867	-0.53451431	21
ratipriment	23	0.086956522	892.2857143	266.4507727	0.618880289	21
roucenre	22	0.045454545	681.2857143	198.1651187	-0.573844354	21
madépulars	24	0	823.875	246.0345173	0.110746858	24
chusermée	26	0.038461538	760.9583333	205.7752001	-0.127499157	24
hatetions	21	0.142857143	886.3529412	319.9257611	0.974985201	17
proreunavibuts	21	0	805.6666667	211.48483	-0.15127035	21
édeugates	23	0	847.6521739	287.3902334	0.045079173	23
avorré	22	0.090909091	917.9	231.3791375	0.62130579	20
heuplotois	19	0	726.1578947	186.34653	-0.600159511	19
parousenter	21	0	846.4285714	199.8668485	0.486094692	21
tatite	24	0	741.4583333	228.3926785	-0.241444809	24
prolavait	22	0.045454545	871.2857143	201.3988935	0.50797589	21
décetoidant	21	0.047619048	857.1	194.0696836	0.475552145	20
combernot	21	0	735	199.2162142	-0.255624551	21
tramier	22	0.227272727	817.1176471	184.044452	0.142733928	17
faituping	24	0.041666667	707.6521739	220.674711	-0.297783066	23
réteaux	23	0.086956522	798.4285714	112.8962229	0.194981798	21
renarilui	23	0	764.826087	311.8290109	-0.233527092	23
coupasait	21	0.19047619	928.5294118	290.2122322	0.810613346	17
simarut	22	0	795.2727273	291.5210001	-0.347248436	22
maru	24	0.041666667	701.7391304	147.0272756	-0.608271096	23
écoutir	20	0.35	1003.076923	327.8771268	0.775104189	13
souploment	22	0	893.9545455	220.5466104	0.436571658	22
foque	24	0.333333333	793.4	224.9310371	-0.003479063	15
expecchoir	23	0	802.3636364	223.8048779	0.008131374	22
allodrestée	23	0	740.6521739	149.6266896	-0.185365634	23
incoment	21	0	806.2	200.522108	0.103137909	20
fillifort	23	0	724.7826087	226.7623819	-0.332630711	23
connéperser	24	0.041666667	804.7826087	169.4976419	0.194002964	23
poumenglile	23	0	765.2272727	246.8938333	-0.375400229	22
soceltier	22	0	920.6818182	301.7662903	0.371155433	22
chesucain	21	0	671.7619048	132.1362572	-0.586149741	21
arficlament	22	0.136363636	925.4736842	240.1370832	0.659468136	19
aflonne	23	0.043478261	731.9090909	258.2051434	-0.391418253	22
lèveda	24	0.041666667	729.826087	128.7378069	-0.241520707	23
glistions	23	0	789.8695652	159.7828937	-0.040316131	23
ennets	24	0.041666667	666.3043478	140.3914769	-0.629258714	23
gles	24	0	741.4166667	229.485041	-0.374374709	24
coûletaient	23	0.217391304	1128.466667	255.0066853	1.47624537	15
perf	21	0.238095238	709.875	174.8248171	-0.389949172	16
insetasez	22	0	777.0454545	226.7426646	0.017617785	22
anetcher	23	0	647.4347826	147.1603412	-0.74912246	23
simenne	20	0	789.45	205.7610968	-0.037851104	20
quitriceltés	20	0	988.4	298.489425	0.917356146	20
marpait	23	0.043478261	780.9545455	202.479976	-0.160711196	22
chamir	23	0.086956522	767.6	178.0852546	-0.372516065	20
pacoroiges	23	0	651.6956522	130.6513176	-0.44471451	23
anontir	22	0.045454545	772.2857143	174.0689929	-0.166206725	21
foueur	24	0.166666667	999.75	295.740974	1.086175365	20
vendarbout	22	0	780.1363636	210.4467573	-0.124593203	22
sphondre	21	0	741.9473684	179.1285924	-0.160334454	19
aplitile	25	0.04	760.4166667	218.6605304	-0.219448339	24
tranaque	20	0.05	962.0526316	176.6035968	0.748752228	19
lonsier	22	0.045454545	713.5714286	127.5702048	-0.504240569	21
surfesser	21	0.142857143	933.7777778	198.0242277	0.913988675	18
toutivant	21	0.047619048	717.85	157.7760822	-0.25052012	20
terconre	21	0.047619048	794.9	268.0082285	0.033132451	20
granda	24	0.208333333	806.2631579	216.2557237	-0.00902223	19
vors	22	0	744.2727273	163.0437224	-0.270884173	22
proporva	24	0.083333333	798.9545455	266.7992784	0.077434405	22
alamait	25	0.08	876	200.4692223	0.428736651	23
afideur	23	0.043478261	744.1363636	172.4919033	-0.406472177	22
propativrent	20	0	874.3684211	316.2824354	0.438965535	19
revintait	24	0.125	859.8095238	169.2508845	0.41167019	21
cebait	23	0	711.4761905	153.9849405	-0.469851523	21
menclavec	22	0	736.3636364	144.0378738	-0.239159084	22
soudibien	21	0	819.8	227.090893	-0.030022418	20
parpretit	23	0	740.0869565	179.6782258	-0.135161672	23
genvrais	24	0.083333333	777.4090909	224.089833	-0.285252763	22
étenvaient	26	0.153846154	924	317.3301452	0.408430211	20
gortrepect	24	0	715.6666667	182.6195062	-0.38567082	24
gérie	25	0.16	825.7142857	143.993105	0.200368104	21
cemiges	22	0.045454545	701.952381	187.1180045	-0.494515589	21
cargarcirageai	23	0	791.9545455	305.6486432	0.146264831	22
minement	22	0.5	1007.444444	152.2720519	1.502002012	9
metsa	21	0	633.9047619	128.904579	-0.790161682	21
prusenre	22	0	768.4090909	201.9051307	-0.249496731	22
atraortés	21	0	814.047619	235.9655645	0.140698651	21
catubout	23	0	727.1304348	230.750811	-0.433890526	23
raptentre	22	0.090909091	710.8	153.439719	-0.500233468	20
atraorpréme	23	0	803.3636364	229.8642551	-0.054458625	22
luisse	21	0.142857143	795.5625	256.4007199	0.301376416	16
fugliclate	22	0.045454545	745.4	200.074565	-0.178385962	20
jeugibe	21	0	740.1428571	166.8335355	-0.407759157	21
ravertent	23	0	922	289.9503092	0.573765674	23
drafet	24	0	635.7083333	127.2356524	-0.718429363	24
persise	22	0.090909091	860.1578947	246.0650915	0.434324848	19
ficribon	24	0.041666667	742.7727273	193.2631889	-0.35061648	22
éser	23	0.043478261	724	243.5630357	-0.260246151	22
heutholétir	25	0	722.1666667	239.3207174	-0.450459281	24
troumionvec	24	0.041666667	740.4347826	219.1520489	-0.248391461	23
contoinre	21	0	813.4285714	182.2776924	-0.049081669	21
aucradrai	23	0	708.0434783	191.034856	-0.323874026	23
jeuganel	22	0	716.2272727	167.2861625	-0.488747699	22
pode	21	0	807	283.9322102	-0.07730235	21
prounel	22	0	685.1818182	146.8801378	-0.644887835	22
mipaque	24	0	750.4166667	252.7368311	-0.375409935	24
trourouporfort	24	0	852.2916667	228.829247	0.113340311	24
protupait	22	0	944.9090909	300.1601016	0.730759143	22
mallèvec	22	0.045454545	698.7142857	179.8430268	-0.500291878	21
detencent	25	0.08	955.2173913	300.6058967	0.626479358	23
némain	22	0.045454545	741	176.4941925	-0.302450794	21
juscupièter	22	0	764.3181818	138.0491239	-0.112112858	22
trateudis	19	0	712.3157895	123.9847897	-0.415613594	19
renarte	22	0	775.6363636	218.1540621	-0.206675193	22
têtones	20	0.4	933.5454545	360.5976605	0.904948206	11
poros	23	0.043478261	725.5	198.036733	-0.382191146	22
seral	21	0.047619048	725.8	227.2755341	-0.510315096	20
adacle	24	0	677.1666667	106.4190514	-0.695890322	24
tounaisté	23	0	828.0454545	221.3221047	0.002153963	22
dupréprépore	22	0	772.4285714	233.5351304	-0.242889222	21
fluin	23	0	686.173913	132.4989373	-0.507160576	23
paprobarmin	22	0	713.8636364	169.6338621	-0.211789471	22
resucition	23	0.217391304	933.4285714	170.9128047	0.908259189	14
nourtranter	25	0	851.68	222.4231553	0.120678003	25
prenvigneur	23	0	866.9565217	251.8358914	0.116648372	23
chume	20	0.05	713.8947368	118.0070124	-0.285107415	19
cau	18	0	775.6666667	233.1548337	-0.325710604	18
rencileunte	22	0	849.5	200.9050356	0.261734238	22
hontonval	22	0	722.8636364	138.0477128	-0.416048912	22
maune	24	0.083333333	795.1363636	269.6998853	-0.135410265	22
rachemin	24	0.125	840.8571429	213.8261644	0.060707351	21
compeci	22	0.090909091	636.5	72.32201383	-0.711908291	20
antion	23	0.086956522	739.2857143	226.4727672	-0.434983956	21
fédrait	21	0.238095238	777.5625	156.8013473	-0.161805588	16
bariocran	24	0	806	275.0935378	0.069889839	23
premasprit	22	0	796.4090909	211.5225214	-0.17125777	22
porrités	25	0.04	787.375	241.8470254	0.000974518	24
plonrire	24	0	764.7916667	183.5689609	-0.356455496	24
purconnait	22	0.136363636	816.7894737	230.28161	0.148195144	19
rédreporsayer	20	0	949.7894737	280.3707028	0.655353451	19
archargner	22	0.181818182	1008.4	277.8097499	1.061708263	15
chevu	21	0.095238095	871.1666667	204.52621	0.143801014	18
placoution	24	0	770.2916667	249.3215977	-0.304380153	24
votact	19	0	801.3157895	294.9404936	0.002037649	19
luide	22	0.045454545	899.3157895	164.6498145	0.338236311	19
sprugue	22	0	651.7727273	103.35373	-0.742963746	22
ajoucret	20	0.1	802.8888889	334.5789081	-0.099315939	18
vesoin	22	0	794.7619048	212.0145997	-0.106516453	21
checiencons	22	0	740.2727273	201.2288869	-0.09554311	22
rarem	22	0	710.5909091	163.1974145	-0.51768398	22
bougadé	22	0.090909091	833.8	221.9987198	0.125078455	20
tompe	22	0.272727273	876.25	221.0256395	0.420672999	16
grêtion	23	0.043478261	770.8636364	180.4099288	0.036118272	22
chafonse	25	0.04	691.1666667	94.68330125	-0.578221229	24
esbite	24	0.041666667	665.9090909	125.3284861	-0.616719898	22
picifiblés	23	0	896.3181818	301.836188	0.475782362	22
fouça	23	0.086956522	805.7619048	142.1745071	0.169431601	21
malésuellé	23	0	877.7727273	223.1855798	0.070300323	22
breuversayé	25	0.04	860.875	213.9344297	0.068703418	24
soutibanne	23	0	794.9130435	152.404937	-0.099734971	23
lifonté	23	0.043478261	719	175.8592511	-0.358189686	22
jonique	21	0	802.7142857	223.7713438	-0.003905934	21
anoger	22	0.045454545	722.7619048	150.5957851	-0.415310306	21
hataments	22	0.090909091	941.9	320.7686328	0.559140582	20
algation	23	0.086956522	801.7142857	186.3650028	0.052964592	21
endrais	21	0.047619048	800.1	138.1089959	-0.039113826	20
hismat	21	0.047619048	771.55	191.8753639	-0.070445234	20
jourlotime	23	0.043478261	699.5454545	141.0048048	-0.540399917	22
cersés	23	0.086956522	870.8	185.4532428	0.525330909	20
encroucours	26	0.038461538	861.44	256.0297964	0.59840558	25
enraccenci	21	0.047619048	788.9	199.2728624	0.136371213	20
fradévait	23	0	800.6521739	184.7764272	-0.148592418	23
réronsi	22	0	690.1363636	98.89113565	-0.654203526	22
decorment	23	0.043478261	899.952381	246.1356285	0.451631107	21
torte	19	0.210526316	817.8	134.5804061	0.143567194	15
mêdeq	21	0.047619048	715.05	126.5054503	-0.63618742	20
pagete	22	0	686.4090909	194.3623663	-0.667015373	22
choitise	23	0	818.8695652	199.1557874	0.051205464	23
fauture	23	0	773.4347826	134.4922526	-0.043241017	23
plarivait	24	0	777.6521739	148.31343	-0.140694766	23
pourgacoter	20	0	831.1	194.596722	0.352051528	20
granocer	22	0.090909091	816	176.4438184	-0.019856157	20
connason	23	0.043478261	845.9545455	202.72371	0.2090411	22
perrais	22	0	813	223.1497469	0.25339066	22
tourrible	20	0.1	964.625	185.1589857	0.839516834	16
prereste	22	0.045454545	729.2380952	150.4958155	-0.213911578	21
crainré	21	0.142857143	850.6470588	150.6245088	0.430997845	17
desume	24	0	797.8695652	261.6083652	0.009825397	23
